drug pairs 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01083    object:CYCLOSPORINE precipitant: Orlistat 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00555-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: Lamotrigine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00881    object:Spironolactone precipitant: Quinapril 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00255-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: DIETHYLSTILBESTROL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00678    object:Losartan precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00864    object:Fluconazole precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01223    object:AMINOPHYLLINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00559    object:BOSENTAN precipitant: ETHINYL ESTRADIOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00808-http://bio2rdf.org/drugbank:DB00204    object:Dofetilide precipitant: Indapamide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB00641    object:Telaprevir precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB00820    object:Tadalafil precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB01356    object:PIROXICAM precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00916    object:METRONIDAZOLE precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB00328    object:INDOMETHACIN precipitant: TIMOLOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00277    object:PHENYTOIN precipitant: THEOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00726    object:Trimipramine precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB05521    object:Telaprevir precipitant: MIDAZOLAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00476    object:Tamoxifen precipitant: Duloxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00564    object:Isoniazid precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB04855    object:SIMVASTATIN precipitant: Dronedarone 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00459-http://bio2rdf.org/drugbank:DB00254    object:DOXYCYCLINE precipitant: Acitretin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00177-http://bio2rdf.org/drugbank:DB00384    object:Valsartan precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB06772    object:Cabazitaxel precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB00717    object:NORETHINDRONE precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB06204    object:TAPENTADOL precipitant: Rasagiline 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00678    object:INDOMETHACIN precipitant: Losartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00916-http://bio2rdf.org/drugbank:DB01174    object:METRONIDAZOLE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01023    object:TELITHROMYCIN precipitant: Felodipine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB01356    object:Celecoxib precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00820    object:Tadalafil precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00343    object:QUINIDINE precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00641    object:TIPRANAVIR precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB08860-http://bio2rdf.org/drugbank:DB01039    object:Fenofibrate precipitant: PITAVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00678-http://bio2rdf.org/drugbank:DB01356    object:Losartan precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00564    object:Sunitinib precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: Irbesartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00496    object:Ritonavir precipitant: Darifenacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00812-http://bio2rdf.org/drugbank:DB00563    object:METHOTREXATE precipitant: PHENYLBUTAZONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01004-http://bio2rdf.org/drugbank:DB00495    object:ZIDOVUDINE precipitant: GANCICLOVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB01045    object:Telaprevir precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01241-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: Gemfibrozil 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00443-http://bio2rdf.org/drugbank:DB01045    object:BETAMETHASONE precipitant: RIFAMPICIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00862    object:SAQUINAVIR precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01118    object:CYCLOSPORINE precipitant: AMIODARONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01337-http://bio2rdf.org/drugbank:DB00479    object:Amikacin precipitant: Pancuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00564    object:CLARITHROMYCIN precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00988-http://bio2rdf.org/drugbank:DB00601    object:DOPAMINE precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB01345    object:Quinapril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01224-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: QUETIAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01016-http://bio2rdf.org/drugbank:DB00373    object:TIMOLOL precipitant: GLYBURIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00829-http://bio2rdf.org/drugbank:DB00363    object:DIAZEPAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00475-http://bio2rdf.org/drugbank:DB00363    object:CHLORDIAZEPOXIDE precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00683    object:MIDAZOLAM precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00977    object:PHENYTOIN precipitant: ETHINYL ESTRADIOL 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00295    object:RIFAMPICIN precipitant: MORPHINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 	Drugbank Evidence: None 
