drug pairs 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB00502    object:Haloperidol precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00467-http://bio2rdf.org/drugbank:DB01223    object:Enoxacin precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB00196    object:Fluconazole precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00957-http://bio2rdf.org/drugbank:DB00701    object:Norgestimate precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00529-http://bio2rdf.org/drugbank:DB00738    object:Pentamidine precipitant: FOSCARNET 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB04868    object:Lansoprazole precipitant: Nilotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB01059    object:NORFLOXACIN precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00540    object:Paroxetine precipitant: NORTRIPTYLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06201-http://bio2rdf.org/drugbank:DB00783    object:RUFINAMIDE precipitant: Estradiol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00585    object:Ketoconazole precipitant: Nizatidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00457-http://bio2rdf.org/drugbank:DB00862    object:Prazosin precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01004-http://bio2rdf.org/drugbank:DB00495    object:ZIDOVUDINE precipitant: GANCICLOVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB01118    object:AMIODARONE precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00315-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: Zolmitriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00304-http://bio2rdf.org/drugbank:DB00701    object:Amprenavir precipitant: Desogestrel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00715    object:Paroxetine precipitant: Imipramine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01337-http://bio2rdf.org/drugbank:DB00479    object:Amikacin precipitant: Pancuronium 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB01118    object:AMIODARONE precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00321-http://bio2rdf.org/drugbank:DB00575    object:Amitriptyline precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00315    object:SERTRALINE precipitant: Zolmitriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00303-http://bio2rdf.org/drugbank:DB00313    object:Ertapenem precipitant: Valproic Acid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB01367    object:Rasagiline precipitant: Escitalopram 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00957-http://bio2rdf.org/drugbank:DB00400    object:Norgestimate precipitant: GRISEOFULVIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00760-http://bio2rdf.org/drugbank:DB00313    object:Valproic Acid precipitant: Meropenem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01100    object:Ketoconazole precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB00216    object:Linezolid precipitant: Eletriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00829-http://bio2rdf.org/drugbank:DB00363    object:DIAZEPAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00475-http://bio2rdf.org/drugbank:DB00363    object:CHLORDIAZEPOXIDE precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00959    object:METHYLPREDNISOLONE precipitant: NORFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00321    object:Amitriptyline precipitant: Escitalopram 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00675-http://bio2rdf.org/drugbank:DB00476    object:Tamoxifen precipitant: Duloxetine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB01100    object:Escitalopram precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00458    object:Imipramine precipitant: Escitalopram 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01234    object:DEXAMETHASONE precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
