drug pairs 
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00601    object:Paroxetine precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00177-http://bio2rdf.org/drugbank:DB00328    object:Valsartan precipitant: INDOMETHACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01601-http://bio2rdf.org/drugbank:DB00564    object:Lopinavir precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00802-http://bio2rdf.org/drugbank:DB01037    object:SELEGILINE precipitant: ALFENTANIL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00717    object:NORETHINDRONE precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00712    object:METHOTREXATE precipitant: Flurbiprofen 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00862    object:CLARITHROMYCIN precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01118    object:AMIODARONE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB00199    object:Fentanyl precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01082-http://bio2rdf.org/drugbank:DB00887    object:Streptomycin precipitant: Bumetanide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01232    object:PHENYTOIN precipitant: SAQUINAVIR 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00966    object:Spironolactone precipitant: TELMISARTAN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01319-http://bio2rdf.org/drugbank:DB00247    object:METHYSERGIDE precipitant: Fosamprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00795-http://bio2rdf.org/drugbank:DB00993    object:Sulfasalazine precipitant: Azathioprine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB00760    object:Valproic Acid precipitant: MEROPENEM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06713-http://bio2rdf.org/drugbank:DB00238    object:NORELGESTROMIN precipitant: Nevirapine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00497-http://bio2rdf.org/drugbank:DB00704    object:Naltrexone precipitant: Oxycodone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB00976    object:SIMVASTATIN precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01023-http://bio2rdf.org/drugbank:DB00199    object:Felodipine precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB00448    object:Lansoprazole precipitant: TACROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00343    object:CYCLOSPORINE precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB00542    object:Benazepril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00635-http://bio2rdf.org/drugbank:DB01059    object:Prednisone precipitant: Norfloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00784    object:Mefenamic acid precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06287-http://bio2rdf.org/drugbank:DB00976    object:TELITHROMYCIN precipitant: TEMSIROLIMUS 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB00537    object:CIPROFLOXACIN precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00247    object:METHYSERGIDE precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB06772    object:PHENOBARBITAL precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01124-http://bio2rdf.org/drugbank:DB00489    object:Sotalol precipitant: TOLBUTAMIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00921-http://bio2rdf.org/drugbank:DB00475    object:CHLORDIAZEPOXIDE precipitant: Buprenorphine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00530    object:Erlotinib precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06772-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00708-http://bio2rdf.org/drugbank:DB01367    object:Rasagiline precipitant: Sufentanil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04855-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Dronedarone 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00584-http://bio2rdf.org/drugbank:DB01345    object:Enalapril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00115-http://bio2rdf.org/drugbank:DB01129    object:CYANOCOBALAMIN precipitant: RABEPRAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB01601    object:Rosuvastatin precipitant: Lopinavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01197-http://bio2rdf.org/drugbank:DB00384    object:Triamterene precipitant: Captopril 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00398-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Sorafenib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00512-http://bio2rdf.org/drugbank:DB00479    object:Vancomycin precipitant: Amikacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04835-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00700    object:Eplerenone precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB01242    object:Linezolid precipitant: CLOMIPRAMINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Felbamate 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00776-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: Oxcarbazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB01367    object:Rasagiline precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00218    object:AMIODARONE precipitant: Moxifloxacin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00876-http://bio2rdf.org/drugbank:DB00421    object:Spironolactone precipitant: Eprosartan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00573    object:Fenoprofen precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB06204    object:TAPENTADOL precipitant: SELEGILINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00503    object:NORETHINDRONE precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00363    object:MIDAZOLAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01601    object:MIDAZOLAM precipitant: Lopinavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00564    object:Erlotinib precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00519    object:Trandolapril precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB01259    object:Voriconazole precipitant: Lapatinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01200    object:Bromocriptine precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00977    object:ETHINYL ESTRADIOL precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00363    object:Carbamazepine precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00863-http://bio2rdf.org/drugbank:DB01026    object:Ketoconazole precipitant: RANITIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00812-http://bio2rdf.org/drugbank:DB00563    object:METHOTREXATE precipitant: PHENYLBUTAZONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB01072    object:Atazanavir precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00204    object:Furosemide precipitant: Dofetilide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00953-http://bio2rdf.org/drugbank:DB01175    object:Rizatriptan precipitant: ESCITALOPRAM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00477    object:Chlorpromazine precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00457-http://bio2rdf.org/drugbank:DB00820    object:Prazosin precipitant: Tadalafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00476    object:Duloxetine precipitant: SERTRALINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00802-http://bio2rdf.org/drugbank:DB00199    object:ALFENTANIL precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00801-http://bio2rdf.org/drugbank:DB00363    object:Halazepam precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00178-http://bio2rdf.org/drugbank:DB00384    object:Ramipril precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00199    object:Carbamazepine precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB01264    object:Tadalafil precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB01254    object:DASATINIB precipitant: Cimetidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB00537    object:METHYLPREDNISOLONE precipitant: CIPROFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00701    object:MIDAZOLAM precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00489    object:Verapamil precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01263    object:MIDAZOLAM precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00570    object:VINBLASTINE precipitant: ERYTHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00625    object:ETHINYL ESTRADIOL precipitant: Efavirenz 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB01264    object:MIDAZOLAM precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00489-http://bio2rdf.org/drugbank:DB01016    object:Sotalol precipitant: GLYBURIDE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00877-http://bio2rdf.org/drugbank:DB01026    object:SIROLIMUS precipitant: Ketoconazole 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB00563    object:DICLOFENAC precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB00252    object:PHENYTOIN precipitant: Valproic Acid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00492-http://bio2rdf.org/drugbank:DB01356    object:FOSINOPRIL precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00678-http://bio2rdf.org/drugbank:DB01356    object:Losartan precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01268    object:Ketoconazole precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00641    object:TIPRANAVIR precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB04835    object:Nevirapine precipitant: MARAVIROC 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB04855-http://bio2rdf.org/drugbank:DB00477    object:Dronedarone precipitant: Chlorpromazine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00214-http://bio2rdf.org/drugbank:DB01356    object:Torasemide precipitant: LITHIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01211    object:CLARITHROMYCIN precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB01174    object:NORETHINDRONE precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB01394    object:COLCHICINE precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00641    object:AMIODARONE precipitant: SIMVASTATIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00921    object:Buprenorphine precipitant: Alprazolam 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB00519    object:Trandolapril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB01137    object:Iron precipitant: LEVOFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB01215    object:ESTAZOLAM precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01223-http://bio2rdf.org/drugbank:DB01174    object:PHENOBARBITAL precipitant: AMINOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01098-http://bio2rdf.org/drugbank:DB01072    object:Rosuvastatin precipitant: Atazanavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00563    object:PIROXICAM precipitant: METHOTREXATE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00367    object:PHENYTOIN precipitant: Levonorgestrel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00555-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: Lamotrigine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00575-http://bio2rdf.org/drugbank:DB00458    object:Imipramine precipitant: Clonidine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00489    object:Moxifloxacin precipitant: Sotalol 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00957    object:Norgestimate precipitant: RIFABUTIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00796    object:CANDESARTAN precipitant: Amiloride 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00932-http://bio2rdf.org/drugbank:DB00862    object:TIPRANAVIR precipitant: Vardenafil 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00704-http://bio2rdf.org/drugbank:DB00295    object:Naltrexone precipitant: MORPHINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB00537    object:Iron precipitant: CIPROFLOXACIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00580    object:Valdecoxib precipitant: ACETYLSALICYLIC ACID 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Ritonavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01264-http://bio2rdf.org/drugbank:DB01098    object:Rosuvastatin precipitant: Darunavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01175-http://bio2rdf.org/drugbank:DB00216    object:ESCITALOPRAM precipitant: Eletriptan 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB06201    object:RUFINAMIDE precipitant: Valproic Acid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00367-http://bio2rdf.org/drugbank:DB00564    object:Levonorgestrel precipitant: Carbamazepine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00582    object:Voriconazole precipitant: Sunitinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01367-http://bio2rdf.org/drugbank:DB00813    object:Rasagiline precipitant: Fentanyl 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01345-http://bio2rdf.org/drugbank:DB00178    object:Ramipril precipitant: POTASSIUM 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00255-http://bio2rdf.org/drugbank:DB01174    object:DIETHYLSTILBESTROL precipitant: PHENOBARBITAL 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00559    object:CYCLOSPORINE precipitant: BOSENTAN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05294-http://bio2rdf.org/drugbank:DB00489    object:Sotalol precipitant: VANDETANIB 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB00717    object:NORETHINDRONE precipitant: Nevirapine 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB00863    object:RANITIDINE precipitant: Erlotinib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00533-http://bio2rdf.org/drugbank:DB00563    object:METHOTREXATE precipitant: Rofecoxib 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01263-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00717-http://bio2rdf.org/drugbank:DB00701    object:NORETHINDRONE precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00908-http://bio2rdf.org/drugbank:DB00204    object:Dofetilide precipitant: QUINIDINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01588-http://bio2rdf.org/drugbank:DB00363    object:Prazepam precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00208-http://bio2rdf.org/drugbank:DB00277    object:Ticlopidine precipitant: THEOPHYLLINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB01072-http://bio2rdf.org/drugbank:DB00820    object:Tadalafil precipitant: Atazanavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00794-http://bio2rdf.org/drugbank:DB01115    object:NIFEDIPINE precipitant: PRIMIDONE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00384-http://bio2rdf.org/drugbank:DB00881    object:Quinapril precipitant: Triamterene 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB01100    object:Telaprevir precipitant: Pimozide 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB01045    object:RIFAMPICIN precipitant: CLOZAPINE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB06772    object:Carbamazepine precipitant: Cabazitaxel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB00529    object:FOSCARNET precipitant: Tobramycin 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01263    object:SIMVASTATIN precipitant: POSACONAZOLE 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00601-http://bio2rdf.org/drugbank:DB00321    object:Amitriptyline precipitant: Linezolid 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00976-http://bio2rdf.org/drugbank:DB00877    object:SIROLIMUS precipitant: TELITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00641    object:SIMVASTATIN precipitant: Diltiazem 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06713-http://bio2rdf.org/drugbank:DB00701    object:NORELGESTROMIN precipitant: Amprenavir 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB06702-http://bio2rdf.org/drugbank:DB01211    object:Fesoterodine precipitant: CLARITHROMYCIN 	NDF-RT Evidence: None 	World-Vista Evidence: None 
http://bio2rdf.org/drugbank:DB00304-http://bio2rdf.org/drugbank:DB00564    object:Carbamazepine precipitant: Desogestrel 	NDF-RT Evidence: None 	World-Vista Evidence: None 
