id	affectingdrug	affectingatc	affecteddrug	affectedatc	effect	significance	evidence	comment
2293	ETHANOL	V03AB16	TETRACYCLINE	A01AB13	I	1	P	
2294	ETHANOL	V03AB16	TETRACYCLINE	D06AA04	I	1	P	
2295	ETHANOL	V03AB16	TETRACYCLINE	J01AA07	I	1	P	
2296	ETHANOL	V03AB16	TETRACYCLINE	S01AA09	I	1	P	
2297	ETHANOL	V03AB16	TETRACYCLINE	S02AA08	I	1	P	
2298	ETHANOL	V03AB16	TETRACYCLINE	S03AA02	I	1	P	
2299	ETHANOL	V03AZ01	TETRACYCLINE	A01AB13	I	1	P	
2300	ETHANOL	V03AZ01	TETRACYCLINE	D06AA04	I	1	P	
2301	ETHANOL	V03AZ01	TETRACYCLINE	J01AA07	I	1	P	
2302	ETHANOL	V03AZ01	TETRACYCLINE	S01AA09	I	1	P	
2303	ETHANOL	V03AZ01	TETRACYCLINE	S02AA08	I	1	P	
2304	ETHANOL	V03AZ01	TETRACYCLINE	S03AA02	I	1	P	
2305	ETHANOL	D08AX08	TRIAZOLAM	N05CD05	A	2	G	
2306	ETHANOL	V03AB16	TRIAZOLAM	N05CD05	A	2	G	
2307	ETHANOL	V03AZ01	TRIAZOLAM	N05CD05	A	2	G	
2308	ETHANOL	D08AX08	WARFARIN	B01AA03	A	2	G	With liver disease and with acute ethanol overdoses
2309	ETHANOL	V03AB16	WARFARIN	B01AA03	A	2	G	With liver disease and with acute ethanol overdoses
2310	ETHANOL	V03AZ01	WARFARIN	B01AA03	A	2	G	With liver disease and with acute ethanol overdoses
2467	FLUOXETINE	N06AB03	BENZODIAZEPINE, LONG ACTING	N05BA01	A	1	P	
2468	FLUOXETINE	N06AB03	BENZODIAZEPINE, LONG ACTING	N05BA12	A	1	P	
2469	FLUOXETINE	N06AB03	BENZODIAZEPINE, LONG ACTING	N05CD01	A	1	P	
2471	FLUOXETINE	N06AB03	ETHANOL	D08AX08	N	 	P	
2472	FLUOXETINE	N06AB03	ETHANOL	V03AB16	N	 	P	
2473	FLUOXETINE	N06AB03	ETHANOL	V03AZ01	N	 	P	
2481	FLUOXETINE	N06AB03	LITHIUM	N05AN	A	2	P	
2482	FLUOXETINE	N06AB03	LITHIUM	N05AN01	A	2	P	
2483	FLUOXETINE	N06AB03	MAOIS	N04BD	A	2	P	
2484	FLUOXETINE	N06AB03	MAOIS	N06AF	A	2	P	
2485	FLUOXETINE	N06AB03	MAOIS	N06AG	A	2	P	
2486	FLUOXETINE	N06AB03	PHENELZINE	N06AF03	A	2	P	
2487	FLUOXETINE	N06AB03	TRANYLCYPROMINE	N06AF04	A	2	P	
2488	FLUOXETINE	N06AB03	PHENYTOIN	N03AB02	A	2	P	
2489	FLUOXETINE	N06AB03	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	
2490	FLUOXETINE	N06AB03	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	
2491	FLUOXETINE	N06AB03	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	
2492	FLUOXETINE	N06AB03	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	
2497	FLUOXETINE	N06AB03	WARFARIN	B01AA03	N	 	G	
2499	FUROSEMIDE	C03CA01	BETA BLOCKERS	C07A	A	1	P	
2500	FUROSEMIDE	C03CA01	METOPRALOL	C07AB02	A	1	P	
2501	FUROSEMIDE	C03CA01	METOPRALOL	C07AB52	A	1	P	
2502	FUROSEMIDE	C03CA01	METOPRALOL	C07BB02	A	1	P	
2503	FUROSEMIDE	C03CA01	METOPRALOL	C07BB52	A	1	P	
2504	FUROSEMIDE	C03CA01	METOPRALOL	C07CB02	A	1	P	
2505	FUROSEMIDE	C03CA01	METOPRALOL	C07FB02	A	1	P	
2506	FUROSEMIDE	C03CA01	ATENOLOL	C07AB03	A	1	P	
2507	FUROSEMIDE	C03CA01	PROPRANOLOL	C07AA05	A	1	P	
2508	FUROSEMIDE	C03CA01	CAPTOPRIL	C09AA01	A	2	F	
2509	FUROSEMIDE	C03CA01	DIGOXIN	C01AA05	A	2	G	Digoxin toxicity, if potassium and magnesium levels low
2510	FUROSEMIDE	C03CA01	ENALAPRIL	C09AA02	A	2	F	
2511	FUROSEMIDE	C03CA01	LIDOCAINE	C01BB01	N	 	F	High sodium intake or natural licorice
2512	FUROSEMIDE	C03CA01	LIDOCAINE	C05AD01	N	 	F	High sodium intake or natural licorice
2513	FUROSEMIDE	C03CA01	LIDOCAINE	D04AB01	N	 	F	High sodium intake or natural licorice
2514	FUROSEMIDE	C03CA01	LIDOCAINE	N01BB02	N	 	F	High sodium intake or natural licorice
2515	FUROSEMIDE	C03CA01	LIDOCAINE	R02AD02	N	 	F	High sodium intake or natural licorice
2516	FUROSEMIDE	C03CA01	LIDOCAINE	S01HA07	N	 	F	High sodium intake or natural licorice
2517	FUROSEMIDE	C03CA01	LIDOCAINE	S02DA01	N	 	F	High sodium intake or natural licorice
2525	FUROSEMIDE	C03CA01	LITHIUM	N05AN	A	1	P	
2526	FUROSEMIDE	C03CA01	LITHIUM	N05AN01	A	1	P	
2527	FUROSEMIDE	C03CA01	TETRACYCLINE	A01AB13	A	1	P	May elevate BUN levels
2528	FUROSEMIDE	C03CA01	TETRACYCLINE	D06AA04	A	1	P	May elevate BUN levels
2529	FUROSEMIDE	C03CA01	TETRACYCLINE	J01AA07	A	1	P	May elevate BUN levels
2530	FUROSEMIDE	C03CA01	TETRACYCLINE	S01AA09	A	1	P	May elevate BUN levels
2531	FUROSEMIDE	C03CA01	TETRACYCLINE	S02AA08	A	1	P	May elevate BUN levels
2532	FUROSEMIDE	C03CA01	TETRACYCLINE	S03AA02	A	1	P	May elevate BUN levels
2533	FUROSEMIDE	C03CA01	THEOPHYLLINE	R03DA04	A	1	 	
2534	FUROSEMIDE	C03CA01	THIAZIDES	C03AA	A	1	F	
2535	FUROSEMIDE	C03CA01	CHLORTHALIDONE	C03BA04	A	1	F	
2536	FUROSEMIDE	C03CA01	CHLORTHALIDONE	C03BB04	A	1	F	
2537	FUROSEMIDE	C03CA01	HYDROCHLOROTHIAZIDE	C03AA03	A	1	F	
2538	FUROSEMIDE	C03CA01	WARFARIN	B01AA03	N	 	P	
2540	GLYBURIDE	A10BB01	DILTIAZEM	C08DB01	N	 	P	
2542	GLYBURIDE	A10BB01	POTASSIUM	A12B	A	1	P	
2543	GLYBURIDE	A10BB01	POTASSIUM	A12BA	A	1	P	
2544	INSULIN	A10A	COTRIMOXAZOLE	J01EE01	N	 	P	
2546	INSULIN	A10A	SULFAMETHOXAZOL	J01EC01	N	 	P	
2548	INSULIN	A10A	TRIMETHOPRIM	J01EA01	N	 	P	
2550	IRON	B03A	ALLOPURINOL	M04AA01	N	 	P	
2552	IRON	B03A	CIPROFLOXACIN	J01MA02	I	1	 	
2553	IRON	B03A	CIPROFLOXACIN	S01AX13	I	1	 	
2554	IRON	B03A	CIPROFLOXACIN	S03AA07	I	1	 	
2555	IRON	B03A	LEVODOPA	N04BA01	I	1	P	
2556	IRON	B03A	TETRACYCLINE	A01AB13	I	1	 	
2557	IRON	B03A	TETRACYCLINE	D06AA04	I	1	 	
2558	IRON	B03A	TETRACYCLINE	J01AA07	I	1	 	
2559	IRON	B03A	TETRACYCLINE	S01AA09	I	1	 	
2560	IRON	B03A	TETRACYCLINE	S02AA08	I	1	 	
2561	IRON	B03A	TETRACYCLINE	S03AA02	I	1	 	
2562	IRON	B03A	THYROXINE	H03AA01	I	1	F	
2563	IRON	B03A	THYROXINE	C10AX01	I	1	F	
2564	IRON	B03A	THYROXINE	H03AA03	I	1	F	
2565	KAOLIN PECTIN	A07BC02	DIGOXIN	C01AA05	I	1	 	
2566	KAOLIN PECTIN	A07BC02	LOVASTATIN	C10AA02	I	1	P	
2567	KAOLIN PECTIN	A07BC02	PSEUDOEPHEDRINE	R01BA02	N	 	P	
2569	KAOLIN PECTIN	A07BC02	QUINIDINE	C01BA01	I	1	 	
2570	KAOLIN PECTIN	A07BC02	SALICYLATES	J04AA01	I	1	 	
2571	KAOLIN PECTIN	A07BC02	SALICYLATES	J04AA02	I	1	 	
2572	KAOLIN PECTIN	A07BC02	SALICYLATES	J04AA03	I	1	 	
2573	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA	I	1	 	
2574	KAOLIN PECTIN	A07BC02	SALICYLATES	M02AC	I	1	 	
2575	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA01	I	1	 	
2576	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA03	I	1	 	
2577	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA04	I	1	 	
2578	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA08	I	1	 	
2579	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA12	I	1	 	
2580	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA16	I	1	 	
2581	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA51	I	1	 	
2582	KAOLIN PECTIN	A07BC02	SALICYLATES	N02BA71	I	1	 	
2583	KAOLIN PECTIN	A07BC02	SALICYLATES	P02DA	I	1	 	
2584	KAOLIN PECTIN	A07BC02	SALICYLATES	S01BC08	I	1	 	
2585	KAOLIN PECTIN	A07BC02	ASPIRIN	A01AD05	I	1	 	
2586	KAOLIN PECTIN	A07BC02	ASPIRIN	B01AC06	I	1	 	
2590	KAOLIN PECTIN	A07BC02	ASPIRIN	M01BA03	I	1	 	
2591	LEVODOPA	N04BA01	MAOIS	N04BD	A	3	P	Hypertensive crisis, but not if taking carbidopa (Sinemet)
2592	LEVODOPA	N04BA01	MAOIS	N06AF	A	3	P	Hypertensive crisis, but not if taking carbidopa (Sinemet)
2593	LEVODOPA	N04BA01	MAOIS	N06AG	A	3	P	Hypertensive crisis, but not if taking carbidopa (Sinemet)
2594	LEVODOPA	N04BA01	PHENELZINE	N06AF03	A	3	P	
2595	LEVODOPA	N04BA01	TRANYLCYPROMINE	N06AF04	A	3	P	
2596	LIDOCAINE	C01BB01	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2597	LIDOCAINE	C05AD01	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2598	LIDOCAINE	D04AB01	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2599	LIDOCAINE	N01BB02	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2600	LIDOCAINE	R02AD02	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2601	LIDOCAINE	S01HA07	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2602	LIDOCAINE	S02DA01	DIGOXIN	C01AA05	N	 	P	Single dose of cimetidine may not alter lidocaine's effect
2610	LIDOCAINE	C01BB01	FUROSEMIDE	C03CA01	N	 	F	
2611	LIDOCAINE	C05AD01	FUROSEMIDE	C03CA01	N	 	F	
2612	LIDOCAINE	D04AB01	FUROSEMIDE	C03CA01	N	 	F	
2613	LIDOCAINE	N01BB02	FUROSEMIDE	C03CA01	N	 	F	
2614	LIDOCAINE	R02AD02	FUROSEMIDE	C03CA01	N	 	F	
2615	LIDOCAINE	S01HA07	FUROSEMIDE	C03CA01	N	 	F	
2616	LIDOCAINE	S02DA01	FUROSEMIDE	C03CA01	N	 	F	
2624	LIDOCAINE	C01BB01	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2625	LIDOCAINE	C05AD01	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2626	LIDOCAINE	D04AB01	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2627	LIDOCAINE	N01BB02	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2628	LIDOCAINE	R02AD02	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2629	LIDOCAINE	S01HA07	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2630	LIDOCAINE	S02DA01	RANITIDINE	A02BA02	N	 	F	May increase metabolism of lidocaine but may also increase cardiac rate depression
2638	LIDOCAINE	C01BB01	TOBACCO	N07BA01	N	 	P	
2639	LIDOCAINE	C05AD01	TOBACCO	N07BA01	N	 	P	
2640	LIDOCAINE	D04AB01	TOBACCO	N07BA01	N	 	P	
2641	LIDOCAINE	N01BB02	TOBACCO	N07BA01	N	 	P	
2642	LIDOCAINE	R02AD02	TOBACCO	N07BA01	N	 	P	
2643	LIDOCAINE	S01HA07	TOBACCO	N07BA01	N	 	P	
2644	LIDOCAINE	S02DA01	TOBACCO	N07BA01	N	 	P	
2652	LITHIUM	N05AN	MAOIS	N04BD	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2653	LITHIUM	N05AN	MAOIS	N06AF	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2654	LITHIUM	N05AN	MAOIS	N06AG	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2655	LITHIUM	N05AN01	MAOIS	N04BD	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2656	LITHIUM	N05AN01	MAOIS	N06AF	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2657	LITHIUM	N05AN01	MAOIS	N06AG	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2658	LITHIUM	N05AN	PHENELZINE	N06AF03	A	2	P	
2659	LITHIUM	N05AN01	PHENELZINE	N06AF03	A	2	P	
2660	LITHIUM	N05AN	TRANYLCYPROMINE	N06AF04	A	2	P	
2661	LITHIUM	N05AN01	TRANYLCYPROMINE	N06AF04	A	2	P	
2662	LITHIUM	N05AN	SALICYLATES	J04AA01	N	 	P	
2663	LITHIUM	N05AN	SALICYLATES	J04AA02	N	 	P	
2664	LITHIUM	N05AN	SALICYLATES	J04AA03	N	 	P	
2665	LITHIUM	N05AN	SALICYLATES	N02BA	N	 	P	
2666	LITHIUM	N05AN	SALICYLATES	M02AC	N	 	P	
2667	LITHIUM	N05AN	SALICYLATES	N02BA01	N	 	P	
2668	LITHIUM	N05AN	SALICYLATES	N02BA03	N	 	P	
2669	LITHIUM	N05AN	SALICYLATES	N02BA04	N	 	P	
2670	LITHIUM	N05AN	SALICYLATES	N02BA08	N	 	P	
2671	LITHIUM	N05AN	SALICYLATES	N02BA12	N	 	P	
2672	LITHIUM	N05AN	SALICYLATES	N02BA16	N	 	P	
2673	LITHIUM	N05AN	SALICYLATES	N02BA51	N	 	P	
2674	LITHIUM	N05AN	SALICYLATES	N02BA71	N	 	P	
2675	LITHIUM	N05AN	SALICYLATES	P02DA	N	 	P	
2676	LITHIUM	N05AN	SALICYLATES	S01BC08	N	 	P	
2677	LITHIUM	N05AN01	SALICYLATES	J04AA01	N	 	P	
2678	LITHIUM	N05AN01	SALICYLATES	J04AA02	N	 	P	
2679	LITHIUM	N05AN01	SALICYLATES	J04AA03	N	 	P	
2680	LITHIUM	N05AN01	SALICYLATES	N02BA	N	 	P	
2681	LITHIUM	N05AN01	SALICYLATES	M02AC	N	 	P	
2682	LITHIUM	N05AN01	SALICYLATES	N02BA01	N	 	P	
2683	LITHIUM	N05AN01	SALICYLATES	N02BA03	N	 	P	
2684	LITHIUM	N05AN01	SALICYLATES	N02BA04	N	 	P	
2685	LITHIUM	N05AN01	SALICYLATES	N02BA08	N	 	P	
2686	LITHIUM	N05AN01	SALICYLATES	N02BA12	N	 	P	
2687	LITHIUM	N05AN01	SALICYLATES	N02BA16	N	 	P	
2688	LITHIUM	N05AN01	SALICYLATES	N02BA51	N	 	P	
2689	LITHIUM	N05AN01	SALICYLATES	N02BA71	N	 	P	
2690	LITHIUM	N05AN01	SALICYLATES	P02DA	N	 	P	
2691	LITHIUM	N05AN01	SALICYLATES	S01BC08	N	 	P	
2722	LITHIUM	N05AN	ASPIRIN	A01AD05	N	 	P	
2723	LITHIUM	N05AN	ASPIRIN	B01AC06	N	 	P	
2727	LITHIUM	N05AN	ASPIRIN	M01BA03	N	 	P	
2728	LITHIUM	N05AN01	ASPIRIN	A01AD05	N	 	P	
2729	LITHIUM	N05AN01	ASPIRIN	B01AC06	N	 	P	
2733	LITHIUM	N05AN01	ASPIRIN	M01BA03	N	 	P	
2746	LITHIUM	N05AN	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	1	P	
2747	LITHIUM	N05AN	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	1	P	
2748	LITHIUM	N05AN	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	1	P	
2749	LITHIUM	N05AN	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	1	P	
2750	LITHIUM	N05AN01	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	1	P	
2751	LITHIUM	N05AN01	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	1	P	
2752	LITHIUM	N05AN01	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	1	P	
2753	LITHIUM	N05AN01	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	1	P	
2762	LORAZEPAM	N05BA06	BETA BLOCKERS	C07A	N	 	P	
2764	LORAZEPAM	N05BA06	METOPRALOL	C07AB02	N	 	P	
2765	LORAZEPAM	N05BA06	METOPRALOL	C07AB52	N	 	P	
2766	LORAZEPAM	N05BA06	METOPRALOL	C07BB02	N	 	P	
2767	LORAZEPAM	N05BA06	METOPRALOL	C07BB52	N	 	P	
2768	LORAZEPAM	N05BA06	METOPRALOL	C07CB02	N	 	P	
2769	LORAZEPAM	N05BA06	METOPRALOL	C07FB02	N	 	P	
2776	LORAZEPAM	N05BA06	ATENOLOL	C07AB03	N	 	P	
2778	LORAZEPAM	N05BA06	PROPRANOLOL	C07AA05	N	 	P	
2780	LORAZEPAM	N05BA06	ETHANOL	D08AX08	A	2	G	
2781	LORAZEPAM	N05BA06	ETHANOL	V03AB16	A	2	G	
2782	LORAZEPAM	N05BA06	ETHANOL	V03AZ01	A	2	G	
2785	LOVASTATIN	C10AA02	THYROXINE	H03AA01	I	1	P	
2786	LOVASTATIN	C10AA02	THYROXINE	C10AX01	I	1	P	
2787	LOVASTATIN	C10AA02	THYROXINE	H03AA03	I	1	P	
2788	LOVASTATIN	C10AA02	WARFARIN	B01AA03	A	2	F	
2789	MAOIS	N04BD	ETHANOL (ALCOHOL)	V03AB16	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2790	MAOIS	N04BD	ETHANOL (ALCOHOL)	V03AZ01	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2791	MAOIS	N06AF	ETHANOL (ALCOHOL)	V03AB16	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2792	MAOIS	N06AF	ETHANOL (ALCOHOL)	V03AZ01	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2793	MAOIS	N06AG	ETHANOL (ALCOHOL)	V03AB16	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2794	MAOIS	N06AG	ETHANOL (ALCOHOL)	V03AZ01	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2795	MAOIS	N04BD	FLUOXETINE	N06AB03	A	2	P	
2796	MAOIS	N06AF	FLUOXETINE	N06AB03	A	2	P	
2797	MAOIS	N06AG	FLUOXETINE	N06AB03	A	2	P	
2798	MAOIS	N04BD	GLYBURIDE	A10BB01	A	2	P	
2799	MAOIS	N06AF	GLYBURIDE	A10BB01	A	2	P	
2800	MAOIS	N06AG	GLYBURIDE	A10BB01	A	2	P	
2801	MAOIS	N04BD	INSULIN	A10A	A	2	P	
2802	MAOIS	N06AF	INSULIN	A10A	A	2	P	
2803	MAOIS	N06AG	INSULIN	A10A	A	2	P	
2804	MAOIS	N04BD	LITHIUM	N05AN	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2805	MAOIS	N04BD	LITHIUM	N05AN01	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2806	MAOIS	N06AF	LITHIUM	N05AN	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2807	MAOIS	N06AF	LITHIUM	N05AN01	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2808	MAOIS	N06AG	LITHIUM	N05AN	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2809	MAOIS	N06AG	LITHIUM	N05AN01	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2810	MAOIS	N04BD	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	Rare reports of fever, mania and convulsions
2811	MAOIS	N04BD	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	Rare reports of fever, mania and convulsions
2812	MAOIS	N04BD	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	Rare reports of fever, mania and convulsions
2813	MAOIS	N04BD	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	Rare reports of fever, mania and convulsions
2814	MAOIS	N06AF	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	Rare reports of fever, mania and convulsions
2815	MAOIS	N06AF	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	Rare reports of fever, mania and convulsions
2816	MAOIS	N06AF	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	Rare reports of fever, mania and convulsions
2817	MAOIS	N06AF	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	Rare reports of fever, mania and convulsions
2818	MAOIS	N06AG	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	Rare reports of fever, mania and convulsions
2819	MAOIS	N06AG	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	Rare reports of fever, mania and convulsions
2820	MAOIS	N06AG	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	Rare reports of fever, mania and convulsions
2821	MAOIS	N06AG	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	Rare reports of fever, mania and convulsions
2834	PHENELZINE	N06AF03	ETHANOL (ALCOHOL)	V03AB16	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2835	PHENELZINE	N06AF03	ETHANOL (ALCOHOL)	V03AZ01	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2836	PHENELZINE	N06AF03	FLUOXETINE	N06AB03	A	2	P	
2837	PHENELZINE	N06AF03	GLYBURIDE	A10BB01	A	2	P	
2838	PHENELZINE	N06AF03	INSULIN	A10A	A	2	P	
2839	PHENELZINE	N06AF03	LITHIUM	N05AN	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2840	PHENELZINE	N06AF03	LITHIUM	N05AN01	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2841	PHENELZINE	N06AF03	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	Rare reports of fever, mania and convulsions
2842	PHENELZINE	N06AF03	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	Rare reports of fever, mania and convulsions
2843	PHENELZINE	N06AF03	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	Rare reports of fever, mania and convulsions
2844	PHENELZINE	N06AF03	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	Rare reports of fever, mania and convulsions
2849	TRANYLCYPROMINE	N06AF04	ETHANOL (ALCOHOL)	V03AB16	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2850	TRANYLCYPROMINE	N06AF04	ETHANOL (ALCOHOL)	V03AZ01	A	3	P	Alcoholic beverages containing tyramine may induce severe hypertension
2851	TRANYLCYPROMINE	N06AF04	FLUOXETINE	N06AB03	A	2	P	
2852	TRANYLCYPROMINE	N06AF04	GLYBURIDE	A10BB01	A	2	P	
2853	TRANYLCYPROMINE	N06AF04	INSULIN	A10A	A	2	P	
2854	TRANYLCYPROMINE	N06AF04	LITHIUM	N05AN	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2855	TRANYLCYPROMINE	N06AF04	LITHIUM	N05AN01	A	2	P	Fatal cases of neuroleptic malignant syndrome (poorly documented)
2856	TRANYLCYPROMINE	N06AF04	TRICYCLIC ANTIDEPRESSANTS	N06AA09	A	2	P	Rare reports of fever, mania and convulsions
2857	TRANYLCYPROMINE	N06AF04	TRICYCLIC ANTIDEPRESSANTS	N06AA01	A	2	P	Rare reports of fever, mania and convulsions
2858	TRANYLCYPROMINE	N06AF04	TRICYCLIC ANTIDEPRESSANTS	N06AA02	A	2	P	Rare reports of fever, mania and convulsions
2859	TRANYLCYPROMINE	N06AF04	TRICYCLIC ANTIDEPRESSANTS	N06AA10	A	2	P	Rare reports of fever, mania and convulsions
2864	METOCLOPRAMIDE	A03FA01	ACETAMINOPHEN	N02BE01	I	1	 	
2865	METOCLOPRAMIDE	A03FA01	BETA BLOCKERS	C07A	N	 	P	
2867	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07AB02	N	 	P	
2868	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07AB52	N	 	P	
2869	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07BB02	N	 	P	
2870	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07BB52	N	 	P	
2871	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07CB02	N	 	P	
2872	METOCLOPRAMIDE	A03FA01	METOPRALOL	C07FB02	N	 	P	
2879	METOCLOPRAMIDE	A03FA01	ATENOLOL	C07AB03	N	 	P	
2881	METOCLOPRAMIDE	A03FA01	PROPRANOLOL	C07AA05	N	 	P	
2883	METOCLOPRAMIDE	A03FA01	CARBAMAZEPINE	N03AF01	A	2	P	May potentiate neurotoxicity (1 case report)
2884	METOCLOPRAMIDE	A03FA01	CIMETIDINE	A02BA01	I	1	P	
2885	METOCLOPRAMIDE	A03FA01	DIGOXIN	C01AA05	I	1	P	Affects slow-dissolving digoxin only (not lanoxin)
2886	METOCLOPRAMIDE	A03FA01	ETHANOL	D08AX08	A	1	P	
2887	METOCLOPRAMIDE	A03FA01	ETHANOL	V03AB16	A	1	P	
2888	METOCLOPRAMIDE	A03FA01	ETHANOL	V03AZ01	A	1	P	
2891	METOCLOPRAMIDE	A03FA01	LEVODOPA	N04BA01	A	3	P	Single case of hypertensive crisis with carbidopa-levodopa
2892	METOCLOPRAMIDE	A03FA01	NARCOTIC ANALGESICS	N02A	A	1	P	
2893	METOCLOPRAMIDE	A03FA01	NARCOTIC ANALGESICS	N01AH	A	1	P	
2894	METOCLOPRAMIDE	A03FA01	QUINIDINE	C01BA01	I	1	P	
2895	NARCOTIC ANALGESICS	N02A	CONTRACEPTIVES, ORAL	G03A	N	 	P	
2896	NARCOTIC ANALGESICS	N01AH	CONTRACEPTIVES, ORAL	G03A	N	 	P	
2899	NARCOTIC ANALGESICS	N02A	ETHANOL	D08AX08	A	2	P	
2900	NARCOTIC ANALGESICS	N02A	ETHANOL	V03AB16	A	2	P	
2901	NARCOTIC ANALGESICS	N02A	ETHANOL	V03AZ01	A	2	P	
2902	NARCOTIC ANALGESICS	N01AH	ETHANOL	D08AX08	A	2	P	
2903	NARCOTIC ANALGESICS	N01AH	ETHANOL	V03AB16	A	2	P	
2904	NARCOTIC ANALGESICS	N01AH	ETHANOL	V03AZ01	A	2	P	
2909	NARCOTIC ANALGESICS	N02A	MAOIS	N04BD	A	3	F	Major problem with meperidine; morphine appears safer
2910	NARCOTIC ANALGESICS	N02A	MAOIS	N06AF	A	3	F	Major problem with meperidine; morphine appears safer
