Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
J05AG01	NEVIRAPINE	53654			J05AE08	ATAZANAVIR	343047			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the atanazavir due to increase of its hepatic metabolism	Not recommended	If the administration of these medications together proves necessary, adjustment of the dosage of the atazanavir with regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together
J05AR07	NEVIRAPINE	53654			J05AE08	ATAZANAVIR	343047			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the atanazavir due to increase of its hepatic metabolism	Not recommended	If the administration of these medications together proves necessary, adjustment of the dosage of the atazanavir with regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together
J05AR05	NEVIRAPINE	53654			J05AE08	ATAZANAVIR	343047			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the atanazavir due to increase of its hepatic metabolism	Not recommended	If the administration of these medications together proves necessary, adjustment of the dosage of the atazanavir with regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together
J05AG01	NEVIRAPINE	53654			D01AC15	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AG01	NEVIRAPINE	53654			J02AC01	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AR07	NEVIRAPINE	53654			D01AC15	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AR07	NEVIRAPINE	53654			J02AC01	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AR05	NEVIRAPINE	53654			D01AC15	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AR05	NEVIRAPINE	53654			J02AC01	FLUCONAZOLE	4450			ANSM	371-NEVIRAPINE.html	Doubling of the concentrations of nevirapine with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the nevirapine.
J05AG01	NEVIRAPINE	53654			J05AE02	INDINAVIR	114289			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the indinavir	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together.
J05AR07	NEVIRAPINE	53654			J05AE02	INDINAVIR	114289			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the indinavir	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together.
J05AR05	NEVIRAPINE	53654			J05AE02	INDINAVIR	114289			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the indinavir	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two substances together.
J05AG01	NEVIRAPINE	53654			D01AC08	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AG01	NEVIRAPINE	53654			G01AF11	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AG01	NEVIRAPINE	53654			J02AB02	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR07	NEVIRAPINE	53654			D01AC08	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR07	NEVIRAPINE	53654			G01AF11	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR07	NEVIRAPINE	53654			J02AB02	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR05	NEVIRAPINE	53654			D01AC08	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR05	NEVIRAPINE	53654			G01AF11	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AR05	NEVIRAPINE	53654			J02AB02	KETOCONAZOLE	6135			ANSM	371-NEVIRAPINE.html	Increase of the plasma concentrations of nevirapine due to decrease of its hepatic metabolism by the ketoconazole, for one thing, and decrease of the plasma concentrations of the ketoconazole due to increase of its hepatic metabolism by the nevirapine, for another thing. 	Contraindication	
J05AG01	NEVIRAPINE	53654				ST JOHNS WORT	258326			ANSM	371-NEVIRAPINE.html	Risk of significant decrease of the plasma concentrations of the nevirapiine due to increase of its hepatic metabolism by the St Johns wort	Contraindication	
J05AR07	NEVIRAPINE	53654				ST JOHNS WORT	258326			ANSM	371-NEVIRAPINE.html	Risk of significant decrease of the plasma concentrations of the nevirapiine due to increase of its hepatic metabolism by the St Johns wort	Contraindication	
J05AR05	NEVIRAPINE	53654				ST JOHNS WORT	258326			ANSM	371-NEVIRAPINE.html	Risk of significant decrease of the plasma concentrations of the nevirapiine due to increase of its hepatic metabolism by the St Johns wort	Contraindication	
J05AG01	NEVIRAPINE	53654			J04AB02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AG01	NEVIRAPINE	53654			J04AM02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AG01	NEVIRAPINE	53654			J04AM05	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AG01	NEVIRAPINE	53654			J04AM06	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR07	NEVIRAPINE	53654			J04AB02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR07	NEVIRAPINE	53654			J04AM02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR07	NEVIRAPINE	53654			J04AM05	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR07	NEVIRAPINE	53654			J04AM06	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR05	NEVIRAPINE	53654			J04AB02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR05	NEVIRAPINE	53654			J04AM02	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR05	NEVIRAPINE	53654			J04AM05	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AR05	NEVIRAPINE	53654			J04AM06	RIFAMPICIN	9384			ANSM	371-NEVIRAPINE.html	Decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the rifampicin	Not recommended	
J05AG01	NEVIRAPINE	53654			J02AC03	VORICONAZOLE	121243			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the voriconazole due to increase of its hepatic metabolism by the nevirapine.	Not recommended	If the administration of the substances together cannot be avoided, strict clinical monitoring and possible adjustment of the dosage of the voriconazole during the administration of the substances together.
J05AR07	NEVIRAPINE	53654			J02AC03	VORICONAZOLE	121243			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the voriconazole due to increase of its hepatic metabolism by the nevirapine.	Not recommended	If the administration of the substances together cannot be avoided, strict clinical monitoring and possible adjustment of the dosage of the voriconazole during the administration of the substances together.
J05AR05	NEVIRAPINE	53654			J02AC03	VORICONAZOLE	121243			ANSM	371-NEVIRAPINE.html	Risk of reduction of the effectiveness of the voriconazole due to increase of its hepatic metabolism by the nevirapine.	Not recommended	If the administration of the substances together cannot be avoided, strict clinical monitoring and possible adjustment of the dosage of the voriconazole during the administration of the substances together.
C08CA04	NICARDIPINE	7396						IMMUNOSUPPRESSANTS	L04A	ANSM	372-NICARDIPINE.html	Increase of the blood concentrations of the immunosuppressant, due to inhibition of its hepatic metabolism	Precaution for use	Blood concentration dosage of the immunosuppressant, testing of the renal function, and adjustment of the dosage of the immunosuppressant during the treatment with nicardipine and after it is stopped.
C08CA05	NIFEDIPINE	7417			L04AD01	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08CA05	NIFEDIPINE	7417			S01XA18	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08GA01	NIFEDIPINE	7417			L04AD01	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08GA01	NIFEDIPINE	7417			S01XA18	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08CA55	NIFEDIPINE	7417			L04AD01	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08CA55	NIFEDIPINE	7417			S01XA18	CICLOSPORIN	3008			ANSM	373-NIFEDIPINE.html	Risk of addition of undesirable effects of the gum disorders type	Not recommended	Use another dihydropyridine
C08CA05	NIFEDIPINE	7417			A02BA01	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08CA05	NIFEDIPINE	7417			A02BA51	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08GA01	NIFEDIPINE	7417			A02BA01	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08GA01	NIFEDIPINE	7417			A02BA51	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08CA55	NIFEDIPINE	7417			A02BA01	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08CA55	NIFEDIPINE	7417			A02BA51	CIMETIDINE	2541			ANSM	373-NIFEDIPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the hypotensive effect of the nifedipine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	Increased clinical monitoring: adjust the dosage of the nifedipine during the treatment with the cimetidine and after it is stopped. 
C08CA05	NIFEDIPINE	7417			C08DB01	DILTIAZEM	3443			ANSM	373-NIFEDIPINE.html	Large increase of the concentrations of nefedipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08GA01	NIFEDIPINE	7417			C08DB01	DILTIAZEM	3443			ANSM	373-NIFEDIPINE.html	Large increase of the concentrations of nefedipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08CA55	NIFEDIPINE	7417			C08DB01	DILTIAZEM	3443			ANSM	373-NIFEDIPINE.html	Large increase of the concentrations of nefedipine due to decrease of its hepatic metabolism by the diltiazem, with risk of severe hypotension	Contraindication	
C08CA06	NIMODIPINE	7426						ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	374-NIMODIPINE.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism by the inducer	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the inducer and after it is stopped
C08CA06	NIMODIPINE	7426			J04AB02	RIFAMPICIN	9384			ANSM	374-NIMODIPINE.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the rifampicin and after it is stopped.
C08CA06	NIMODIPINE	7426			J04AM02	RIFAMPICIN	9384			ANSM	374-NIMODIPINE.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the rifampicin and after it is stopped.
C08CA06	NIMODIPINE	7426			J04AM05	RIFAMPICIN	9384			ANSM	374-NIMODIPINE.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the rifampicin and after it is stopped.
C08CA06	NIMODIPINE	7426			J04AM06	RIFAMPICIN	9384			ANSM	374-NIMODIPINE.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the rifampicin and after it is stopped.
C08CA06	NIMODIPINE	7426						VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	374-NIMODIPINE.html	With the nimodipine by oral route, and by extrapolation, by injection: risk of increase of the hypotensive effect of the nimodipine due to increase of its plasma concentrations (decrease of its metabolism by the valproic acid).	Take into account	
J01MA06	NORFLOXACIN	7517			N06BC01	CAFFEINE 	1886			ANSM	375-NORFLOXACIN.html	Increase of the plasma concentrations of caffeine, due to decrease of the hepatic metabolism of the caffeine	Take into account	
J01MA06	NORFLOXACIN	7517			V04CG30	CAFFEINE 	1886			ANSM	375-NORFLOXACIN.html	Increase of the plasma concentrations of caffeine, due to decrease of the hepatic metabolism of the caffeine	Take into account	
S01AE02	NORFLOXACIN	7517			N06BC01	CAFFEINE 	1886			ANSM	375-NORFLOXACIN.html	Increase of the plasma concentrations of caffeine, due to decrease of the hepatic metabolism of the caffeine	Take into account	
S01AE02	NORFLOXACIN	7517			V04CG30	CAFFEINE 	1886			ANSM	375-NORFLOXACIN.html	Increase of the plasma concentrations of caffeine, due to decrease of the hepatic metabolism of the caffeine	Take into account	
J01MA06	NORFLOXACIN	7517						MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	375-NORFLOXACIN.html	Increased risk of ventricular arrhythmias, especially of torsades de points. 	Precaution for use	Clinical monitoring and EKG during the administration of theses substances together. 
S01AE02	NORFLOXACIN	7517						MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	375-NORFLOXACIN.html	Increased risk of ventricular arrhythmias, especially of torsades de points. 	Precaution for use	Clinical monitoring and EKG during the administration of theses substances together. 
J01MA06	NORFLOXACIN	7517						THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	375-NORFLOXACIN.html	Increase of the theophyllinemia with risk of overdose (decrease of the metabolism of the theophylline)	Precaution for use	Clinical monitoring and possibly monitoring of the theophyllinemia. 
S01AE02	NORFLOXACIN	7517						THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	375-NORFLOXACIN.html	Increase of the theophyllinemia with risk of overdose (decrease of the metabolism of the theophylline)	Precaution for use	Clinical monitoring and possibly monitoring of the theophyllinemia. 
N06AA10	NORTRIPTYLINE	7531			N06AX12	BUPROPION	42347			ANSM	376-NORTRIPTYLINE.html	Risk of increase of the undesirable effects of the nortriptyline due to decrease of its hepatic metabolism by the bupropion	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the nortriptyline during the treatment with the bupropion.
R05DA07	NOSCAPINE	7533						VITAMIN K ANTAGONISTS	B01AA-001	ANSM	377-NOSCAPINE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Not recommended	
N05AH03	OLANZAPINE	61381			N03AF01	CARBAMAZEPINE	2002			ANSM	378-OLANZAPINE.html	Risk of decrease of the plasma concentrations of the olanzapine and of its therapeutic effectiveness, due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	Clinical monitoring, and if needed, adjustment of the dosage of the olanzapine. 
N05AH03	OLANZAPINE	61381			N06AB08	FLUVOXAMINE	42355			ANSM	378-OLANZAPINE.html	Increase of the concentrations of the olanzapine, with risk of increase of its undesirable effects, due to decrease of its hepatic metabolism by the fluvoxamine	Precaution for use	Clinical monitoring and possible reduction of the dosage of the olanzapine during the treatment with fluvoxamine.
			OMBITASVIR + PARITAPREVIR 	OMPA	D06AX01	FUSIDIC ACID	4608			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the fusidic acid due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	D09AA02	FUSIDIC ACID	4608			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the fusidic acid due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	J01XC01	FUSIDIC ACID	4608			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the fusidic acid due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	S01AA13	FUSIDIC ACID	4608			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the fusidic acid due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA				VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001	ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the vasoconstrictor alkaloid of ergot of rye due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G04CA01	ALFUZOSIN	17300			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the alfuzosin due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C01BD01	AMIODARONE	703			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the amiodarone due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C10AA05	ATORVASTATIN	83367			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the atorvastatin due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	M04AC01	COLCHICINE	2683			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the colchicine due to decrease of its hepatic metabolism by the bitherapy.	Contraindication	with patients having renal and/or hepatic insufficiency
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA15	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AB07	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA09	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AB05	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA12	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03CA01	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	L02AA03	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA01	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA10	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AB06	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA07	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AB03	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AA03	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G03AB02	ETHINYLESTRADIOL	4124			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the hepatotoxicity	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA				ENZYMATIC INDUCERS	N03-J05-001	ANSM	379-OMBITASVIR + PARITAPREVIR.html	Decrease of the plasma concentrations of the bitherapy due to increase of its hepatic metabolism by the inducer	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA				STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the bitherapy due to decrease of its hepatic metabolism by the inhibitor	Contraindication	-except with the ritonavir
			OMBITASVIR + PARITAPREVIR 	OMPA	N05CD08	MIDAZOLAM	6960			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the midazolam due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	N05AG02	PIMOZIDE	8331			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the pimozide due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	N05AH04	QUETIAPINE	51272			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the quetiapine due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C01BA01	QUINIDINE	9068			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the quinidine due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C01BA51	QUINIDINE	9068			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the quinidine due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C01BA71	QUINIDINE	9068			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the quinidine due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	G04BE03	SILDENAFIL	136411			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the sildenafil due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	C10AA01	SIMVASTATIN	36567			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the simvastatin due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			OMBITASVIR + PARITAPREVIR 	OMPA	B01AC24	TICAGRELOR	1116632			ANSM	379-OMBITASVIR + PARITAPREVIR.html	Increase of the plasma concentrations of the ticagrelor due to decrease of its hepatic metabolism by the bitherapy	Contraindication	
			AGONIST OPIOID ANALGESICS	N01A-N02A				AGONIST OPIOID ANALGESICS	N01A-N02A	ANSM	38-AGONIST-OPIOID-ANALGESICS.html	Increased risk of respiratory depression which can be fatal in case of overdose	Take into account	
