Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
1436			ATROPINIC MEDICATIONS	R06AA			OTHER ATROPINIC MEDICATIONS	R06AA	ANSM	334-ATROPINIC-MEDICATIONS.html	Addition of the undesirable atropinic effects such as urinary retention, constipation, dry mouth	Take into account	
1437			METHEMOGLOBINIZING MEDICATIONS	METGL			OTHER METHEMOGLOBINIZING MEDICATIONS	METGL	ANSM	335-METHEMOGLOBINIZING-MEDICATIONS.html	Risk of addition of the effects of the methomoglobinizing agents.	Take into account	
1438			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)				ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Serious ventricular arrhythmias due to increased cardiac sensitization.	Precautions for use	Limit the amount of adrenaline, for example: less than 0.1 mg of adrenaline in 10 minutes or 0.3 mg in an hour for an adult.
1439			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A			ORAL ANTICOAGULANTS	B01A-001	ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Increase of the risk of hemorrhage	Precaution for use	Clinical monitoring and, if the situation requires, more frequent testing of the INR. Possible adjustment of the dosage of the oral anticoagulant during the administration of these medications together and after it is stopped.
1440			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A			IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, trembling, confusion, even coma.	CONTRAINDICATION	Wait two weeks between stopping the MAOI and the start of the other treatment, and at least a week between the end of that treatment and the start of the MAOI.
1441			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A			REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Risk of appearance of a serotonin syndrome: diarrhea, tachycardia, sweats, confusion, even coma	Not recommended	If administering these substances together cannot be avoided, very strict clinical monitoring. Begin the administration of the substances together with minimum recommended dosages.
1442			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A	ORLISTAT	37925			ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Risk of therapeutic failure when there is concomitant treatment with orlistat	Take into account	
1443			MIXED ADRENERGIC-SEROTONINERGIC MEDICATIONS	N06A			ALPHA AND BETA SYMPATHOMIMETICS (IM AND IV ROUTES)	C01CA	ANSM	336-MIXED-ADRENERGIC-SEROTONINERGIC-MEDICATIONS.html	Paroxysmal hypertension with possibility of ventricular arrhythmias (inhibition of the entry of the sympathomimetic into the sympathic fiber)	Not recommended	
1444			NEPHROTOXIC MEDICATIONS	J01-J05			OTHER NEPHROTOXIC MEDICATIONS	J01-J05	ANSM	337-NEPHROTOXIC-MEDICATIONS.html	Risk of increase of the nephrotoxicity	Take into account	
1445			OTOTOXIC MEDICATIONS	J01GB-J01XA			OTHER OTOTOXIC MEDICATIONS	J01GB-J01XA	ANSM	338-OTOTOXIC-MEDICATIONS.html	Increase of the ototoxicity	Take into account	
1446			SEDATIVE MEDICATIONS	N04-N05-N06	ALCOHOL (DRINK OR INGREDIENT)				ANSM	339-SEDATIVE-MEDICATIONS.html	Increase by the alcohol of the sedative effect of these substances. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	Avoid taking alcoholic beverages or medications containing alcohol.
1447			SEDATIVE MEDICATIONS	N04-N05-N06			OTHER SEDATIVE MEDICATIONS	N04-N05-N06	ANSM	339-SEDATIVE-MEDICATIONS.html	Increase of central nervous center depression. The alteration of alertness can make driving vehicles or using machines dangerous	Not recommended	--with sodium oxybate
1448	AMLODIPINE	17767			SIMVASTATIN	36567			ANSM	34-AMLODIPINE.html	Increased risk of undesirable effects (dose dependent) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering medication).	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
1449	MEFLOQUINE	6694			QUININE	9071			ANSM	340-MEFLOQUINE.html	For the quinine administered by IV route: increased risk of onset of epileptic crises due to addition of the convulsion producing effects	Not recommended	Wait at least 12 hours between the end of the administration via IV of the quinine and the beginning of the administration of the mefloquine.
1450	MEQUITAZINE	29528			BUPROPION	42347			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1451	MEQUITAZINE	29528			CINACALCET	407990			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1452	MEQUITAZINE	29528			DULOXETINE	72625			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1453	MEQUITAZINE	29528			FLUOXETINE	4493			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1454	MEQUITAZINE	29528			PAROXETINE	32937			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1455	MEQUITAZINE	29528			TERBINAFINE	37801			ANSM	341-MEQUITAZINE.html	Risk of increase of the undesirable effects of the mequitazine, due to inhibition of its metabolism by the enzyme inhibitor	Not recommended	
1456	METFORMIN	6809			ALCOHOL (DRINK OR INGREDIENT)				ANSM	342-METFORMIN.html	Increased risk of lactic acidosis when there is acute alcohol intoxication, particularly in cases of fasting or undernourishment, or in cases of liver failure	Not recommended	Avoid taking alcoholic beverages and medications containing alcohol.
1457	METFORMIN	6809					LOOP DIURETICS	C03CA-001	ANSM	342-METFORMIN.html	Lactic acidosis due to the metformin, set into action by a possible functional renal insufficiency, linked to the loop diuretics	Precaution for use	Do not use metformin when the creatinemia is greater than 15mg/l (135 umol/l) for men, and 12 mg/l (110umol/l) for women.
1458	METFORMIN	6809			DOLUTEGRAVIR	1433868			ANSM	342-METFORMIN.html	Increase of the plasma concentrations of metformin by the dolutegravir and of its undesirable effects of the lactic acidosis type	Precaution for use	--with the patient having moderate renal insufficiency (stage 3a, clearance of the creatinine between 45 and 59 ml/min), clinical and biological monitoring , and possible adjustment of the dosage of metformin
1459	METFORMIN	6809					IODINATED X-RAY CONTRAST MEDIA	VO8A-001	ANSM	342-METFORMIN.html	Lactic acidosis linked to elevated concentrations of metformin in relation to the functional renal insufficiency induced by the radiological exam.	CONTRAINDICATION	The treatment with metformin should be suspended at the time of the radiological exam and only started again 2 days later.
1460	METHADONE	6813					MORPHINE LIKE ANTITUSSIVES	R05DA0-001	ANSM	343-METHADONE.html	Increased risk of respiratory depression, which can be fatal in case of overdose	Take into account	
1461	METHADONE	6813					TRUE MORPHINE ANTITUSSIVES	R0GDA0-002	ANSM	343-METHADONE.html	Increased risk of respiratory depression which can be fatal in case of overdose	Take into account	
1462	METHADONE	6813			BOCEPREVIR	1102129			ANSM	343-METHADONE.html	Decrease of the plasma concentrations of methadone, with risk of appearance of a withdrawal syndrome, due to increase of its hepatic metabolism by the boceprevir	Precaution for use	Regular clinical monitoring and possible adjustment of the dosage of methadone.
1463	METHADONE	6813			CIMETIDINE	2541			ANSM	343-METHADONE.html	Increase of the plasma concentrations of methadone with overdose and increased risk of lengthening of the QT interval and of ventricular arrhythmias, especially of torsades de pointes.	Precaution for use	Strengthen clinical and electrocardiographic monitoring; if needed, adjustment of the dosage of the methadone during treatment with the cimetidine and after it is stopped.
1464	METHADONE	6813			FLUVOXAMINE	42355			ANSM	343-METHADONE.html	Increase of the plasma concentrations of methadone with overdose and increased risk of lengthening of the QT interval and of ventricular arrhythmias, especially of torsades de pointes	Precaution for use	Strengthen clinical and electrocardiographic monotoring; if needed, adjustment of the dosage of the methadone during the treatment wth the fluvoxamine and after it is stopped.
1465	METHADONE	6813			FOSAMPRENAVIR	358262			ANSM	343-METHADONE.html	Decrease of the plasma concentrations of methadone with risk of appearance of a withdrawal syndrome due to increase of its hepatic metabolism by the amprenavir	Precaution for use	Regular clinical monitoring and possible adjustment of the dosage of methadone.
1466	METHADONE	6813					ENZYMATIC INDUCERS	N03-J05-001	ANSM	343-METHADONE.html	Decrease of the plasma concentrations of methadone with risk of appearance of a withdrawal syndrome, due to increase of its hepatic metabolism	Precaution for use	Increase the frequency of the doses of methadone (2 to 3 times a day instead of once a day).
1467	METHADONE	6813					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	343-METHADONE.html	Decrease of the plasma concentrations of methadone with risk of appearance of a withdrawal syndrome due to increase of its hepatic metabolism by the ritonavir	Precaution for use	Regular clinical monitoring and possible adjustment of the dosage of methadone.
1468	METHADONE	6813					AGONIST-ANTAGONIST OPIOIDS	NO2A-001	ANSM	343-METHADONE.html	Decrease of the effect of the methadone due to competitive blockage of the receptors.	CONTRAINDICATION	
1469	METHADONE	6813					SUBSTANCES THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	343-METHADONE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--with the citalopram, the domperidone, the escitalopram, the hydroxyzine and the piperaquine
1470	METHENAMINE	6832			SULFAMETHIZOLE	10179			ANSM	344-METHENAMINE.html	Precipitation of crystals in the urinary tract (due to the acidification of the urine)	Not recommended	
1471	METHOTREXATE	6851			ACETYLSALICYLIC ACID	1191			ANSM	345-METHOTREXATE.html	Increase of the toxicity, especially hematological, of the methotrezate (decrease of its renal clearance by the acetylsalicylic acid)	With doses of methotrexate > 20 mg/week	Contraindication  with acetylsalicylic acid used in anatalgic, antipyretic, or anti-inflammatory doses
1472	METHOTREXATE	6851			ACITRETIN	16818			ANSM	345-METHOTREXATE.html	Risk of increase of the hepatoxicity of the methotrexate	Not recommended	If administering these substances together is judged necessary, strengthen liver function testing
1473	METHOTREXATE	6851					NON STEROIDAL ANTI-INFLAMMATORY DRUGS	M01A-002	ANSM	345-METHOTREXATE.html	Increase of the hematological toxicity of the methotrexate (decrease of the renal clearance of the methotrexate by the NSAIs).	Contraindication	--with the phenylbutazone, regardless of the dose of methotrexate and for all the forms of phenylbutazone, including topical.
1474	METHOTREXATE	6851					PROTON PUMP INHIBITORS	A02BC-001	ANSM	345-METHOTREXATE.html	Risk of increase of the toxicity of the methotrexate due to decrease of its elimination	Not recommended	--with the methotrexate in doses > 20mg /week
1475	METHOTREXATE	6851			CICLOSPORIN	3008			ANSM	345-METHOTREXATE.html	Increase of the toxicity of the methotrexate and of the ciclosporin with increase of the creatinemia: reciprocal decrease of the clearances of the two medications	Precaution for use	Blood concentration dosages of ciclosporin and of methotrexate. Adjustment of the dosage if necessary during the administration of the two together and after it is stopped.
1476	METHOTREXATE	6851			CIPROFLOXACIN	2551			ANSM	345-METHOTREXATE.html	Increase of the toxicity of the methotrexate due to inhibition of its renal tubular secretion by the ciprofloxacin	Not recommended	
1477	METHOTREXATE	6851					PENICILLINS	J01C	ANSM	345-METHOTREXATE.html	Increase of the effects and of the hematological toxicity of the methothrexate: inhibition of the renal tubular secretion of the methotrexate by the penicillins	Not recommended	
1478	METHOTREXATE	6851			PROBENECID	8698			ANSM	345-METHOTREXATE.html	Increase of the toxicity of the methotrexate: inhibition of the renal tubular secretion of the methotrexate by the probenecid	CONTRAINDICATION	
1479	METHOTREXATE	6851					ANTIBACTERIAL SULFONAMIDES	JO1E	ANSM	345-METHOTREXATE.html	Increase of the hematological toxicity of the methotrexate	Precaution for use	Concentration dosage of methotrexate. Adjustment of the dosage if necessary during the time of the administration of the substances together and after it is stopped.
1480	METHOTREXATE	6851			TRIMETHOPRIM	10829			ANSM	345-METHOTREXATE.html	Increase of the hematological toxicity of the methotrexate (decrease of its renal excretion as well as inhibition of the dihydrofolate reductase)	CONTRAINDICATION	
1481	METHYLDOPA	6876			IRON	1431589			ANSM	346-METHYLDOPA .html	Decrease of the digestive absorption of the methyldopa (formation of complexes)	Precaution for use	Take the iron salts at a different time from the methyldopa (more than two hours apart, if possible).
1482	METHYLDOPA	6876			LEVODOPA	6375			ANSM	346-METHYLDOPA .html	Increase of the effects of the levodopa but equally of its undesirable effects. Increase of the antihypertensive effect of the methyldopa	Precaution for use	Clinical monitoring and possible decrease of the doses of levodopa.
1483	METHYLDOPA	6876			LITHIUM	6448			ANSM	346-METHYLDOPA .html	Increase of the lithemia which can attain toxic values, with signs of overdose of lithium	Precaution for use	Clinical monitoring and adjustment of the dosage of lithium.
1484	METHYLPREDNISOLONE	6902					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	347-METHYLPREDNISOLONE.html	For doses of 0.5g to 1 g of methylprednisolone administered in bolus: increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	Testing of the INR 2 to 4 days after the bolus of mythylprednisolone or in the presence of signs of hemorrhage
1485	METHYLPREDNISOLONE	6902			CICLOSPORIN	3008			ANSM	347-METHYLPREDNISOLONE.html	With the methylprednisolone administered by IV route: possible increase of the blood concentrations of ciclosporin and of the creatinemia Mecanism proposed: decrease of the hepatic elimination of the ciclosporin	Take into account	
1486	METHYLPREDNISOLONE	6902					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	347-METHYLPREDNISOLONE.html	In case of prolonged use by oral or inhaled route, increase of the plasma concentrations of the corticoid, because of decrease of its hepatic metabolism by the inhibitor, with risk of appearance of cushing syndrome	Take into account	
1487	METOPROLOL	6918			ABIRATERONE	1100072			ANSM	348-METOPROLOL.html	With the patient having heart failure, risk of increase of the undesirable effects of the metoprolol due to decrease of its hepatic metabolism by the abiraterone.	Precaution for use:	Clinical monitoring. If needed, adjustment of the dosage of the metropolol during the treatment with the abiraterone
1488	METOPROLOL	6918			BUPROPION	42347			ANSM	348-METOPROLOL.html	With the metoprolol used for heart failure: risk of increase of the undesirable effects of the metoprolol due to decrease of its hepatic metabolism by the bupropion	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the metoprolol during the treatment with the bupropion
1489	METOPROLOL	6918			CIMETIDINE	2541			ANSM	348-METOPROLOL.html	With the metoprolol used for heart failure, and the cimetidine used at dosages greater than or equal to 800 mg/day: increase of the concentrations of the metoprolol, which can be dangerous in the case of treatment for heart failure, due to decrease of its hepatic metabolism by the cimetadine	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the metoprolol during the treatment with cimetidine
1490	METOPROLOL	6918			CINACALCET	407990			ANSM	348-METOPROLOL.html	Increase of the plasma concentrations of metoprolol with risk of overdose, due to decrease of its hepatic metabolism by the cinacalcet	Precaution for use	Clinical monitoring and reduction of the dosage of the metopolol during the treatment with cinacalcet.
1491	METOPROLOL	6918			DARIFENACIN	136198			ANSM	348-METOPROLOL.html	Increase of the plasma concentrations of the metoprolol, with risk of overdose, due to decrease of its hepatic metabolism by the darifenacin	Precaution for use	Clinical monitoring and reduction of the dosage of the metoprolol during the treatment with darifenacin.
1492	METOPROLOL	6918			DULOXETINE	72625			ANSM	348-METOPROLOL.html	Increase of the plasma concentrations of metoprolol with risk of overdose, due to decrease of its hepatic metabolism by the duloxetine	Precaution for use	Clinical monitoring and reduction of the dosage of the metoprolol during the treatment with the duloxetine and after it is stopped.
1493	METOPROLOL	6918			FLUOXETINE	4493			ANSM	348-METOPROLOL.html	Risk of increase of the undesirable effects of the metoprolol, with especially excessive bradycardia, due to inhibition of its metabolism by the fluoxetine	Precaution for use	Increased clinical monitoring; if needed, adjustment of the dosage of the metoprolol during the length of the treatment with the fluoxetine and after it is stopped.
1494	METOPROLOL	6918			HYDROXYCHLOROQUINE	5521			ANSM	348-METOPROLOL.html	With the metoprolol used in heart failure: risk of increase of the undesirable effects of the metoprolol due to decrease of its hepatic metabolism by the hydroxychloroquine	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the metoprolol during the treatment with the hydroxychloroquine
1495	METOPROLOL	6918			MIRABEGRON	1300786			ANSM	348-METOPROLOL.html	With the metoprolol used in heart failure, increase of the plasma concentrations of the metoprolol due to decrease of its metabolism by the mirabegron	Precaution for use	Clinical monitoring and possible reduction of the dosage of the metoprolol during the administration of it with the mirabegron
1496	METOPROLOL	6918			PAROXETINE	32937			ANSM	348-METOPROLOL.html	Risk of increase of the undesirable effects of the metoprolol, especially with excessive bradycardia, due to inhibition of its metabolism by the paroxetine	Precaution for use	Increased clinical monitoring; if needed, adjustment of the dosage of the metoprolol during the treatment with the paroxetine and after it is stopped.
1497	METOPROLOL	6918					PHENOBARBITAL (AND, BY EXTRAPOLATION, PRIMIDONE)	N03AA-001	ANSM	348-METOPROLOL.html	Decrease of the plasma concentrations of the metoprolol with reduction of its clinical effects (increase of its hepatic metabolism)	Take into account	
1498	METOPROLOL	6918			RIFAMPICIN	9384			ANSM	348-METOPROLOL.html	Decrease of the plasma concentrations and of the effectiveness of the beta-blocking agent (increase of its hepatic metabolism)	Take into account	
1499	METOPROLOL	6918			TERBINAFINE	37801			ANSM	348-METOPROLOL.html	With the patient having heart failure, risk of increase of the undesirable effects of the metoprolol, due to decrease of its hepatic metabolism by the terbinafine	Precaution for use	Clinical monitoring. If needed, adjustment of the dosage of the metoprolol during the treatment with the terbinafine.
1500	METRONIDAZOLE	6922					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	349-METRONIDAZOLE.html	Decrease of the plasma concentrations of the metronidazole due to increase of its hepatic metabolism by the inducer	Precaution for use	Clinical monitoring and possible adjustment of the dosage of metronidazole during the treatment with the inducer and after it is stopped.
1501	METRONIDAZOLE	6922			BUSULFAN	1828			ANSM	349-METRONIDAZOLE.html	With the busulfan in large doses: doubling of the concentrations of busulfan by the metronidazole	Not recommended	
1502	METRONIDAZOLE	6922			DISULFIRAM	3554			ANSM	349-METRONIDAZOLE.html	Risk of episodes of acute psychosis or of confused state, reversible upon stopping the administration of the two substances together	Not recommended	
1503	METRONIDAZOLE	6922					FLUOROURACIL (AND, BY EXTRAPOLATION, OTHER FLUOROPYRIMIDINES)	L01BC-001	ANSM	349-METRONIDAZOLE.html	Increase of the toxicity of the fluorouracil due to decrease of its clearance	Take into account	
1504	METRONIDAZOLE	6922			LITHIUM	6448			ANSM	349-METRONIDAZOLE.html	Increase of the lithemia which can attain toxic values with signs of overdose of lithium.	Precaution for use	Strict monitoring of the lithemia and possible adjustment of the dosage of the lithium.
1505	METRONIDAZOLE	6922			RIFAMPICIN	9384			ANSM	349-METRONIDAZOLE.html	Decrease of the plasma concentrations of the metronidazole due to increase of its hepatic metabolism by the rifampicin	Precaution for use	Clinical monitoring and possible adjustment of the dosage of metronidazole during the treatment with the rifampicin and after it is stopped.
1506	AMPHOTERICIN B	732					AMINOGLYCOSIDES	J01GB-001	ANSM	35-AMPHOTERICIN-B.html	With the amphotericin B administered intravenously: increased risk of nephrotoxicity	Take into account	
1507	AMPHOTERICIN B	732			CICLOSPORIN	3008			ANSM	35-AMPHOTERICIN-B.html	With the amphotericin B administered intravenously: greater increase of the creatinemia than with ciclosporin alone (synergy of the nephrotoxic effects of the two substances).	Take into account	
1508	AMPHOTERICIN B	732			TACROLIMUS	42316			ANSM	35-AMPHOTERICIN-B.html	With the amphotericin B administered intravenously: greater increase of the creatinemia than with tacrolimus alone (synergy of the nephrotoxic effects of the two substances).	Take into account	
1509	AMPHOTERICIN B	732			ZIDOVUDINE	11413			ANSM	35-AMPHOTERICIN-B.html	With the amphotericin B administered intravenously: increase of the hematological toxicity (addition of effects of bone marrow toxicity)	Precaution for use	More frequent CBC.
1510	METYRAPONE	6923					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	350-METYRAPONE.html	Risk of false negative results of the test with metyrapone, due to a decrease of its plasma concentrations, because of the increase of its hepatic metabolism by the phenytoin.	Precaution for use	Double the dosage of the metyrapone.
1511	MEXILETINE	6926			CAFFEINE	1886			ANSM	351-MEXILETINE.html	Increase of the plasma concentrations of caffeine, due to inhibition of its hepatic metabolism by the mexiletine	Take into account	
1512	MEXILETINE	6926			FLUVOXAMINE	42355			ANSM	351-MEXILETINE.html	Risk of increase of the undesirable effects of the mexiletine, due to inhibition of its metabolism by the fluvoxamine	Precaution for use	Clinical monitoring and EKG. Adjustment of the dosage of the mexiletine during the treatment with the fluvoxamine and after it is stopped.
1513	MEXILETINE	6926					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	351-MEXILETINE.html	Decrease of the antiarrhythmic activity, of the plasma concentrations, and of the half life of the mexiletine (increase of its hepatic metabolism)	Precaution for use	Clinical monitoring, EKG, and possibly monitoring of the plasma concentrations of the mexiletine; if there is reason for it, adjustment of the dosage of the mexiletine during the treatment with the phenytoin and after it is stopped.
1514	MEXILETINE	6926					THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	351-MEXILETINE.html	Increase of the theophyllinemia with risk of overdose (decrease of the hepatic metabolism of the theophylline)	Precaution for use	Clinical monitoring and possibly monitoring of the theophyllinemia; if there is reason for it, adjustment of the dosage of the theophylline during the treatment with the mexiletine and after it is stopped.
1515	MIANSERIN	6929					ENZYMATIC INDUCERS	N03-J05-001	ANSM	352-MIANSERIN.html	Risk of ineffectiveness of the mianserin	Not recommended	
1516	MICONAZOLE	6932					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	353-MICONAZOLE.html	Unpredictable hemorrhages, possibly serious	CONTRAINDICATION	
1517	MICONAZOLE	6932			HALOFANTRINE	50749			ANSM	353-MICONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Not recommended	If this is possible, interrupt the azole antifungal. If administering these substances together cannot be avoided, testing before hand of the QT and EKG monitoring.
1518	MICONAZOLE	6932					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	353-MICONAZOLE.html	Increase of the plasma concentrations of phenytoin which can reach toxic values. Mechanism proposed: inhibition of the hepatic metabolism of the phenytoin.	Precaution for use	Strict clinical monitoring.
1519	MICONAZOLE	6932			PIMOZIDE	8331			ANSM	353-MICONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	CONTRAINDICATION	
1520	MICONAZOLE	6932					BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB	ANSM	353-MICONAZOLE.html	With the miconazole by general route or oral gel: increase of the hypoglycemic effect with possible onset of hypoglycemic manifestations, even coma	CONTRAINDICATION	
1521	MIDAZOLAM	6960					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	354-MIDAZOLAM.html	Risk of decrease of the plasma concentrations of the midazolam by the anticonvulsant	Take into account	
1522	MIDAZOLAM	6960					AZOLE ANTIFUNGALS	J02AC-001	ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation.	Precaution for use	- with midazolam IV and sublingual
1523	MIDAZOLAM	6960			CLARITHROMYCIN	21212			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism with increase of sedation.	Not recommended	--with the midazolam by mouth
1524	MIDAZOLAM	6960			DILTIAZEM	3443			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation	Precaution for use	Clinical monitoring and reduction of the dosage during the treatment with the diltiazem
1525	MIDAZOLAM	6960			ERYTHROMYCIN	4053			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation	Not recommended	--with the midazolam by mouth
1526	MIDAZOLAM	6960					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation	Precaution for use	- with the midazolam via IV and sublingual
1527	MIDAZOLAM	6960			ST JOHNS WORT	258326			ANSM	354-MIDAZOLAM.html	Risk of decrease of the plasma concentrations of midazolam by the St Johns wort	Take into account	
1528	MIDAZOLAM	6960					OMBITASVIR + PARITAPREVIR	OMPA	ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of the midazolam due to decrease of its hepatic metabolism by the ombitasvir+paritaprevir	CONTRAINDICATION	
1529	MIDAZOLAM	6960			RIFAMPICIN	9384			ANSM	354-MIDAZOLAM.html	Risk of absence of effect of the midazolam, with very large decrease of its plasma concentrations, due to increase of its hepatic metabolism	Not recommended	
1530	MIDAZOLAM	6960			ROXITHROMYCIN	9478			ANSM	354-MIDAZOLAM.html	Slight increase of sedation	Take into account	
1531	MIDAZOLAM	6960			STIRIPENTOL	37119			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of the midazolam due to decrease of its hepatic metabolism with increase of sedation	Precaution for use	Clinical monitoring and reduction of the dosage during the treatment with the stiripentol.
1532	MIDAZOLAM	6960			TELAPREVIR	1102261			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam due to decrease of its hepatic metabolism, with increase of sedation	Contraindication	- with the midazolam by mouth
1533	MIDAZOLAM	6960			VERAPAMIL	11170			ANSM	354-MIDAZOLAM.html	Increase of the plasma concentrations of midazolam (decrease of its hepatic metabolism with increase of sedation)	Precaution for use	Clinical monitoring and reduction of the dosage of midazolam during the treatment with the verapamil.
1534	MIDECAMYCIN	30005			CICLOSPORIN	3008			ANSM	355-MIDECAMYCIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	Blood concentration dosage of the ciclosporin, testing of renal function, and adjustment of the dosage during the administration of the substances together and after the macrolide is stopped.
1535	MIDODRINE	6963			DIGOXIN	3407			ANSM	356-MIDODRINE.html	Disorders of autoregulation (increase of the bradycardia inducing effect of the midodrine) and disorders of atrioventricular conduction	Not recommended	If administering these substances together cannot be avoided, strengthen clinical monitoring and EKG.
1536	MIDODRINE	6963					IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	356-MIDODRINE.html	Hypertensive crises (inhibition of the metabolism of the pressor amines). Because of the length of action of the MAOI, this interaction is still possible two weeks after the MAOI is stopped.	CONTRAINDICATION	
1537	ST JOHNS WORT	258326					METABOLIZED ANTICONVULSANTS	N03A-002	ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations and of the effectiveness of the anticonvulsant.	CONTRAINDICATION	
1538	ST JOHNS WORT	258326					PROTON PUMP INHIBITORS	A02BC-001	ANSM	357-ST-JOHNS-WORT.html	Risk of ineffectiveness of the treatment by the proton pump inhibitor due to increase of its metabolism by the St Johns wort	Take into account	
1539	ST JOHNS WORT	258326					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the vitamin K antagonist, by reason of its enzymatic inducer effect, with risk of reduction of effectiveness, even complete loss of the effect, which could have possibly serious consequences (thrombolitic event)	CONTRAINDICATION	In case of an accidental use of the two substances together, do not stop the St Johns Wort suddenly, but test the INR before and then after the St Johns Wort is stopped.
1540	ST JOHNS WORT	258326			BEDAQUILINE	1364504			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of bedaquiline due to increase of its metabolism by the inducer	Not recommended	
1541	ST JOHNS WORT	258326			CARBAMAZEPINE	2002			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations and of the effectiveness of the carbamazepine	Not recommended	
