1,Active ingredient,tenofovir ,DB00300,consensus set annotator team,Active ingredient,didanosine ,DB00900,consensus set annotator team,,Positive,117466,3364,Qualitative,Exposure to didanosine is increased ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,cyclosporine ,DB00091,consensus set annotator team,,Positive,6915,3008,Qualitative,the rate and/or extent of absorption of drugs from the small bowel may be increased ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,6915,3407,Qualitative,Absorption of drugs from the stomach may be diminished ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,ethanol ,DB00898,consensus set annotator team,,Positive,6915,448,Qualitative,the rate and/or extent of absorption of drugs from the small bowel may be increased ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,levodopa ,DB01235,consensus set annotator team,,Positive,6915,6375,Qualitative,the rate and/or extent of absorption of drugs from the small bowel may be increased ,consensus set annotator team
102,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,tetracycline ,DB00759,consensus set annotator team,,Positive,6915,10395,Qualitative,the rate and/or extent of absorption of drugs from the small bowel may be increased ,consensus set annotator team
104,Active ingredient,captopril ,DB01197,consensus set annotator team,Active ingredient,conivaptan ,DB00872,consensus set annotator team,,Negative,1998,302285,Qualitative,The pharmacokinetics of oral conivaptan (20 - 40 mg/day) were unchanged ,consensus set annotator team
104,Active ingredient,conivaptan ,DB00872,consensus set annotator team,Active ingredient,amlodipine ,DB00381,consensus set annotator team,,Positive,302285,17767,Quantitative,a 2-fold increase in the AUC and half-life ,consensus set annotator team
104,Active ingredient,conivaptan ,DB00872,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Positive,302285,3407,Quantitative,a 30% reduction in clearance and 79% and 43% increases in digoxin Cmax and AUC ,consensus set annotator team
104,Active ingredient,furosemide ,DB00695,consensus set annotator team,Active ingredient,conivaptan ,DB00872,consensus set annotator team,,Negative,4603,302285,Qualitative,The pharmacokinetics of oral conivaptan (20 - 40 mg/day) were unchanged ,consensus set annotator team
104,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,conivaptan ,DB00872,consensus set annotator team,,Positive,6135,302285,Quantitative,resulted in 4- and 11-fold increases in Cmax and AUC ,consensus set annotator team
104,Drug product,VAPRISOL ,DB00872,consensus set annotator team,Active ingredient,midazolam ,DB00683,consensus set annotator team,,Positive,302285,6960,Quantitative,increased the mean AUC values by approximately 2- and 3-fold ,consensus set annotator team
104,Drug product,VAPRISOL ,DB00872,consensus set annotator team,Active ingredient,simvastatin ,DB00641,consensus set annotator team,,Positive,302285,36567,Quantitative,resulted in a 3-fold increase in the AUC of simvastatin ,consensus set annotator team
104,Drug product,VAPRISOL ,DB00872,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Positive,302285,11289,Quantitative,increased the mean S-warfarin AUC and S-warfarin Cmax by 14% and 17%, respectively ,consensus set annotator team
106,Active ingredient,fluoxetine ,DB00472,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,4493,6918,Qualitative,are likely to increase ,consensus set annotator team
106,Active ingredient,paroxetine ,DB00715,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,32937,6918,Qualitative,are likely to increase ,consensus set annotator team
106,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,8754,6918,Qualitative,are likely to increase ,consensus set annotator team
106,Active ingredient,propafenone ,DB01182,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,8754,6918,Quantitative,resulted in two- to five-fold increases in the steady-state concentration of metoprolol ,consensus set annotator team
106,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,9068,6918,Qualitative,are likely to increase ,consensus set annotator team
106,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,metoprolol ,DB00264,consensus set annotator team,,Positive,9068,6918,Quantitative,tripled the concentration of S-metoprolol and doubled the metoprolol elimination half-life ,consensus set annotator team
108,Active ingredient,nifedipine ,DB01115,consensus set annotator team,Active ingredient,quinidine ,DB00908,consensus set annotator team,,Negative,7417,9068,Qualitative,exposure to quinidine was not importantly changed ,consensus set annotator team
108,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,9068,7417,Quantitative,increased Cmax and AUC of nifedipine in healthy volunteers by factors of 2.30 and 1.37 ,consensus set annotator team
109,Active ingredient,diltiazem ,DB00343,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,3443,7417,Quantitative,Cmax values of nifedipine increased by factors of 2.0 and 1.7 ,consensus set annotator team
110,Active ingredient,nifedipine ,DB01115,consensus set annotator team,Active ingredient,irbesartan ,DB01029,consensus set annotator team,,Negative,7417,83818,Qualitative,had no effect on irbesartan pharmacokinetics ,consensus set annotator team
111,Active ingredient,doxazosin ,DB00590,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,49276,7417,Quantitative,AUC and Cmax of nifedipine were increased by factors of 1.13 and 1.23 ,consensus set annotator team
111,Active ingredient,nifedipine ,DB01115,consensus set annotator team,Active ingredient,doxazosin ,DB00590,consensus set annotator team,,Positive,7417,49276,Quantitative,resulted in a decrease in AUC and Cmax of doxazosin to 83% and 86% ,consensus set annotator team
113,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,2541,7417,Quantitative,AUC values of nifedipine in the presence of cimetidine were between 1.52 and 2.01 times those in the absence ,consensus set annotator team
113,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,2541,7417,Quantitative,Cmax values of nifedipine in the presence of cimetidine were increased by factors ranging between 1.60 and 2.02 ,consensus set annotator team
114,Active ingredient,dalfopristin ,DB01764,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,229369,7417,Quantitative,increased AUC and Cmax for nifedipine by factors of 1.44 and 1.18 ,consensus set annotator team
114,Active ingredient,quinupristin ,DB01369,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,229367,7417,Quantitative,increased AUC and Cmax for nifedipine by factors of 1.44 and 1.18 ,consensus set annotator team
115,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,8183,7417,Quantitative,lowered the AUC and Cmax of nifedipine by approximately 70% ,consensus set annotator team
116,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Negative,84108,7417,Qualitative,shown to have no clinically relevant effect on the pharmacokinetics ,consensus set annotator team
118,Drug product,Synercid ,DB01764,consensus set annotator team,Active ingredient,midazolam ,DB00683,consensus set annotator team,,Positive,229369,6960,Quantitative,Cmax increased by 18% and 14% (median values) and the AUC increased by 44% and 33 ,consensus set annotator team
118,Drug product,Synercid ,DB01764,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,229369,7417,Quantitative,Cmax increased by 18% and 14% (median values) and the AUC increased by 44% and 33 ,consensus set annotator team
122,Active ingredient,gemfibrozil ,DB01241,consensus set annotator team,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,,Positive,4719,84108,Qualitative,may increase the AUC ,consensus set annotator team
122,Active ingredient,rifampin ,DB01045,consensus set annotator team,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,,Positive,9384,84108,Qualitative,may decrease the AUC ,consensus set annotator team
123,Active ingredient,acarbose ,DB00284,consensus set annotator team,Drug product,AVANDIA ,DB00412,consensus set annotator team,,Negative,16681,84108,Qualitative,had no clinically relevant effect on the pharmacokinetics ,consensus set annotator team
123,Active ingredient,gemfibrozil ,DB01241,consensus set annotator team,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,,Positive,4719,84108,Quantitative,increased rosiglitazone AUC by 127% ,consensus set annotator team
123,Active ingredient,glimepiride ,DB00222,consensus set annotator team,Drug product,AVANDIA ,DB00412,consensus set annotator team,,Negative,25789,84108,Qualitative,had no clinically significant effect on the steady-state pharmacokinetics of AVANDIA ,consensus set annotator team
123,Active ingredient,metformin ,DB00331,consensus set annotator team,Drug product,AVANDIA ,DB00412,consensus set annotator team,,Negative,6809,84108,Qualitative,had no effect on the steady-state pharmacokinetics ,consensus set annotator team
123,Active ingredient,ranitidine ,DB00863,consensus set annotator team,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,,Negative,9143,84108,Qualitative,did not alter the pharmacokinetics ,consensus set annotator team
123,Active ingredient,Rifampin ,DB01045,consensus set annotator team,Active ingredient,rosiglitazone ,DB00412,consensus set annotator team,,Positive,9384,84108,Quantitative,decrease rosiglitazone AUC by 66% ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,84108,3407,Qualitative,did not alter the steady-state pharmacokinetics ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,ethinyl estradiol ,DB00977,consensus set annotator team,,Negative,84108,4124,Qualitative,no clinically relevant effect on the pharmacokinetics ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,glimepiride ,DB00222,consensus set annotator team,,Negative,84108,25789,Quantitative,No clinically significant reductions in glimepiride AUC and Cmax were observed ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,glyburide ,DB01016,consensus set annotator team,,Positive,84108,4815,Qualitative,AUC and Cmax slightly increased ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,glyburide ,DB01016,consensus set annotator team,,Positive,84108,4815,Quantitative,decrease in glyburide AUC and Cmax of approximately 30% ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,metformin ,DB00331,consensus set annotator team,,Negative,84108,6809,Qualitative,had no effect on the steady-state pharmacokinetics ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Negative,84108,7417,Qualitative,no clinically relevant effect on the pharmacokinetics ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Negative,84108,7417,Qualitative,was shown to have no clinically relevant effect ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,norethindrone ,DB00717,consensus set annotator team,,Negative,84108,7514,Qualitative,was shown to have no clinically relevant effect ,consensus set annotator team
123,Drug product,AVANDIA ,DB00412,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,84108,11289,Qualitative,had no clinically relevant effect on the steady-state pharmacokinetics ,consensus set annotator team
124,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,propafenone ,DB01182,consensus set annotator team,,Positive,8787,8754,Quantitative,The AUC of propafenone is increased by more than 200% ,consensus set annotator team
125,Active ingredient,quinidine ,DB00908,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,9068,8787,Qualitative,metabolism of propranolol is reduced ,consensus set annotator team
126,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,nifedipine ,DB01115,consensus set annotator team,,Positive,8787,7417,Quantitative,Cmax and AUC of nifedipine are increased by 64% and 79% ,consensus set annotator team
127,Active ingredient,Propranolol ,DB00571,consensus set annotator team,Active ingredient,verapamil ,DB00661,consensus set annotator team,,Negative,8787,11170,Qualitative,does not affect the pharmacokinetics ,consensus set annotator team
127,Active ingredient,Propranolol ,DB00571,consensus set annotator team,Metabolite,norverapamil ,DB00661,consensus set annotator team,verapamil ,Negative,8787,,Qualitative,does not affect the pharmacokinetics ,consensus set annotator team
127,Active ingredient,Verapamil ,DB00661,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,11170,8787,Qualitative,does not affect the pharmacokinetics ,consensus set annotator team
128,Active ingredient,Diazepam ,DB00829,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,3322,8787,Qualitative,does not alter the pharmacokinetics ,consensus set annotator team
128,Active ingredient,Propranolol ,DB00571,consensus set annotator team,Active ingredient,diazepam ,DB00829,consensus set annotator team,,Positive,8787,3322,Qualitative,can inhibit the metabolism ,consensus set annotator team
129,Active ingredient,aluminum hydroxide ,DB06723,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,612,8787,Qualitative,decrease in propranolol concentrations ,consensus set annotator team
129,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,2541,8787,Quantitative,increased propranolol AUC and Cmax by 46% and 35% ,consensus set annotator team
130,Active ingredient,metoclopramide ,DB01233,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Negative,6915,8787,Qualitative,did not have a significant effect on propranololï¿½s pharmacokinetics ,consensus set annotator team
131,Active ingredient,cholestyramine ,DB01432,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,2447,8787,Quantitative,50% decrease in propranolol concentrations ,consensus set annotator team
131,Active ingredient,colestipol ,DB00375,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,2685,8787,Quantitative,50% decrease in propranolol concentrations ,consensus set annotator team
132,Active ingredient,Propranolol ,DB00571,consensus set annotator team,Active ingredient,fluvastatin ,DB01095,consensus set annotator team,,Negative,8787,41127,Qualitative,not have an effect on the pharmacokinetics ,consensus set annotator team
132,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,lovastatin ,DB00227,consensus set annotator team,,Positive,8787,6472,Quantitative,decreased 18% to 23% the AUC ,consensus set annotator team
132,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,pravastatin ,DB00175,consensus set annotator team,,Positive,8787,42463,Quantitative,decreased 18% to 23% the AUC ,consensus set annotator team
133,Active ingredient,propranolol ,DB00571,consensus set annotator team,Active ingredient,thioridazine ,DB00679,consensus set annotator team,,Positive,8787,10502,Quantitative,increased thioridazine plasma concentrations ranging from 55% to 369% ,consensus set annotator team
133,Active ingredient,propranolol ,DB00571,consensus set annotator team,Metabolite,mesoridazine ,DB00933,consensus set annotator team,thioridazine ,Positive,8787,6779,Quantitative,increased thioridazine metabolite (mesoridazine) concentrations ranging from 33% to 209% ,consensus set annotator team
134,Active ingredient,chlorpromazine ,DB00477,consensus set annotator team,Active ingredient,propranolol ,DB00571,consensus set annotator team,,Positive,2403,8787,Quantitative,resulted in a 70% increase in propranolol plasma level ,consensus set annotator team
136,Active ingredient,indinavir ,DB00224,consensus set annotator team,Active ingredient,trazodone ,DB00656,consensus set annotator team,,Positive,114289,10737,Qualitative,can be inhibited ,consensus set annotator team
136,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,trazodone ,DB00656,consensus set annotator team,,Positive,85762,10737,Qualitative,can be inhibited ,consensus set annotator team
136,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,trazodone ,DB00656,consensus set annotator team,,Positive,85762,10737,Quantitative,Cmax of trazodone increased by 34%, the AUC increased 2.4 fold, the half-life increased by 2.2 fold, and the clearance decreased by 52% ,consensus set annotator team
137,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,Active ingredient,trazodone ,DB00656,consensus set annotator team,,Positive,2002,10737,Quantitative,reduced plasma concentrations of trazodone (as well as mCPP) by 76 and 60%, respectively ,consensus set annotator team
137,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,Metabolite,mCPP ,DB00656,consensus set annotator team,trazodone ,Positive,2002,,Quantitative,reduced plasma concentrations of trazodone (as well as mCPP) by 76 and 60%, respectively ,consensus set annotator team
139,Active ingredient,aluminum ,DB01370,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,1311504,87636,Quantitative,decreased fexofenadine AUC by 41% and Cmax by 43% ,consensus set annotator team
139,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,4053,87636,Qualitative,enhances fexofenadine gastrointestinal absorption ,consensus set annotator team
139,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,4053,87636,Qualitative,increased plasma concentrations ,consensus set annotator team
139,Active ingredient,Fexofenadine ,DB00950,consensus set annotator team,Active ingredient,erythromycin ,DB00199,consensus set annotator team,,Negative,87636,4053,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
139,Active ingredient,Fexofenadine ,DB00950,consensus set annotator team,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,,Negative,87636,6135,Qualitative,had no effect on the pharmacokinetics ,consensus set annotator team
139,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,6135,87636,Qualitative,enhances fexofenadine gastrointestinal absorption ,consensus set annotator team
139,Active ingredient,ketoconazole ,DB01026,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,6135,87636,Qualitative,increased plasma concentrations ,consensus set annotator team
139,Active ingredient,magnesium ,DB01378,consensus set annotator team,Active ingredient,fexofenadine ,DB00950,consensus set annotator team,,Positive,6574,87636,Quantitative,decreased fexofenadine AUC by 41% and Cmax by 43% ,consensus set annotator team
141,Active ingredient,aluminum ,DB01370,consensus set annotator team,Active ingredient,amlodipine ,DB00381,consensus set annotator team,,Negative,1311504,17767,Qualitative,had no significant effect on the pharmacokinetics ,consensus set annotator team
141,Active ingredient,amlodipine ,DB00381,consensus set annotator team,Active ingredient,atorvastatin ,DB01076,consensus set annotator team,,Negative,17767,83367,Qualitative,no significant change in the steady-state pharmacokinetic parameters ,consensus set annotator team
141,Active ingredient,amlodipine ,DB00381,consensus set annotator team,Active ingredient,digoxin ,DB00390,consensus set annotator team,,Negative,17767,3407,Qualitative,did not change ,consensus set annotator team
141,Active ingredient,amlodipine ,DB00381,consensus set annotator team,Active ingredient,ethanol ,DB00898,consensus set annotator team,,Negative,17767,448,Qualitative,no significant effect ,consensus set annotator team
141,Active ingredient,amlodipine ,DB00381,consensus set annotator team,Active ingredient,warfarin ,DB00682,consensus set annotator team,,Negative,17767,11289,Qualitative,did not change ,consensus set annotator team
141,Active ingredient,cimetidine ,DB00501,consensus set annotator team,Active ingredient,amlodipine ,DB00381,consensus set annotator team,,Negative,2541,17767,Qualitative,did not alter the pharmacokinetics ,consensus set annotator team
141,Active ingredient,magnesium ,DB01378,consensus set annotator team,Active ingredient,amlodipine ,DB00381,consensus set annotator team,,Negative,6574,17767,Qualitative,had no significant effect on the pharmacokinetics ,consensus set annotator team
141,Active ingredient,sildenafil ,DB00203,consensus set annotator team,Active ingredient,amlodipine ,DB00381,consensus set annotator team,,Negative,136411,17767,Qualitative,had no effect on the pharmacokinetic parameters ,consensus set annotator team
145,Active ingredient,valproate ,DB00313,consensus set annotator team,Active ingredient,felbamate ,DB00949,consensus set annotator team,,Positive,40254,24812,Qualitative,not expected to cause a clinically important effect on Felbatolï¾« (felbamate) plasma concentrations ,consensus set annotator team
145,Active ingredient,valproate ,DB00313,consensus set annotator team,Drug product,Felbatol ,DB00949,consensus set annotator team,,Negative,40254,24812,Qualitative,no significant effect of valproate on the clearance ,consensus set annotator team
146,Active ingredient,Felbamate ,DB00949,consensus set annotator team,Active ingredient,estradiol ,DB00783,consensus set annotator team,,Negative,24812,4083,Qualitative,no clinically relevant effect was observed on the pharmacokinetic parameters ,consensus set annotator team
146,Active ingredient,Felbamate ,DB00949,consensus set annotator team,Active ingredient,gestodene ,DB06730,consensus set annotator team,,Positive,24812,25734,Quantitative,42% decrease in the gestodene AUC 0-24 ,consensus set annotator team
147,Active ingredient,felbamate ,DB00949,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,24812,8183,Quantitative,increased the steady-state phenytoin Cmin to 25?7 micrograms/mL ,consensus set annotator team
147,Drug product,Felbatol ,DB00949,consensus set annotator team,Active ingredient,phenytoin ,DB00252,consensus set annotator team,,Positive,24812,8183,Quantitative,increased the steady-state phenytoin Cmin to 25?7 micrograms/mL ,consensus set annotator team
148,Active ingredient,felbamate ,DB00949,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Positive,24812,2002,Quantitative,Cmin decreased 31% ,consensus set annotator team
148,Active ingredient,felbamate ,DB00949,consensus set annotator team,Metabolite,Carbamazepine epoxide ,DB00564,consensus set annotator team,carbamazepine ,Positive,24812,,Quantitative,Cmin concentrations increased 57 ,consensus set annotator team
148,Drug product,Felbatol ,DB00949,consensus set annotator team,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,,Positive,24812,2002,Qualitative,decrease in the steady-state carbamazepine plasma concentrations ,consensus set annotator team
148,Drug product,Felbatol ,DB00949,consensus set annotator team,Metabolite,carbamazepine epoxide ,DB00564,consensus set annotator team,carbamazepine ,Positive,24812,,Qualitative,increase in the steady-state carbamazepine epoxide plasma concentration ,consensus set annotator team
149,Active ingredient,felbamate ,DB00949,consensus set annotator team,Active ingredient,valproate ,DB00313,consensus set annotator team,,Positive,24812,40254,Quantitative,increased the steady-state valproate Cmin to 96?25 micrograms/mL ,consensus set annotator team
149,Drug product,Felbatol ,DB00949,consensus set annotator team,Active ingredient,valproate ,DB00313,consensus set annotator team,,Negative,24812,40254,Qualitative,protein binding of valproate did not change ,consensus set annotator team
149,Drug product,Felbatol ,DB00949,consensus set annotator team,Active ingredient,valproate ,DB00313,consensus set annotator team,,Positive,24812,40254,Qualitative,increase in steady-state valproate concentrations ,consensus set annotator team
150,Active ingredient,felbamate ,DB00949,consensus set annotator team,Active ingredient,phenobarbital ,DB01174,consensus set annotator team,,Negative,24812,8134,Qualitative,increase in phenobarbital plasma concentrations ,consensus set annotator team
150,Active ingredient,felbamate ,DB00949,consensus set annotator team,Active ingredient,phenobarbital ,DB01174,consensus set annotator team,,Positive,24812,8134,Quantitative,Cmin concentration increased to 17.8 micrograms/mL ,consensus set annotator team
151,Active ingredient,Phenytoin ,DB00252,consensus set annotator team,Active ingredient,felbamate ,DB00949,consensus set annotator team,,Positive,8183,24812,Quantitative,causes an approximate doubling of the clearance ,consensus set annotator team
151,Active ingredient,phenytoin ,DB00252,consensus set annotator team,Drug product,Felbatol ,DB00949,consensus set annotator team,,Positive,8183,24812,Quantitative,45% decrease in the steady-state trough concentrations ,consensus set annotator team
152,Active ingredient,carbamazepine ,DB00564,consensus set annotator team,Drug product,Felbatol ,DB00949,consensus set annotator team,,Positive,2002,24812,Quantitative,40% decrease in the steady-state trough concentrations ,consensus set annotator team
152,Active ingredient,Carbamazepine ,DB00564,consensus set annotator team,Drug product,Felbatol ,DB00949,consensus set annotator team,,Positive,2002,24812,Quantitative,causes an approximate 50% increase in the clearance ,consensus set annotator team
155,Active ingredient,aluminum hydroxide ,DB06723,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Negative,612,136411,Qualitative,did not affect the bioavailability ,consensus set annotator team
155,Active ingredient,atorvastatin ,DB01076,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Negative,83367,136411,Qualitative,did not alter the pharmacokinetics of either sildenafil ,consensus set annotator team
155,Active ingredient,bosentan ,DB00559,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,75207,136411,Quantitative,55% decrease in sildenafil Cmax ,consensus set annotator team
155,Active ingredient,bosentan ,DB00559,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,75207,136411,Quantitative,63% decrease of sildenafil AUC ,consensus set annotator team
155,Active ingredient,Cimetidine ,DB00501,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,2541,136411,Quantitative,caused a 56% increase in plasma sildenafil concentrations ,consensus set annotator team
155,Active ingredient,epoprostenol ,DB01240,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,8814,136411,Quantitative,22% lower mean average steady state concentrations ,consensus set annotator team
155,Active ingredient,erythromycin ,DB00199,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,4053,136411,Quantitative,182% increase in sildenafil systemic exposure (AUC ,consensus set annotator team
155,Active ingredient,ethinyl estradiol ,DB00977,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Negative,4124,136411,Qualitative,did not affect the pharmacokinetics ,consensus set annotator team
155,Active ingredient,levonorgestrel ,DB00367,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Negative,6373,136411,Qualitative,did not affect the pharmacokinetics ,consensus set annotator team
155,Active ingredient,magnesium hydroxide ,DB01378,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Negative,6581,136411,Qualitative,did not affect the bioavailability ,consensus set annotator team
155,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,85762,136411,Quantitative,1000% (11-fold) increase in sildenafil plasma AUC ,consensus set annotator team
155,Active ingredient,ritonavir ,DB00503,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,85762,136411,Quantitative,resulted in a 300% (4-fold) increase in sildenafil Cmax ,consensus set annotator team
155,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,83395,136411,Qualitative,expected to increase sildenafil levels ,consensus set annotator team
155,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,83395,136411,Quantitative,210% increase in sildenafil AUC ,consensus set annotator team
155,Active ingredient,saquinavir ,DB01232,consensus set annotator team,Active ingredient,sildenafil ,DB00203,consensus set annotator team,,Positive,83395,136411,Quantitative,resulted in a 140% increase in sildenafil Cmax and a 210% increase in sildenafil AUC ,consensus set annotator team
155,Active ingredient,sildenafil ,DB00203,consensus set annotator team,Active ingredient,atorvastatin ,DB01076,consensus set annotator team,,Negative,136411,83367,Qualitative,did not alter the pharmacokinetics of either sildenafil ,consensus set annotator team
155,Active ingredient,sildenafil ,DB00203,consensus set annotator team,Active ingredient,bosentan ,DB00559,consensus set annotator team,,Positive,136411,75207,Quantitative,50% increase in AUC of bosentan ,consensus set annotator team
155,Active ingredient,Sildenafil ,DB00203,consensus set annotator team,Active ingredient,ethinyl estradiol ,DB00977,consensus set annotator team,,Negative,136411,4124,Qualitative,had no impact on the plasma levels ,consensus set annotator team
155,Active ingredient,Sildenafil ,DB00203,consensus set annotator team,Active ingredient,levonorgestrel ,DB00367,consensus set annotator team,,Negative,136411,6373,Qualitative,had no impact on the plasma levels ,consensus set annotator team
155,Active ingredient,sildenafil ,DB00203,consensus set annotator team,Active ingredient,ritonavir ,DB00503,consensus set annotator team,,Negative,136411,85762,Qualitative,did not affect the steady-state pharmacokinetics ,consensus set annotator team
155,Active ingredient,sildenafil ,DB00203,consensus set annotator team,Active ingredient,saquinavir ,DB01232,consensus set annotator team,,Negative,136411,83395,Qualitative,did not affect the steady-state pharmacokinetics ,consensus set annotator team
