Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
1071			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	DEFERASIROX	614373			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of decrease of the plasma concentrations of deferasirox	Precaution for use	Monitor the ferritinemia during and after the treatment with the enzymatic inducer. If needed, adjustment of the dosage of deferasirox.
1072			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	DELAMANID				ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentratioins of delamanid due to increase of its hepatic metabolism by the inducer.	Contraindication	
1073			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	DOLUTEGRAVIR	1433868			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of dolutegravir due to increase of its metabolism by the inducer	Not recommended	
1074			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	DOXYCYCLINE	3640			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the doxycycline due to increase of its hepatic metabolism by the inducer	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the doxycycline
1075			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	DRONEDARONE	233698			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Large decrease of the concentrations of dronedarone due to decrease of its metabolism, without significant modification of the active metabolite	Not recommended	
1076			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			NON-CONTRACEPTIVE ESTROGENS	G03C-001	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the effectiveness of the estrogen .	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the hormonal treatment during the administration of the anticonvulsant inducer and after it is stopped.
1077			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	FENTANYL	4337			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of fentanyl due to increase of its hepatic metabolism by the anticonvulsant	Not recommended	Choose another opioid.
1078			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			GLUCOCORTICOIDS (EXCEPT HYDROCORTISONE)	A0-H0-001	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations and of the effectiveness of the corticoids due to increase of their hepatic metabolism by the inducer: the consequences are particularly great with patients who have Addison's disease treated with hydrocortisone and in cases of organ transplants	Precaution for use	Clinical monitoring and laboratory tests; adjustment of the dosage of the corticoids during the treatment with the inducer and after it is stopped.
1079			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			THYROID HORMONES	H03AA	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of clinically low thyroid in patients with hypothyroidism, due to increase of the metabolism of the T3 and of the T4	Precaution for use	Monitoring of the serum concentrations of T3 and T4 and adjustment, if needed, of the dosage of the thyroid hormones during the treatment with the inducer and after it is stopped.
1080			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	IDELALISIB	1544460			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of idelalisib due to increase of its hepatic metabolism by the anticonvulsant enzymatic inducer	Not recommended	
1081			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of reduction of the effectiveness of the protease inhibitor due to increase of its hepatic metabolism by the inducer	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of these substances together
1082			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			TYROSINE-KINASE INHIBITORS	L01XE	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations and of the effectiveness of the tyrosine kinase inhibitor, due to increase of its metabolism by the inducer	Not recommended	
1083			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	IVABRADINE	77417			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of decrease of the effectiveness of the ivabradine, due to increase of its metabolism by the inducer	Precaution for use	Clinical monitoring and adjustment of the dosage of the ivabradine during the administration of these substances together and after the inducer is stopped.
1084			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	LEDIPASVIR	1591922			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Large decrease of the plasma concentrations of the ledipasvir due to increase of its hepatic metabolism by the anticonvulsant enzymatic inducer.	Contraindication	
1085			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	METRONIDAZOLE	6922			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the metronidazole due to increase of its hepatic metabolism by the inducer	Precaution for use	Clinical monitoring and possible adjustment of the dosage of metronidazole during the treatment with the enzymatic inducer and after it is stopped.
1086			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	MIDAZOLAM	6960			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of decrease of the plasma concentrations of the midazolam by the anticonvulsant	Take into account	
1087			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			MINERALOCORTICOIDS	H02AA0	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations and of the effectiveness of the corticoids due to increase of their hepatic metabolism by the inducer: the consequences are particularly great in patients with Addison's disease treated with the hydrocortisone and in the case of transplants.	Precaution for use	Clinical monitoring and laboratory tests; adjustment of the dosage of the corticoids during the treatment with the inducer and after it is stopped.
1088			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	MONTELUKAST	88249			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of reduction of the effectiveness of the montelukast due to increase of its hepatic metabolism by the inducer	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the antiasthmatic during the treatment with the inducer and after it is stopped.
1089			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	NIMODIPINE	7426			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the calcium channel blocker due to increase of its hepatic metabolism by the inducer	Not recommended	Clinical monitoring and possible adjustment of the dosage of the calcium channel blocker during the treatment with the inducer and after it is stopped.
1090			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	PERAMPANEL	1356552			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Large decrease (up to two thirds) of the concentrations of perampanel	Take into account	
1091			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	POSACONAZOLE	282446			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations and of the effectiveness of the posaconazole	Precaution for use	Clinical monitoring. If possible, plasma dosages of the posaconazole and possible adjustment of its dosage.
1092			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	PRAZIQUANTEL	8628			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Very large decrease of the plasma concentrations of the praziquantel, with risk of failure of the treatment due to increase of its hepatic metabolism by the inducer	Not recommended	
1093			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	PROCARBAZINE	8702			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Increase of the hypersensitivity reactions (hypereosinophilia, rash), due to increase of the metabolism of the procarbazine by the inducer	Take into account	
1094			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	PROPAFENONE	8754			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the propafenone due to increase of its hepatic metabolism by the inducer	Precaution of use	Clinical monitoring and EKG. If there is reason for it, adjustment of the dosage of the propafenone during the
1095			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	QUETIAPINE	51272			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Very large decrease of the plasma concentrations of quetiapine due to increase of its hepatic metabolism by the inducer, with risk of ineffectiveness.	Not recommended	
1096			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	QUININE	9071			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of loss of the effectiveness of the quinine due to increase of its hepatic metabolism by the inducer.	Precaution for use	Clinical monitoring and adjustment of the dosage of the quinine during the treatment with the inducer and after it is stopped
1097			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	RANOLAZINE	35829			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of large decrease of the concentrations of ranolazine	Not recommended	
1098			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	RIVAROXABAN	1114195			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of rivaroxaban, with risk of decrease of the therapeutic effect.	Not recommended	
1099			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	STIRIPENTOL	37119			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Increase of the plasma concentrations of the anticonvulsant, with risk of overdose, due to inhibition of its hepatic metabolism by the stiripentol.	Precaution for use	Clinical monitoring and plasma dosage, when that is possible, of the anticonvulsant taken with the stiripentol and possible adjustment of its dosage.
1100			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	TELAPREVIR	1102261			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of very large decrease of the concentrations of telaprevir	Contraindication	
1101			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	TELITHROMYCIN	274786			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the telithromycin, with risk of failure of the antibiotic treatment due to increase of its hepatic metabolism by the inducer	Not recommended	
1102			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001			THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations and of the effectiveness of the theophylline due to increase of its hepatic metabolism by the inducer	Precaution for use	Clinical monitoring and, if needed, monitoring of the theophyllinemia. Possible adjustment of the dosage of the theophylline during the treatment with the inducer and after it is stopped
1103			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	TIAGABINE	31914			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Decrease of the plasma concentrations of the tiagabine due to increase of its hepatic metabolism by the inducer	Precaution for use	An increase of the dosage of the tiagabine can prove necessary when it is administered with an anticonvulsant enzymatic inducer
1104			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	TICAGRELOR	1116632			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Large decrease of the plasma concentrations of the ticagrelor due to increase of its hepatic metabolsim by the anticonvulsant enzymatic inducer, with risk of decrease of the therapeutic effect.	Not recommended	
1105			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ULIPRISTAL	1005921			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer	Not recommended	Choose a therapeutic alternative that is little or not at all metabolized.
1106			ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	VORICONAZOLE	121243			ANSM	53-ANTICONVULSANT-ENZYMATIC-INDUCERS.html	-for carbamazipine, phenobarbital, primidone: Risk of reduction of the effectiveness of the voriconazole due to increase of its hepatic metabolism by the inducerFor phenytoin, fosphenytoin:Large decrease of the plasma concentrations of the voriconazole with risk of loss of effectiveness, due to increase of its hepatic metabolism by the phenytoin, for one thing; and increase of the plasma concentrations of the phenytoin due to decrease of its hepatic metabolism by the voriconazole for another thing	Contraindication	-for carbamazepine, phenobarbital, primidone
1107			PROTON PUMP INHIBITORS	A02BC-001	ATAZANAVIR	343047			ANSM	66-PROTON-PUMP-INHIBITORS.html	Very large decrease of the plasma concentrations of the atazanavir, with risk of therapeutic failure	Not recommended	
1108			PROTON PUMP INHIBITORS	A02BC-001	CYANOCOBALAMIN	11248			ANSM	66-PROTON-PUMP-INHIBITORS.html	Risk of deficiency of cyanocobalamin after prolonged treatment (several years), the reduction of gastric acidity by these medications can diminish the digestive absorption of the vitamin B12.	Take into account	
1109			PROTON PUMP INHIBITORS	A02BC-001			METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE	ANSM	66-PROTON-PUMP-INHIBITORS.html	Risk of decrease of the bioavailability of the tyrosine kinase inhibitor, by reason of its pH-dependent absorption	Take into account	-except with the vandetanib
1110			PROTON PUMP INHIBITORS	A02BC-001	ITRACONAZOLE	28031			ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the absorption of the azole antifungal due to increase of the intragastric pH by the antisecretory	Take into account	
1111			PROTON PUMP INHIBITORS	A02BC-001	KETOCONAZOLE	6135			ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the absorption of the azole antifungal due to increase of the intragastric pH by the antisecretory	Take into account	
1112			PROTON PUMP INHIBITORS	A02BC-001	LEDIPASVIR	1591922			ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the concentrations of ledipasvir when the proton pump inhibitor is administered before the ledipasvir	Precaution for use	It is recommended that the proton pump inhibitor and the ledipasvir be taken simultaneously.
1113			PROTON PUMP INHIBITORS	A02BC-001	METHOTREXATE	6851			ANSM	66-PROTON-PUMP-INHIBITORS.html	Risk of increase of the toxicity of the methotrexate due to decrease of its elimination	Not recommended	-with the methotrexate in doses > 20mg /week
1114			PROTON PUMP INHIBITORS	A02BC-001	ST JOHNS WORT	258326			ANSM	66-PROTON-PUMP-INHIBITORS.html	Risk of ineffectiveness of the treatment by the antisecretory due to decrease of its metabolism by the St Johns wort	Take into account	
1115			PROTON PUMP INHIBITORS	A02BC-001	MYCOPHENOLATE MOFETIL				ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the concentrations of the mycophenolic acid by about a third, with potential risk of reduction of effectiveness	Take into account	
1116			PROTON PUMP INHIBITORS	A02BC-001	POSACONAZOLE	282446			ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the absorption of the azole antifungal, due to increase of the intragastric pH by the antisecretory	Not recommended	
1117			PROTON PUMP INHIBITORS	A02BC-001	RILPIVIRINE	1102270			ANSM	66-PROTON-PUMP-INHIBITORS.html	Decrease of the plasma concentrations of the rilpivirine by the proton pump inhibitor (decreased absorption due to the increase of the gastric pH).	Contraindication	
1118			PROTON PUMP INHIBITORS	A02BC-001	ULIPRISTAL	1005921			ANSM	66-PROTON-PUMP-INHIBITORS.html	Risk of decrease of the effect of the ulipristal, due to decrease of its absorption	Take into account	
1119	TIANEPTINE	38252					IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	507-TIANEPTINE.html	Risk of drop in blood pressure, paroxystic hypertension, hyperthermia, convulsions, death	Not recommended	
1120	COLCHICINE	2683					AZOLE ANTIFUNGALS	J02AC-001	ANSM	136-COLCHICINE.html	Increase of the undesirable effects of the colchicine with potentially fatal consequences	Not recommended	
1121	COLCHICINE	2683					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	136-COLCHICINE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the colchicine and a week after it is stopped.
1122	COLCHICINE	2683			CICLOSPORIN	3008			ANSM	136-COLCHICINE.html	Risk of addition of the undesirable neuromuscular effects and increase of the toxicity of the colchicine with risk of overdose due to inhibition of its elimination by the ciclosporin, espceially in cases of pre-existing renal insufficiency	Not recommended	
1123	COLCHICINE	2683					FIBRATES	C01AB-001	ANSM	136-COLCHICINE.html	Risk of increase of the undesirable muscular effects of these substances, and especially of rhabdomyolysis	Precaution for use	Clinical monitoring and laboratory tests, particularly at the beginning of the administration of these substances together.
1124	COLCHICINE	2683					HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	ANSM	136-COLCHICINE.html	Risk of increase of the undesirable muscular effects of these substances, and especially of rhabdomyolysis	Precaution for use	Clinical monitoring and laboratory tests, especially at the beginning of the administration of these substances together.
1125	COLCHICINE	2683					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	136-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	Not recommended	
1126	COLCHICINE	2683					MACROLIDES (EXCEPT SPIRAMYCIN)	J01FA	ANSM	136-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	Contraindication	
1127	COLCHICINE	2683					OMBITASVIR + PARITAPREVIR	OMPA	ANSM	136-COLCHICINE.html	Increase od the plasma concentrations of the colchicine due to decrease of its hepatic metabolism by the therapy with ombitasvir + paritaprevir	Contraindication	-with patients having renal and/or hepatic insufficiency
1128	COLCHICINE	2683			PRISTINAMYCIN	66958			ANSM	136-COLCHICINE.html	Increase of the undesirable effects of the colchicine, with potentially fatal consequences	Contraindication	
1129	COLCHICINE	2683			TELAPREVIR	1102261			ANSM	136-COLCHICINE.html	Risk of increase of the undesirable effects of the colchicine, due to decrease of its metabolism	Not recommended	In particular with patients having renal and hepatic insufficiency.
1130	COLCHICINE	2683			VERAPAMIL	11170			ANSM	136-COLCHICINE.html	Risk of increase of the undesirable effects of the colchicine, due to increase of its plasma concentrations by the verapamil	Not recommended	
1131	ZALCITABINE	3363			DIDANOSINE	3364			ANSM	538-ZALCITABINE.html	Increased risk of onset of pancreatitis and of peripheral neuropathy due to addition of undesirable effects	Precaution for use	Regular clinical monitoring and monitoring of the amylasemia. Do not administer these substances together if the amylasemia is at the high range of normal.
1132	ZALCITABINE	3363			GANCICLOVIR	4678			ANSM	538-ZALCITABINE.html	Increased risk of onset of peripheral neuropathy due to addition of undesirable effects	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the two medications together.
1133	ZALCITABINE	3363			LAMIVUDINE	68244			ANSM	538-ZALCITABINE.html	Risk of decrease of the effectiveness of each antiviral due to reciprocal inhibition of the phosphorylation reaction at the origin of the active metabolites	Not recommended	
1134	ZALCITABINE	3363			PENTAMIDINE	7994			ANSM	538-ZALCITABINE.html	Increased risk of peripheral neuropathy due to addition of undesirable effects	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of these substances together.
1135	ZALCITABINE	3363			STAVUDINE	59763			ANSM	538-ZALCITABINE.html	Risk of decrease of the effectiveness of each antiviral, due to inhibition of the phosphorylation reaction at the origin of the active metabolites	Not recommended	
1136	ZALCITABINE	3363			THALIDOMIDE	10432			ANSM	538-ZALCITABINE.html	Increased risk of onset of peripheral neuropathy due to addition of undesirable effects	Precaution for use	Regular clinical monitoring and laboratory tests, especially at the beginning of the administration of the substances together.
1137	QUETIAPINE	51272					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	431-QUETIAPINE.html	Very large decrease of the plasma concentrations of quetiapine due to increase of its hepatic metabolism by the inducer, with risk of ineffectiveness.	Not recommended	
1138	QUETIAPINE	51272					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	431-QUETIAPINE.html	Large increase of the concentrations of quetiapine, with risk of overdose	Contraindication	
1139	QUETIAPINE	51272			ST JOHNS WORT	258326			ANSM	431-QUETIAPINE.html	Very large decrease of the plasma concentrations of quetiapine due to increase of its hepatic metabolism by the inducer, with risk of ineffectiveness	Not recommended	
1140	QUETIAPINE	51272					OMBITASVIR + PARITAPREVIR	OMPA	ANSM	431-QUETIAPINE.html	Increase of the plasma concentrations of the quetiapine due to decrease of its hepatic metabolism by the ombitasvir+paritaprevir combination	Contraindication	
1141	QUETIAPINE	51272			RIFAMPICIN	9384			ANSM	431-QUETIAPINE.html	Very large decrease of the plasma concentrations of quetiapine due to increase of its hepatic metabolism by the inducer, with risk of ineffectiveness.	Not recommended	
1142	RITONAVIR	85762			MARAVIROC	620216			ANSM	449-RITONAVIR.html	In the case of administration with fosamprenavir, significant decrease of the concentrations of ritonavir which can lead to a loss of the virological response	Not recommended	
1143	METYRAPONE	6923					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	343-METYRAPONE.html	Risk of false negative results of the test with metyrapone, due to a decrease of its plasma concentrations, because of the increase of its hepatic metabolism by the phenytoin.	Precaution for use	Double the dosage of the metyrapone.
1144	ITRACONAZOLE	28031			AFATINIB	1430438			ANSM	294-ITRACONAZOLE.html	Increase of the plasma concentrations of afatinib due to increase of its absorption by the itraconazole.	Precaution for use	It is recommended to administer the itraconazole as far distant from the afatinib as possible, preferably at an interval of 6 to 12 hours away from the afatinib.
1145	ITRACONAZOLE	28031					VASOCONSTRICTOR ALKALOIDS OF ERGOT OF RYE	N02CA0-001	ANSM	294-ITRACONAZOLE.html	Risk of constriction of coronary blood vessels or those of the extremities (ergotism), or of rapid elevation of blood pressure	Contraindication	
1146	ITRACONAZOLE	28031			ALISKIREN	325646			ANSM	294-ITRACONAZOLE.html	Increase by nearly six times of the plasma concentrations of aliskiren and increase of the risk of its undesirable effects	Contraindication	
1147	ITRACONAZOLE	28031					H2 RECEPTOR ANTAGONISTS	A02BA-001	ANSM	294-ITRACONAZOLE.html	Decrease of the absorption of the azole antifungal due to increase of the gastric pH by the antisecretory	Take into account	
1148	ITRACONAZOLE	28031					PROTON PUMP INHIBITORS	A02BC-001	ANSM	294-ITRACONAZOLE.html	Decrease of the absorption of the azole antifungal due to increase of the intragastric pH by the antisecretory	Take into account	
1149	ITRACONAZOLE	28031					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	294-ITRACONAZOLE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	More frequent testing of the INR. Possible adjustment of the dosage of the vitamin K antagonist during the treatment with the itraconazole and a week after it is stopped
1150	ITRACONAZOLE	28031			APREPITANT	358255			ANSM	294-ITRACONAZOLE.html	Increase of the concentrations of aprepitant due to decrease of its hepatic metabolism by the intraconazole.	Take into account	
1151	ITRACONAZOLE	28031			ATORVASTATIN	83367			ANSM	294-ITRACONAZOLE.html	Increased risk of undesirable effects (concentration-dependant) of the rhabodmyolysis type (decrease of the hepatic metabolism of the atorvastatin)	Contraindication	
1152	ITRACONAZOLE	28031					OTHER CORTICOIDES, NOTABLY INHALED	D07AC-001	ANSM	294-ITRACONAZOLE.html	In case of prolonged use by oral or inhaled route: increase of the plasma concentrations of the corticoid due to decrease of its hepatic metabolism by the itraconazole, with risk of appearance of Cushings syndrome, even adrenal insufficiency	Take into account	
1153	ITRACONAZOLE	28031			BUPRENORPHINE	1819			ANSM	294-ITRACONAZOLE.html	Increase of the concentrations of buprenorphine due to decrease of its hepatic metabolism, with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and adjustment of the dosage of the buprenorphine during the treatment with the inhibitor and, if the situation requires, after it is ended.
1154	ITRACONAZOLE	28031			BUSPIRONE	1827			ANSM	294-ITRACONAZOLE.html	Increase of the plasma concentrations of the buspirone due to decrease of its hepatic metabolism, with substantial increase of sedation	Not recommended	
1155	ITRACONAZOLE	28031			BUSULFAN	1828			ANSM	294-ITRACONAZOLE.html	With the busulfan in large doses: doubling of the concentrations of busulfan by the itraconazole	Not recommended	
1156	ITRACONAZOLE	28031			DABIGATRAN	1037042			ANSM	294-ITRACONAZOLE.html	Increase of more than double of the plasma concentrations of dabigatran, with increase of the risk of bleeding	Contraindication	
1157	ITRACONAZOLE	28031			DARIFENACIN	136198			ANSM	294-ITRACONAZOLE.html	Increase of the concentrations of darifenacin, with risk of increase of its undesirable effects	Precaution for use	Clinical monitoring and possible adjustment of the dosage of darifenacin.
1158	ITRACONAZOLE	28031			DEXAMETHASONE	3264			ANSM	294-ITRACONAZOLE.html	Increase of the plasma concentrations of the dexamethasone due to decrease of its hepatic metabolism by the enzyme inhibitor, with risk of appearance of Cushing's syndrome	Take into account	
1159	ITRACONAZOLE	28031			DIGOXIN	3407			ANSM	294-ITRACONAZOLE.html	Increase of the digoxinemia with nausea, vomiting, arrhythmias	Precaution for use	Clinical monitoring, and, if there is reason for them, EKG and monitoring of the digoxinemia with adjustment of the dosage of the digoxin during the treatment with the itraconazole and after it is stopped.
1160	ITRACONAZOLE	28031			EBASTINE	23796			ANSM	294-ITRACONAZOLE.html	Increased risk of ventricular arrhythmias in predisposed patients (congenital long QT syndrome)	Not recommended	
1161	ITRACONAZOLE	28031			FESOTERODINE	797195			ANSM	294-ITRACONAZOLE.html	Increase of the concentrations of fesoterodine with patients who are slow metabolizers, with risk of overdose	Not recommended	
1162	ITRACONAZOLE	28031			HYDROQUINIDINE	27220			ANSM	294-ITRACONAZOLE.html	Risk of tinnitis and/or loss of hearing acuity: cinchonism linked to a decrease of the hepatic metabolism of the antiarrythmic by the itraconazole	Precaution for use	Monitoring of the plasma concentrations of the antiarrythmic and possible decrease of its dosage if necessary.
1163	ITRACONAZOLE	28031					IMMUNOSUPPRESSANTS	L04A	ANSM	294-ITRACONAZOLE.html	Very large increase of the blood concentrations of the immusuppressant due to inhibition of its hepatic metabolism	Not recommended	If these substances are administered together, strict testing of the renal function, blood concentration dosage of the immunosuppressant and possible adjustment of the dosage.
1164	ITRACONAZOLE	28031					ENZYMATIC INDUCERS	N03-J05-001	ANSM	294-ITRACONAZOLE.html	Decrease of the plasma concentrations of itraconazole, with risk of loss of effectiveness, due to increase of its hepatic metabolism by the inducer.	Not recommended	
1165	ITRACONAZOLE	28031					TYPE 5 PHOSPHODIESTERASE INHIBITORS	G04BE	ANSM	294-ITRACONAZOLE.html	Increase (very large for the avanafil and the verdenafil) of the plasma concentrations of the type 5 phosphodiesterase inhibitorwith risk of hypotension (severe with the vardenafil)	With the avanafil	contraindication
1166	ITRACONAZOLE	28031			LERCANIDIPINE	135056			ANSM	294-ITRACONAZOLE.html	Increased risk of undesirable effects, especially edema, due to decrease of the hepatic metabolism of the dihydorpyridine	Not recommended	
1167	ITRACONAZOLE	28031			LUMEFANTRINE	847728			ANSM	294-ITRACONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Not recommended	If this is possible, interrupt the torsadegenic medication. If administering these two together cannot be avoided, testing of the QT beforehand and EKG monitoring.
1168	ITRACONAZOLE	28031			ST JOHNS WORT	258326			ANSM	294-ITRACONAZOLE.html	Risk of large decrease of the plasma concentrations of itraconazole, with risk of loss of effectiveness, due to increase of its hepatic metabolism by the St Johns wort	Contraindication	
1169	ITRACONAZOLE	28031			MIZOLASTINE	61455			ANSM	294-ITRACONAZOLE.html	Risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	
1170	ITRACONAZOLE	28031			QUINIDINE	9068			ANSM	294-ITRACONAZOLE.html	Increased risk of ventricular arrhythmias, especially of torsades de pointes, as well as tinnitis and/or decrease of auditory acuity (cinchonism), due to decrease of the hepatic metabolism of the quinidine	Not recommended	If administering the two substances together cannot be avoided, strict clinical monitoring and EKG.
1171	ITRACONAZOLE	28031			SALMETEROL	36117			ANSM	294-ITRACONAZOLE.html	Large increase of the concentrations of salmeterol due to decrease of its hepatic metabolism by the itraconazole	Take into account	
1172	ITRACONAZOLE	28031			SIMVASTATIN	36567			ANSM	294-ITRACONAZOLE.html	Increased risk of undesirable effects (concentration-dependent) of the rhabdomyolosis type (decrease of the hepatic metabolism of the simvastatin)	Contraindication	
1173	ITRACONAZOLE	28031			SOLIFENACIN	322167			ANSM	294-ITRACONAZOLE.html	Increase of the concentrations of the solfenacin with risk of overdose	Precaution for use	Clinical monitoring and possible adjustment of the dosage of the solifenacin.
