object_drugbank,object,precipitant_drugbank,precipitant
DB00835,Brompheniramine,DB00427,Triprolidine
DB00835,Brompheniramine,DB00209,Trospium
DB00838,Clocortolone,DB00041,Aldesleukin
DB00838,Clocortolone,DB05521,Telaprevir
DB00839,Tolazamide,DB01193,Acebutolol
DB00839,Tolazamide,DB00945,Acetylsalicylic acid
DB00839,Tolazamide,DB01143,Amifostine
DB00839,Tolazamide,DB00335,Atenolol
DB00839,Tolazamide,DB00612,Bisoprolol
DB00839,Tolazamide,DB01136,Carvedilol
DB00839,Tolazamide,DB00446,Chloramphenicol
DB00839,Tolazamide,DB00636,Clofibrate
DB00839,Tolazamide,DB00187,Esmolol
DB00839,Tolazamide,DB00598,Labetalol
DB00839,Tolazamide,DB00264,Metoprolol
DB00839,Tolazamide,DB01203,Nadolol
DB00839,Tolazamide,DB01580,Oxprenolol
DB00839,Tolazamide,DB00812,Phenylbutazone
DB00839,Tolazamide,DB00960,Pindolol
DB00839,Tolazamide,DB00571,Propranolol
DB00839,Tolazamide,DB01045,Rifampicin
DB00839,Tolazamide,DB00073,Rituximab
DB00839,Tolazamide,DB00052,Somatropin recombinant
DB00839,Tolazamide,DB00373,Timolol
DB00841,Dobutamine,DB00321,Amitriptyline
DB00841,Dobutamine,DB00543,Amoxapine
DB00841,Dobutamine,DB01242,Clomipramine
DB00841,Dobutamine,DB01151,Desipramine
DB00841,Dobutamine,DB01142,Doxepin
DB00841,Dobutamine,DB00494,Entacapone
DB00841,Dobutamine,DB01170,Guanethidine
DB00841,Dobutamine,DB00458,Imipramine
DB00841,Dobutamine,DB01247,Isocarboxazid
DB00841,Dobutamine,DB00601,Linezolid
DB00841,Dobutamine,DB00968,Methyldopa
DB00841,Dobutamine,DB00211,Midodrine
DB00841,Dobutamine,DB01171,Moclobemide
DB00841,Dobutamine,DB00540,Nortriptyline
DB00841,Dobutamine,DB00780,Phenelzine
DB00841,Dobutamine,DB01367,Rasagiline
DB00841,Dobutamine,DB00206,Reserpine
DB00842,Oxazepam,DB00363,Clozapine
DB00842,Oxazepam,DB01322,Kava
DB00842,Oxazepam,DB00427,Triprolidine
DB00843,Donepezil,DB01614,Acepromazine
DB00843,Donepezil,DB01615,Aceprometazine
DB00843,Donepezil,DB01246,Alimemazine
DB00843,Donepezil,DB01616,Alverine
DB00843,Donepezil,DB00915,Amantadine
DB00843,Donepezil,DB00321,Amitriptyline
DB00843,Donepezil,DB00543,Amoxapine
DB00843,Donepezil,DB00572,Atropine
DB00843,Donepezil,DB00719,Azatadine
DB00843,Donepezil,DB00245,Benzatropine
DB00843,Donepezil,DB00810,Biperiden
DB00843,Donepezil,DB00835,Brompheniramine
DB00843,Donepezil,DB00748,Carbinoxamine
DB00843,Donepezil,DB01114,Chlorphenamine
DB00843,Donepezil,DB00477,Chlorpromazine
DB00843,Donepezil,DB01239,Chlorprothixene
DB00843,Donepezil,DB00501,Cimetidine
DB00843,Donepezil,DB00283,Clemastine
DB00843,Donepezil,DB00771,Clidinium
DB00843,Donepezil,DB01242,Clomipramine
DB00843,Donepezil,DB00363,Clozapine
DB00843,Donepezil,DB01176,Cyclizine
DB00843,Donepezil,DB00924,Cyclobenzaprine
DB00843,Donepezil,DB00434,Cyproheptadine
DB00843,Donepezil,DB00496,Darifenacin
DB00843,Donepezil,DB01151,Desipramine
DB00843,Donepezil,DB00405,Dexbrompheniramine
DB00843,Donepezil,DB00804,Dicyclomine
DB00843,Donepezil,DB00985,Dimenhydrinate
DB00843,Donepezil,DB01075,Diphenhydramine
DB00843,Donepezil,DB01081,Diphenoxylate
DB00843,Donepezil,DB01146,Diphenylpyraline
DB00843,Donepezil,DB00280,Disopyramide
DB00843,Donepezil,DB01142,Doxepin
DB00843,Donepezil,DB00366,Doxylamine
DB00843,Donepezil,DB00392,Ethopropazine
DB00843,Donepezil,DB01148,Flavoxate
DB00843,Donepezil,DB00875,Flupentixol
DB00843,Donepezil,DB01437,Glutethimide
DB00843,Donepezil,DB00986,Glycopyrrolate
DB00843,Donepezil,DB00557,Hydroxyzine
DB00843,Donepezil,DB00424,Hyoscyamine
DB00843,Donepezil,DB00458,Imipramine
DB00843,Donepezil,DB01247,Isocarboxazid
DB00843,Donepezil,DB01625,Isopropamide
DB00843,Donepezil,DB00408,Loxapine
DB00843,Donepezil,DB00934,Maprotiline
DB00843,Donepezil,DB00737,Meclizine
DB00843,Donepezil,DB00933,Mesoridazine
DB00843,Donepezil,DB00902,Methdilazine
DB00843,Donepezil,DB01403,Methotrimeprazine
DB00843,Donepezil,DB00462,Methylscopolamine bromide
DB00843,Donepezil,DB00370,Mirtazapine
DB00843,Donepezil,DB01171,Moclobemide
DB00843,Donepezil,DB01618,Molindone
DB00843,Donepezil,DB00540,Nortriptyline
DB00843,Donepezil,DB00334,Olanzapine
DB00843,Donepezil,DB01173,Orphenadrine
DB00843,Donepezil,DB01062,Oxybutynin
DB00843,Donepezil,DB00850,Perphenazine
DB00843,Donepezil,DB00454,Pethidine
DB00843,Donepezil,DB00780,Phenelzine
DB00843,Donepezil,DB01619,Phenindamine
DB00843,Donepezil,DB01100,Pimozide
DB00843,Donepezil,DB01621,Pipotiazine
DB00843,Donepezil,DB01035,Procainamide
DB00843,Donepezil,DB00433,Prochlorperazine
DB00843,Donepezil,DB00387,Procyclidine
DB00843,Donepezil,DB00420,Promazine
DB00843,Donepezil,DB01069,Promethazine
DB00843,Donepezil,DB00782,Propantheline
DB00843,Donepezil,DB01608,Propericiazine
DB00843,Donepezil,DB00344,Protriptyline
DB00843,Donepezil,DB01224,Quetiapine
DB00843,Donepezil,DB00908,Quinidine
DB00843,Donepezil,DB01346,Quinidine barbiturate
DB00843,Donepezil,DB00734,Risperidone
DB00843,Donepezil,DB00747,Scopolamine
DB00843,Donepezil,DB01104,Sertraline
DB00843,Donepezil,DB01591,Solifenacin
DB00843,Donepezil,DB01622,Thioproperazine
DB00843,Donepezil,DB00679,Thioridazine
DB00843,Donepezil,DB01623,Thiothixene
DB00843,Donepezil,DB00697,Tizanidine
DB00843,Donepezil,DB01036,Tolterodine
DB00843,Donepezil,DB00752,Tranylcypromine
DB00843,Donepezil,DB00656,Trazodone
DB00843,Donepezil,DB00831,Trifluoperazine
DB00843,Donepezil,DB00508,Triflupromazine
DB00843,Donepezil,DB00376,Trihexyphenidyl
DB00843,Donepezil,DB00662,Trimethobenzamide
DB00843,Donepezil,DB00726,Trimipramine
DB00843,Donepezil,DB00792,Tripelennamine
DB00843,Donepezil,DB00427,Triprolidine
DB00843,Donepezil,DB00209,Trospium
DB00843,Donepezil,DB00246,Ziprasidone
DB00843,Donepezil,DB01624,Zuclopenthixol
DB00843,Donepezil,DB08919,Zuclopenthixol acetate
DB00843,Donepezil,DB08920,Zuclopenthixol decanoate
DB00844,Nalbuphine,DB06274,Alvimopan
DB00844,Nalbuphine,DB00501,Cimetidine
DB00844,Nalbuphine,DB00427,Triprolidine
DB00848,Levamisole,DB01418,Acenocoumarol
DB00848,Levamisole,DB01125,Anisindione
DB00848,Levamisole,DB00266,Dicoumarol
DB00848,Levamisole,DB00682,Warfarin
DB00849,Methylphenobarbital,DB01223,Aminophylline
DB00849,Methylphenobarbital,DB00443,Betamethasone
DB00849,Methylphenobarbital,DB00882,Clomifene
DB00849,Methylphenobarbital,DB00286,Conjugated Estrogens
DB00849,Methylphenobarbital,DB00091,Cyclosporine
DB00849,Methylphenobarbital,DB00705,Delavirdine
DB00849,Methylphenobarbital,DB01234,Dexamethasone
DB00849,Methylphenobarbital,DB00255,Diethylstilbestrol
DB00849,Methylphenobarbital,DB00254,Doxycycline
DB00849,Methylphenobarbital,DB00783,Estradiol
DB00849,Methylphenobarbital,DB00977,Ethinyl Estradiol
DB00849,Methylphenobarbital,DB01023,Felodipine
DB00849,Methylphenobarbital,DB00687,Fludrocortisone
DB00849,Methylphenobarbital,DB00158,Folic Acid
DB00849,Methylphenobarbital,DB00317,Gefitinib
DB00849,Methylphenobarbital,DB00400,Griseofulvin
DB00849,Methylphenobarbital,DB00741,Hydrocortisone
DB00849,Methylphenobarbital,DB00367,Levonorgestrel
DB00849,Methylphenobarbital,DB00603,Medroxyprogesterone Acetate
DB00849,Methylphenobarbital,DB00351,Megestrol acetate
DB00849,Methylphenobarbital,DB00333,Methadone
DB00849,Methylphenobarbital,DB00916,Metronidazole
DB00849,Methylphenobarbital,DB01115,Nifedipine
DB00849,Methylphenobarbital,DB00717,Norethindrone
DB00849,Methylphenobarbital,DB01303,Oxtriphylline
DB00849,Methylphenobarbital,DB00860,Prednisolone
DB00849,Methylphenobarbital,DB00635,Prednisone
DB00849,Methylphenobarbital,DB00908,Quinidine
DB00849,Methylphenobarbital,DB00277,Theophylline
DB00849,Methylphenobarbital,DB00620,Triamcinolone
DB00849,Methylphenobarbital,DB00661,Verapamil
DB00850,Perphenazine,DB00182,Amphetamine
DB00850,Perphenazine,DB00289,Atomoxetine
DB00850,Perphenazine,DB00865,Benzphetamine
DB00850,Perphenazine,DB01200,Bromocriptine
DB00850,Perphenazine,DB00604,Cisapride
DB00850,Perphenazine,DB01191,Dexfenfluramine
DB00850,Perphenazine,DB01576,Dextroamphetamine
DB00850,Perphenazine,DB00937,Diethylpropion
DB00850,Perphenazine,DB00843,Donepezil
DB00850,Perphenazine,DB00574,Fenfluramine
DB00850,Perphenazine,DB00674,Galantamine
DB00850,Perphenazine,DB01044,Gatifloxacin
DB00850,Perphenazine,DB00365,Grepafloxacin
DB00850,Perphenazine,DB01170,Guanethidine
DB00850,Perphenazine,DB01137,Levofloxacin
DB00850,Perphenazine,DB00579,Mazindol
DB00850,Perphenazine,DB01577,Methamphetamine
DB00850,Perphenazine,DB01578,Metrizamide
DB00850,Perphenazine,DB01579,Phendimetrazine
DB00850,Perphenazine,DB00830,Phenmetrazine
DB00850,Perphenazine,DB00191,Phentermine
DB00850,Perphenazine,DB00397,Phenylpropanolamine
DB00850,Perphenazine,DB00989,Rivastigmine
DB00850,Perphenazine,DB01208,Sparfloxacin
DB00850,Perphenazine,DB00382,Tacrine
DB00850,Perphenazine,DB00857,Terbinafine
DB00850,Perphenazine,DB00342,Terfenadine
DB00850,Perphenazine,DB04844,Tetrabenazine
DB00850,Perphenazine,DB00662,Trimethobenzamide
DB00850,Perphenazine,DB00427,Triprolidine
DB00850,Perphenazine,DB00209,Trospium
DB00851,Dacarbazine,DB06769,Bendamustine
DB00851,Dacarbazine,DB00730,Thiabendazole
DB00851,Dacarbazine,DB00072,Trastuzumab
DB00852,Pseudoephedrine,DB00386,Alseroxylon
DB00852,Pseudoephedrine,DB00321,Amitriptyline
DB00852,Pseudoephedrine,DB00543,Amoxapine
DB00852,Pseudoephedrine,DB01200,Bromocriptine
DB00852,Pseudoephedrine,DB01242,Clomipramine
DB00852,Pseudoephedrine,DB01089,Deserpidine
DB00852,Pseudoephedrine,DB01151,Desipramine
DB00852,Pseudoephedrine,DB06700,Desvenlafaxine
DB00852,Pseudoephedrine,DB01142,Doxepin
DB00852,Pseudoephedrine,DB01170,Guanethidine
DB00852,Pseudoephedrine,DB00458,Imipramine
DB00852,Pseudoephedrine,DB06704,Iobenguane
DB00852,Pseudoephedrine,DB01247,Isocarboxazid
DB00852,Pseudoephedrine,DB00601,Linezolid
DB00852,Pseudoephedrine,DB00968,Methyldopa
DB00852,Pseudoephedrine,DB00211,Midodrine
DB00852,Pseudoephedrine,DB01171,Moclobemide
DB00852,Pseudoephedrine,DB00540,Nortriptyline
DB00852,Pseudoephedrine,DB01626,Pargyline
DB00852,Pseudoephedrine,DB00780,Phenelzine
DB00852,Pseudoephedrine,DB00344,Protriptyline
DB00852,Pseudoephedrine,DB01367,Rasagiline
DB00852,Pseudoephedrine,DB00206,Reserpine
DB00852,Pseudoephedrine,DB00752,Tranylcypromine
DB00852,Pseudoephedrine,DB00726,Trimipramine
DB00852,Pseudoephedrine,DB00285,Venlafaxine
DB00853,Temozolomide,DB00108,Natalizumab
DB00853,Temozolomide,DB00072,Trastuzumab
DB00854,Levorphanol,DB06274,Alvimopan
DB00854,Levorphanol,DB06210,Eltrombopag
DB00854,Levorphanol,DB00427,Triprolidine
DB00856,Chlorphenesin,DB00427,Triprolidine
DB00857,Terbinafine,DB01223,Aminophylline
DB00857,Terbinafine,DB00321,Amitriptyline
DB00857,Terbinafine,DB00543,Amoxapine
DB00857,Terbinafine,DB01238,Aripiprazole
DB00857,Terbinafine,DB00289,Atomoxetine
DB00857,Terbinafine,DB00201,Caffeine
DB00857,Terbinafine,DB01197,Captopril
DB00857,Terbinafine,DB01136,Carvedilol
DB00857,Terbinafine,DB00608,Chloroquine
DB00857,Terbinafine,DB00477,Chlorpromazine
DB00857,Terbinafine,DB01242,Clomipramine
DB00857,Terbinafine,DB00318,Codeine
DB00857,Terbinafine,DB00091,Cyclosporine
DB00857,Terbinafine,DB01151,Desipramine
DB00857,Terbinafine,DB00514,Dextromethorphan
DB00857,Terbinafine,DB01142,Doxepin
DB00857,Terbinafine,DB00997,Doxorubicin
DB00857,Terbinafine,DB05331,doxorubicin TransDrug
DB00857,Terbinafine,DB00476,Duloxetine
DB00857,Terbinafine,DB00651,Dyphylline
DB00857,Terbinafine,DB01195,Flecainide
DB00857,Terbinafine,DB00472,Fluoxetine
DB00857,Terbinafine,DB00623,Fluphenazine
DB00857,Terbinafine,DB00176,Fluvoxamine
DB00857,Terbinafine,DB00502,Haloperidol
DB00857,Terbinafine,DB00458,Imipramine
DB00857,Terbinafine,DB00281,Lidocaine
DB00857,Terbinafine,DB01206,Lomustine
DB00857,Terbinafine,DB00934,Maprotiline
DB00857,Terbinafine,DB01577,Methamphetamine
DB00857,Terbinafine,DB00264,Metoprolol
DB00857,Terbinafine,DB00379,Mexiletine
DB00857,Terbinafine,DB00370,Mirtazapine
DB00857,Terbinafine,DB01171,Moclobemide
DB00857,Terbinafine,DB01149,Nefazodone
DB00857,Terbinafine,DB00540,Nortriptyline
DB00857,Terbinafine,DB01303,Oxtriphylline
DB00857,Terbinafine,DB00715,Paroxetine
DB00857,Terbinafine,DB00850,Perphenazine
DB00857,Terbinafine,DB01621,Pipotiazine
DB00857,Terbinafine,DB01035,Procainamide
DB00857,Terbinafine,DB01069,Promethazine
DB00857,Terbinafine,DB01182,Propafenone
DB00857,Terbinafine,DB00571,Propranolol
DB00857,Terbinafine,DB00344,Protriptyline
DB00857,Terbinafine,DB00615,Rifabutin
DB00857,Terbinafine,DB01045,Rifampicin
DB00857,Terbinafine,DB01201,Rifapentine
DB00857,Terbinafine,DB00734,Risperidone
DB00857,Terbinafine,DB01104,Sertraline
DB00857,Terbinafine,DB00675,Tamoxifen
DB00857,Terbinafine,DB00706,Tamsulosin
DB00857,Terbinafine,DB04844,Tetrabenazine
DB00857,Terbinafine,DB00277,Theophylline
DB00857,Terbinafine,DB00679,Thioridazine
DB00857,Terbinafine,DB00373,Timolol
DB00857,Terbinafine,DB01036,Tolterodine
DB00857,Terbinafine,DB00193,Tramadol
DB00857,Terbinafine,DB00726,Trimipramine
DB00857,Terbinafine,DB00285,Venlafaxine
DB00857,Terbinafine,DB01624,Zuclopenthixol
DB00857,Terbinafine,DB08919,Zuclopenthixol acetate
DB00857,Terbinafine,DB08920,Zuclopenthixol decanoate
DB00859,Penicillamine,DB00390,Digoxin
DB00859,Penicillamine,DB00893,Iron Dextran
DB00860,Prednisolone,DB01418,Acenocoumarol
DB00860,Prednisolone,DB00945,Acetylsalicylic acid
DB00860,Prednisolone,DB01122,Ambenonium
DB00860,Prednisolone,DB01351,Amobarbital
DB00860,Prednisolone,DB01125,Anisindione
DB00860,Prednisolone,DB01352,Aprobarbital
DB00860,Prednisolone,DB01294,Bismuth Subsalicylate
DB00860,Prednisolone,DB00237,Butabarbital
DB00860,Prednisolone,DB00241,Butalbital
DB00860,Prednisolone,DB01353,Butethal
DB00860,Prednisolone,DB00269,Chlorotrianisene
DB00860,Prednisolone,DB00882,Clomifene
DB00860,Prednisolone,DB00286,Conjugated Estrogens
DB00860,Prednisolone,DB00266,Dicoumarol
DB00860,Prednisolone,DB00255,Diethylstilbestrol
DB00860,Prednisolone,DB01341,Dihydroquinidine barbiturate
DB00860,Prednisolone,DB01010,Edrophonium
DB00860,Prednisolone,DB00783,Estradiol
DB00860,Prednisolone,DB04573,Estriol
DB00860,Prednisolone,DB00655,Estrone
DB00860,Prednisolone,DB04574,Estropipate
DB00860,Prednisolone,DB00977,Ethinyl Estradiol
DB00860,Prednisolone,DB00754,Ethotoin
DB00860,Prednisolone,DB01320,Fosphenytoin
DB00860,Prednisolone,DB01354,Heptabarbital
DB00860,Prednisolone,DB01355,Hexobarbital
DB00860,Prednisolone,DB01167,Itraconazole
DB00860,Prednisolone,DB01026,Ketoconazole
DB00860,Prednisolone,DB01397,Magnesium salicylate
DB00860,Prednisolone,DB00532,Mephenytoin
DB00860,Prednisolone,DB01357,Mestranol
DB00860,Prednisolone,DB00474,Methohexital
DB00860,Prednisolone,DB00849,Methylphenobarbital
DB00860,Prednisolone,DB00211,Midodrine
DB00860,Prednisolone,DB01400,Neostigmine
DB00860,Prednisolone,DB00312,Pentobarbital
DB00860,Prednisolone,DB01174,Phenobarbital
DB00860,Prednisolone,DB00252,Phenytoin
DB00860,Prednisolone,DB00794,Primidone
DB00860,Prednisolone,DB00545,Pyridostigmine
DB00860,Prednisolone,DB04575,Quinestrol
DB00860,Prednisolone,DB01346,Quinidine barbiturate
DB00860,Prednisolone,DB01045,Rifampicin
DB00860,Prednisolone,DB01398,Salicylate-sodium
DB00860,Prednisolone,DB01399,Salsalate
DB00860,Prednisolone,DB00418,Secobarbital
DB00860,Prednisolone,DB00382,Tacrine
DB00860,Prednisolone,DB00306,Talbutal
DB00860,Prednisolone,DB00072,Trastuzumab
DB00860,Prednisolone,DB01401,Trisalicylate-choline
DB00860,Prednisolone,DB01339,Vecuronium
DB00860,Prednisolone,DB00682,Warfarin
DB00861,Diflunisal,DB01418,Acenocoumarol
DB00861,Diflunisal,DB00630,Alendronate
DB00861,Diflunisal,DB01125,Anisindione
DB00861,Diflunisal,DB08822,Azilsartan medoxomil
DB00861,Diflunisal,DB00930,Colesevelam
DB00861,Diflunisal,DB00266,Dicoumarol
DB00861,Diflunisal,DB06210,Eltrombopag
DB00861,Diflunisal,DB01381,Ginkgo biloba
DB00861,Diflunisal,DB00328,Indomethacin
DB00861,Diflunisal,DB01356,Lithium
DB00861,Diflunisal,DB00563,Methotrexate
DB00861,Diflunisal,DB06813,Pralatrexate
DB00861,Diflunisal,DB01032,Probenecid
DB00861,Diflunisal,DB00966,Telmisartan
DB00861,Diflunisal,DB00373,Timolol
DB00861,Diflunisal,DB00519,Trandolapril
DB00861,Diflunisal,DB00374,Treprostinil
DB00861,Diflunisal,DB00682,Warfarin
DB00862,Vardenafil,DB00346,Alfuzosin
DB00862,Vardenafil,DB01118,Amiodarone
DB00862,Vardenafil,DB00701,Amprenavir
DB00862,Vardenafil,DB01072,Atazanavir
DB00862,Vardenafil,DB01211,Clarithromycin
DB00862,Vardenafil,DB00872,Conivaptan
DB00862,Vardenafil,DB01264,Darunavir
DB00862,Vardenafil,DB00705,Delavirdine
DB00862,Vardenafil,DB00590,Doxazosin
DB00862,Vardenafil,DB00199,Erythromycin
DB00862,Vardenafil,DB01319,Fosamprenavir
DB00862,Vardenafil,DB00619,Imatinib
DB00862,Vardenafil,DB00224,Indinavir
DB00862,Vardenafil,DB00951,Isoniazid
DB00862,Vardenafil,DB00883,Isosorbide Dinitrate
DB00862,Vardenafil,DB01020,Isosorbide Mononitrate
DB00862,Vardenafil,DB01167,Itraconazole
DB00862,Vardenafil,DB01026,Ketoconazole
DB00862,Vardenafil,DB01601,Lopinavir
DB00862,Vardenafil,DB01110,Miconazole
DB00862,Vardenafil,DB01149,Nefazodone
DB00862,Vardenafil,DB00220,Nelfinavir
DB00862,Vardenafil,DB00622,Nicardipine
DB00862,Vardenafil,DB00727,Nitroglycerin
DB00862,Vardenafil,DB06154,Pentaerythritol Tetranitrate
DB00862,Vardenafil,DB00925,Phenoxybenzamine
DB00862,Vardenafil,DB00692,Phentolamine
DB00862,Vardenafil,DB01263,Posaconazole
DB00862,Vardenafil,DB00457,Prazosin
DB00862,Vardenafil,DB01035,Procainamide
DB00862,Vardenafil,DB00908,Quinidine
DB00862,Vardenafil,DB00503,Ritonavir
DB00862,Vardenafil,DB01232,Saquinavir
DB00862,Vardenafil,DB06207,Silodosin
DB00862,Vardenafil,DB00706,Tamsulosin
DB00862,Vardenafil,DB00976,Telithromycin
DB00862,Vardenafil,DB01162,Terazosin
DB00862,Vardenafil,DB00932,Tipranavir
DB00862,Vardenafil,DB00582,Voriconazole
DB00863,Ranitidine,DB01418,Acenocoumarol
DB00863,Ranitidine,DB01125,Anisindione
DB00863,Ranitidine,DB01072,Atazanavir
DB00863,Ranitidine,DB01066,Cefditoren
DB00863,Ranitidine,DB08912,Dabrafenib
DB00863,Ranitidine,DB01254,Dasatinib
DB00863,Ranitidine,DB00266,Dicoumarol
DB00863,Ranitidine,DB01167,Itraconazole
DB00863,Ranitidine,DB01026,Ketoconazole
DB00863,Ranitidine,DB01035,Procainamide
DB00863,Ranitidine,DB08864,Rilpivirine
DB00863,Ranitidine,DB00797,Tolazoline
DB00863,Ranitidine,DB08828,Vismodegib
DB00863,Ranitidine,DB00682,Warfarin
DB00864,Tacrolimus,DB00106,Abarelix
DB00864,Tacrolimus,DB05773,ado-trastuzumab emtansine
DB00864,Tacrolimus,DB00479,Amikacin
DB00864,Tacrolimus,DB01118,Amiodarone
DB00864,Tacrolimus,DB00321,Amitriptyline
DB00864,Tacrolimus,DB00543,Amoxapine
DB00864,Tacrolimus,DB00681,Amphotericin B
DB00864,Tacrolimus,DB00701,Amprenavir
DB00864,Tacrolimus,DB00714,Apomorphine
DB00864,Tacrolimus,DB04626,Apramycin
DB00864,Tacrolimus,DB01169,Arsenic trioxide
DB00864,Tacrolimus,DB06697,Artemether
DB00864,Tacrolimus,DB01072,Atazanavir
DB00864,Tacrolimus,DB00290,Bleomycin
DB00864,Tacrolimus,DB08873,Boceprevir 
DB00864,Tacrolimus,DB08870,Brentuximab vedotin
DB00864,Tacrolimus,DB01200,Bromocriptine
DB00864,Tacrolimus,DB00564,Carbamazepine
DB00864,Tacrolimus,DB00958,Carboplatin
DB00864,Tacrolimus,DB00262,Carmustine
DB00864,Tacrolimus,DB00520,Caspofungin
DB00864,Tacrolimus,DB00291,Chlorambucil
DB00864,Tacrolimus,DB00446,Chloramphenicol
DB00864,Tacrolimus,DB00477,Chlorpromazine
DB00864,Tacrolimus,DB00501,Cimetidine
DB00864,Tacrolimus,DB00604,Cisapride
DB00864,Tacrolimus,DB00515,Cisplatin
DB00864,Tacrolimus,DB00242,Cladribine
DB00864,Tacrolimus,DB01211,Clarithromycin
DB00864,Tacrolimus,DB00631,Clofarabine
DB00864,Tacrolimus,DB01242,Clomipramine
DB00864,Tacrolimus,DB00257,Clotrimazole
DB00864,Tacrolimus,DB00872,Conivaptan
DB00864,Tacrolimus,DB08865,Crizotinib
DB00864,Tacrolimus,DB00091,Cyclosporine
DB00864,Tacrolimus,DB01406,Danazol
DB00864,Tacrolimus,DB01264,Darunavir
DB00864,Tacrolimus,DB01254,Dasatinib
DB00864,Tacrolimus,DB00705,Delavirdine
DB00864,Tacrolimus,DB01151,Desipramine
DB00864,Tacrolimus,DB00343,Diltiazem
DB00864,Tacrolimus,DB00280,Disopyramide
DB00864,Tacrolimus,DB00204,Dofetilide
DB00864,Tacrolimus,DB00757,Dolasetron
DB00864,Tacrolimus,DB01184,Domperidone
DB00864,Tacrolimus,DB01142,Doxepin
DB00864,Tacrolimus,DB04855,Dronedarone
DB00864,Tacrolimus,DB00450,Droperidol
DB00864,Tacrolimus,DB00199,Erythromycin
DB00864,Tacrolimus,DB00977,Ethinyl Estradiol
DB00864,Tacrolimus,DB01023,Felodipine
DB00864,Tacrolimus,DB01195,Flecainide
DB00864,Tacrolimus,DB00196,Fluconazole
DB00864,Tacrolimus,DB00472,Fluoxetine
DB00864,Tacrolimus,DB00875,Flupentixol
DB00864,Tacrolimus,DB01319,Fosamprenavir
DB00864,Tacrolimus,DB00529,Foscarnet
DB00864,Tacrolimus,DB01320,Fosphenytoin
DB00864,Tacrolimus,DB01044,Gatifloxacin
DB00864,Tacrolimus,DB00798,Gentamicin
DB00864,Tacrolimus,DB06674,golimumab
DB00864,Tacrolimus,DB01218,Halofantrine
DB00864,Tacrolimus,DB00502,Haloperidol
DB00864,Tacrolimus,DB04865,Homoharringtonine
DB00864,Tacrolimus,DB00308,Ibutilide
DB00864,Tacrolimus,DB00619,Imatinib
DB00864,Tacrolimus,DB00458,Imipramine
DB00864,Tacrolimus,DB00808,Indapamide
DB00864,Tacrolimus,DB00224,Indinavir
DB00864,Tacrolimus,DB00951,Isoniazid
DB00864,Tacrolimus,DB00270,Isradipine
DB00864,Tacrolimus,DB01167,Itraconazole
DB00864,Tacrolimus,DB01026,Ketoconazole
DB00864,Tacrolimus,DB01259,Lapatinib
DB00864,Tacrolimus,DB01137,Levofloxacin
DB00864,Tacrolimus,DB01601,Lopinavir
DB00864,Tacrolimus,DB00408,Loxapine
DB00864,Tacrolimus,DB06708,Lumefantrine
DB00864,Tacrolimus,DB00934,Maprotiline
DB00864,Tacrolimus,DB00358,Mefloquine
DB00864,Tacrolimus,DB00933,Mesoridazine
DB00864,Tacrolimus,DB00333,Methadone
DB00864,Tacrolimus,DB00959,Methylprednisolone
DB00864,Tacrolimus,DB01233,Metoclopramide
DB00864,Tacrolimus,DB00916,Metronidazole
DB00864,Tacrolimus,DB01388,Mibefradil
DB00864,Tacrolimus,DB01110,Miconazole
DB00864,Tacrolimus,DB00218,Moxifloxacin
DB00864,Tacrolimus,DB00688,Mycophenolate mofetil
DB00864,Tacrolimus,DB00108,Natalizumab
DB00864,Tacrolimus,DB01149,Nefazodone
DB00864,Tacrolimus,DB00220,Nelfinavir
DB00864,Tacrolimus,DB00994,Neomycin
DB00864,Tacrolimus,DB00955,Netilmicin
DB00864,Tacrolimus,DB00622,Nicardipine
DB00864,Tacrolimus,DB01115,Nifedipine
DB00864,Tacrolimus,DB04868,Nilotinib
DB00864,Tacrolimus,DB01059,Norfloxacin
DB00864,Tacrolimus,DB00540,Nortriptyline
DB00864,Tacrolimus,DB00104,Octreotide
DB00864,Tacrolimus,DB00338,Omeprazole
DB00864,Tacrolimus,DB01229,Paclitaxel
DB00864,Tacrolimus,DB00738,Pentamidine
DB00864,Tacrolimus,DB00556,Perflutren
DB00864,Tacrolimus,DB01174,Phenobarbital
DB00864,Tacrolimus,DB00252,Phenytoin
DB00864,Tacrolimus,DB01100,Pimozide
DB00864,Tacrolimus,DB01263,Posaconazole
DB00864,Tacrolimus,DB01599,Probucol
DB00864,Tacrolimus,DB01035,Procainamide
DB00864,Tacrolimus,DB01182,Propafenone
DB00864,Tacrolimus,DB00344,Protriptyline
DB00864,Tacrolimus,DB01224,Quetiapine
DB00864,Tacrolimus,DB00908,Quinidine
DB00864,Tacrolimus,DB01369,Quinupristin
DB00864,Tacrolimus,DB00243,Ranolazine
DB00864,Tacrolimus,DB00615,Rifabutin
DB00864,Tacrolimus,DB01045,Rifampicin
DB00864,Tacrolimus,DB06372,Rilonacept
DB00864,Tacrolimus,DB00734,Risperidone
DB00864,Tacrolimus,DB00503,Ritonavir
DB00864,Tacrolimus,DB01232,Saquinavir
DB00864,Tacrolimus,DB06207,Silodosin
DB00864,Tacrolimus,DB00877,Sirolimus
DB00864,Tacrolimus,DB00489,Sotalol
DB00864,Tacrolimus,DB01208,Sparfloxacin
DB00864,Tacrolimus,DB01323,St. John's Wort
DB00864,Tacrolimus,DB01082,Streptomycin
