drug pair    DDICorpus2013    KEGG
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00811-http://bio2rdf.org/drugbank:DB00649    [(None, None)]    [('http://rest.kegg.jp/ddi/D00423\r', None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [('http://rest.kegg.jp/ddi/D00141\r', None)]
http://bio2rdf.org/drugbank:DB00818-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [('http://rest.kegg.jp/ddi/D00549\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01361    [(None, None)]    [('http://rest.kegg.jp/ddi/D00320\r', None)]
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB00559    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB00289-http://bio2rdf.org/drugbank:DB01001    [(None, None)]    [('http://rest.kegg.jp/ddi/D02147\r', None)]
http://bio2rdf.org/drugbank:DB00701-http://bio2rdf.org/drugbank:DB00615    [(None, None)]    [('http://rest.kegg.jp/ddi/D00424\r', None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01259    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00862    [(None, None)]    [('http://rest.kegg.jp/ddi/D09989\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00813    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00609-http://bio2rdf.org/drugbank:DB00951    [(None, None)]    [('http://rest.kegg.jp/ddi/D00346\r', None)]
http://bio2rdf.org/drugbank:DB00619-http://bio2rdf.org/drugbank:DB01211    [(None, None)]    [('http://rest.kegg.jp/ddi/D00276\r', None)]
http://bio2rdf.org/drugbank:DB00759-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00201\r', None)]
http://bio2rdf.org/drugbank:DB00784-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00604    [(None, None)]    [('http://rest.kegg.jp/ddi/D00274\r', None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB01159    [(None, None)]    [('http://rest.kegg.jp/ddi/D00095\r', None)]
http://bio2rdf.org/drugbank:DB00973-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00672    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB01067    [(None, None)]    [('http://rest.kegg.jp/ddi/D00322\r', None)]
http://bio2rdf.org/drugbank:DB00612-http://bio2rdf.org/drugbank:DB00575    [(None, None)]    [('http://rest.kegg.jp/ddi/D00281\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00993    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00999    [(None, None)]    [('http://rest.kegg.jp/ddi/D00130\r', None)]
http://bio2rdf.org/drugbank:DB00520-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00141\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00619    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00444-http://bio2rdf.org/drugbank:DB01229    [(None, None)]    [('http://rest.kegg.jp/ddi/D00491\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00320\r', None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01238    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01238    [(None, None)]    [('http://rest.kegg.jp/ddi/D01164\r', None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [('http://rest.kegg.jp/ddi/D00550\r', None)]
http://bio2rdf.org/drugbank:DB00209-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [('http://rest.kegg.jp/ddi/D00842\r', None)]
http://bio2rdf.org/drugbank:DB01108-http://bio2rdf.org/drugbank:DB00648    [(None, None)]    [('http://rest.kegg.jp/ddi/D00420\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00512\r', None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00404    [(None, None)]    [('http://rest.kegg.jp/ddi/D00225\r', None)]
http://bio2rdf.org/drugbank:DB00579-http://bio2rdf.org/drugbank:DB01170    [(None, None)]    [('http://rest.kegg.jp/ddi/D00367\r', None)]
http://bio2rdf.org/drugbank:DB00318-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D03580\r', None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00482    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00554-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00788-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00864    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00429\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01059    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00864    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB00158-http://bio2rdf.org/drugbank:DB00795    [(None, None)]    [('http://rest.kegg.jp/ddi/D00070\r', None)]
http://bio2rdf.org/drugbank:DB01248-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00387\r', None)]
http://bio2rdf.org/drugbank:DB01285-http://bio2rdf.org/drugbank:DB00681    [(None, None)]    [('http://rest.kegg.jp/ddi/D00146\r', None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00530    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [('http://rest.kegg.jp/ddi/D00130\r', None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01068    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB00857-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00962    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00862    [(None, None)]    [('http://rest.kegg.jp/ddi/D09989\r', None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [('http://rest.kegg.jp/ddi/D00315\r', None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00814    [(None, None)]    [('http://rest.kegg.jp/ddi/D00331\r', None)]
