drug pair    NDFRT    DrugBank
http://bio2rdf.org/drugbank:DB00514-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033572', u'DEXTROMETHORPHAN/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01223    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032881', u'AMINOPHYLLINE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034859', u'PIMOZIDE/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB06335    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182800', u'RIFAMPIN/SAXAGLIPTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180497', u'AMPRENAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00635    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034196', u'PREDNISONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB01208    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033586', u'AMIODARONE/SPARFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176469', u'CIPROFLOXACIN/CLOZAPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB05521-http://bio2rdf.org/drugbank:DB00897    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182850', u'TELAPREVIR/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00531-http://bio2rdf.org/drugbank:DB00196    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035285', u'CYCLOPHOSPHAMIDE/FLUCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB04835    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176846', u'MARAVIROC/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181736', u'CABAZITAXEL/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB01175    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180807', u'ESCITALOPRAM OXALATE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00459-http://bio2rdf.org/drugbank:DB00563    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035083', u'ACITRETIN/METHOTREXATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00373-http://bio2rdf.org/drugbank:DB01016    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032710', u'GLYBURIDE/TIMOLOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB00343    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034907', u'DILTIAZEM/TRIAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00916-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033744', u'DICUMAROL/METRONIDAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034114', u'CARBAMAZEPINE/DESIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01104-http://bio2rdf.org/drugbank:DB00998    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176352', u'FROVATRIPTAN/SERTRALINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00494-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180664', u'ENTACAPONE/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB01303    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033362', u'CIPROFLOXACIN/OXTRIPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB04855    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180972', u'DRONEDARONE/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00269    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033940', u'CHLOROTRIANISENE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00323-http://bio2rdf.org/drugbank:DB00601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180661', u'LINEZOLID/TOLCAPONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00881    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033013', u'QUINAPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00849    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035093', u'ETHINYL ESTRADIOL/MEPHOBARBITAL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00801-http://bio2rdf.org/drugbank:DB00363    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033253', u'CLOZAPINE/HALAZEPAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01149-http://bio2rdf.org/drugbank:DB00601    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035215', u'LINEZOLID/NEFAZODONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01607-http://bio2rdf.org/drugbank:DB00479    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032777', u'AMIKACIN/TICARCILLIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00555    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034614', u'LAMOTRIGINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00918    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176305', u'ALMOTRIPTAN/PAROXETINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00637-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033987', u'ASTEMIZOLE/CISAPRIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00542-http://bio2rdf.org/drugbank:DB00421    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033012', u'BENAZEPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB04575-http://bio2rdf.org/drugbank:DB01174    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033932', u'PHENOBARBITAL/QUINESTROL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01601-http://bio2rdf.org/drugbank:DB00820    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181363', u'LOPINAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00246-http://bio2rdf.org/drugbank:DB01211    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176471', u'CLARITHROMYCIN/ZIPRASIDONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00542-http://bio2rdf.org/drugbank:DB00384    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033007', u'BENAZEPRIL/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00881-http://bio2rdf.org/drugbank:DB00384    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033008', u'QUINAPRIL/TRIAMTERENE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035245', u'AMPRENAVIR/ETHINYL ESTRADIOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035412', u'CIMETIDINE/NIFEDIPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034799', u'TACROLIMUS/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00479-http://bio2rdf.org/drugbank:DB01337    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032840', u'AMIKACIN/PANCURONIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00864    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033434', u'RIFAMPIN/TACROLIMUS [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00637-http://bio2rdf.org/drugbank:DB00673    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035254', u'APREPITANT/ASTEMIZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01151    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033913', u'DESIPRAMINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033461', u'QUINIDINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00722    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032603', u'LISINOPRIL/SPIRONOLACTONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033369', u'AMOXAPINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00254-http://bio2rdf.org/drugbank:DB01045    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033433', u'DOXYCYCLINE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00661    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032669', u'CARBAMAZEPINE/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00578-http://bio2rdf.org/drugbank:DB00595    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033868', u'CARBENICILLIN/OXYTETRACYCLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00955-http://bio2rdf.org/drugbank:DB01337    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034049', u'NETILMICIN/PANCURONIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00344-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033399', u'PHENELZINE/PROTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00359    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033267', u'CYCLOSPORINE/SULFADIAZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00701    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034278', u'AMPRENAVIR/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176445', u'RITONAVIR/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00250    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034302', u'DAPSONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00317    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176452', u'GEFITINIB/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00540-http://bio2rdf.org/drugbank:DB00564    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034110', u'CARBAMAZEPINE/NORTRIPTYLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00661    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034638', u'DOFETILIDE/VERAPAMIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00319    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035501', u'METHOTREXATE/PIPERACILLIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033700', u'AMIODARONE/DICUMAROL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00218-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035196', u'ERYTHROMYCIN/MOXIFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00367    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034155', u'LEVONORGESTREL/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00582-http://bio2rdf.org/drugbank:DB01248    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181549', u'DOCETAXEL/VORICONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB06772    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181739', u'CABAZITAXEL/CARBAMAZEPINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00542-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033017', u'AMILORIDE/BENAZEPRIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB01137    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034579', u'IRON/LEVOFLOXACIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01118    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176484', u'AMIODARONE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00208-http://bio2rdf.org/drugbank:DB00277    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033192', u'THEOPHYLLINE/TICLOPIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00454-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032814', u'MEPERIDINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB01100    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176656', u'PAROXETINE/PIMOZIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180349', u'AMOXAPINE/CIMETIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034351', u'RIFABUTIN/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00726-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033405', u'TRANYLCYPROMINE/TRIMIPRAMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00829-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034124', u'DIAZEPAM/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01232-http://bio2rdf.org/drugbank:DB00700    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034996', u'EPLERENONE/SAQUINAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB04574    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033945', u'ESTROPIPATE/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00876-http://bio2rdf.org/drugbank:DB00594    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176571', u'AMILORIDE/EPROSARTAN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00604    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034130', u'AMOXAPINE/CISAPRIDE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00820    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180345', u'KETOCONAZOLE/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB01242    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033910', u'CLOMIPRAMINE/RIFABUTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00802-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180435', u'ALFENTANIL/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00678    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033957', u'LOSARTAN/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033514', u'ALPRAZOLAM/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00440-http://bio2rdf.org/drugbank:DB01035    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033560', u'PROCAINAMIDE/TRIMETHOPRIM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00829    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000181975', u'DIAZEPAM/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00490-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176459', u'BUSPIRONE/ERYTHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00752-http://bio2rdf.org/drugbank:DB01365    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034010', u'MEPHENTERMINE/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00736    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034864', u'ESOMEPRAZOLE/KETOCONAZOLE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033094', u'ERYTHROMYCIN/MIDAZOLAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034218', u'LISINOPRIL/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00672    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034665', u'CHLORPROPAMIDE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00562-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032780', u'BENZTHIAZIDE/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB00752    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034643', u'LEVODOPA/TRANYLCYPROMINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB00692    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000171909', u'PHENTOLAMINE/VARDENAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01029-http://bio2rdf.org/drugbank:DB01356    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035347', u'IRBESARTAN/LITHIUM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB01072    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000180498', u'ATAZANAVIR/TADALAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00759-http://bio2rdf.org/drugbank:DB00459    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035151', u'ACITRETIN/TETRACYCLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00862-http://bio2rdf.org/drugbank:DB00199    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034894', u'ERYTHROMYCIN/VARDENAFIL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00822-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033740', u'DICUMAROL/DISULFIRAM [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01115-http://bio2rdf.org/drugbank:DB00976    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000182512', u'NIFEDIPINE/TELITHROMYCIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01357    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033316', u'CARBAMAZEPINE/MESTRANOL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB00717    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000178022', u'BOSENTAN/NORETHINDRONE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01593-http://bio2rdf.org/drugbank:DB01137    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034955', u'LEVOFLOXACIN/ZINC [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00977-http://bio2rdf.org/drugbank:DB00273    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034928', u'ETHINYL ESTRADIOL/TOPIRAMATE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00641-http://bio2rdf.org/drugbank:DB01319    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035014', u'FOSAMPRENAVIR/SIMVASTATIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00780    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033379', u'DESIPRAMINE/PHENELZINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01369-http://bio2rdf.org/drugbank:DB00908    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034414', u'QUINIDINE/QUINUPRISTIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB00615    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176661', u'RIFABUTIN/SUNITINIB [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB01247    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000035428', u'DULOXETINE/ISOCARBOXAZID [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01223-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032737', u'AMINOPHYLLINE/CIMETIDINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032965', u'DICLOFENAC/DICUMAROL [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01234    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000176634', u'DEXAMETHASONE/SUNITINIB [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00277-http://bio2rdf.org/drugbank:DB00501    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000032738', u'CIMETIDINE/THEOPHYLLINE [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB01045    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034194', u'METHYLPREDNISOLONE/RIFAMPIN [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01083    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034728', u'CYCLOSPORINE/ORLISTAT [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00647-http://bio2rdf.org/drugbank:DB00503    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000034499', u'PROPOXYPHENE/RITONAVIR [VA Drug Interaction]')]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00266    [(u'http://purl.bioontology.org/ontology/NDFRT/N0000033746', u'DICUMAROL/PHENYTOIN [VA Drug Interaction]')]    [(None, None)]
