Drug 1 Name	Drug 2 Name	Summary	Description
Peg-IFN alfa	Bortezomib	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Bortezomib is metabolized by and is a weak inhibitor of CYPs 1A2, 2C9, 2C19, 2D6 and 3A4.	(See Summary)
Peg-IFN alfa	Bosentan	Not Available	Not Available
Peg-IFN alfa	Brivudine	Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic is unlikely.	(See Summary)
Peg-IFN alfa	Bromazepam	Co-administration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely	(See Summary)
Peg-IFN alfa	Bromocriptine	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Bromperidol	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as bromperidol is metabolised by CYP3A4.	(See Summary)
Peg-IFN alfa	Budesonide	Not Available	Not Available
Peg-IFN alfa	Bumetanide	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely as ~80% of administered bumetanide is excreted in the urine as unchanged drug.	(See Summary)
Peg-IFN alfa	Bupivacaine	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Buprenorphine	Not Available	Not Available
Peg-IFN alfa	Bupropion	Not Available	Not Available
Peg-IFN alfa	Buspirone	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Calcitonin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Calcitonin is metabolised primarily via proteolysis in the kidney.and to date no clinically significant interactions have been published that would be of concern.	(See Summary)
Peg-IFN alfa	Calcium resonium	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as calcium resonium is not absorbed.	(See Summary)
Peg-IFN alfa	Canagliflozin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Canagliflozin is metabolised by UGTs and is a substrate and inhibitor of P-gp.	(See Summary)
Peg-IFN alfa	Candesartan	Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, use of candesartan in severe hepatic impairment is contraindicated in the European SPC; the US Prescribing Information recommends caution in moderate hepatic impairment.	(See Summary)
Peg-IFN alfa	Cannabis	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Capecitabine	Coadministration has not been studied. Use with caution as both drugs are associated with anaemia and thrombocytopaenia. Monitoring of haemoglobin and platelets is warranted if coadministered.	(See Summary)
Peg-IFN alfa	Capreomycin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. 	(See Summary)
Peg-IFN alfa	Captopril	Coadministration has not been studied, based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely as captopril is largely excreted in the urine (40-50% as unchanged drug, the rest as disulfide and other metabolites).	(See Summary)
Peg-IFN alfa	Carbamazepine	Not Available	Not Available
Peg-IFN alfa	Carbidopa	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carbidopa is partly metabolized and partly eliminated unchanged (30% of the total urinary excretion).	(See Summary)
Peg-IFN alfa	Carbimazole	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Carboplatin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carboplatin is excreted primarily by renal glomerular filtration.	(See Summary)
Peg-IFN alfa	Carisoprodol	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Carisoprodol is metabolised by CYP2C19.	(See Summary)
Peg-IFN alfa	Carvedilol	Coadministration has not been studied, based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. However, monitor for overlapping toxicities as carvedilol can commonly cause depression. Note, the US Prescribing Information contraindicates carvedilol in patients with severe liver impairment and the European SPC contraindicates it in patients with hepatic dysfunction.	(See Summary)
Peg-IFN alfa	Caspofungin	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely as caspofungin undergoes spontaneous chemical degradation and non-CYP medicated metabolism. Note, no dose adjustment is required in patients with normal hepatic function but a dose reduction of caspofungin daily dose to 35 mg is recommended for adults with moderate hepatic impairment. There is no clinical experience in adults with severe hepatic impairment.	(See Summary)
Peg-IFN alfa	Cefaclor	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Cefaclor is predominantly eliminated unchanged by the kidneys.	(See Summary)
Peg-IFN alfa	Cefadroxil	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Cefadroxil is not metabolised and is predominantly eliminated unchanged by the kidneys.	(See Summary)
Peg-IFN alfa	Cefalexin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. 	(See Summary)
Peg-IFN alfa	Cefazolin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. 	 (See Summary)
Peg-IFN alfa	Cefixime	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Cefotaxime	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Cefradine	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Cefradine is not metabolised and is predominantly eliminated unchanged by the kidneys.	(See Summary)
Peg-IFN alfa	Ceftaroline	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Ceftaroline is not metabolised by CYP enzymes and is primarily eliminated by the kidneys.	(See Summary)
Peg-IFN alfa	Ceftazidime	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Ceftriaxone	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Cefuroxime	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Celecoxib	Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, use in patients with severe liver impairment is contraindicated in the European SPC and not recommended in the US Prescribing Information. In patients with moderate liver impairment (serum albumin 25-35 g/L, Child-Pugh Class B), celecoxib treatment should be started at half the recommended dose.	(See Summary)
Peg-IFN alfa	Celiprolol	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Metabolism of celiprolol is minimal and it is mainly excreted unchanged in the urine and faeces.	(See Summary)
Peg-IFN alfa	Cetirizine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cetirizine is metabolised only to a limited extent and is eliminated unchanged in the urine through both glomerular filtration and tubular secretion.	(See Summary)
Peg-IFN alfa	Chlorambucil	Coadministration has not been studied but a clinically significant interaction is considered unlikely. Very little has been described about chlorambucil metabolism in humans but CYP450 enzymes are not involved.	(See Summary)
Peg-IFN alfa	Chloramphenicol	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Chloroquine	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, the European SPC and US Prescribing Information for chloroquine both recommend caution in impaired hepatic function.	(See Summary)
Peg-IFN alfa	Chlorothiazide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Chlorothiazide is not metabolised and is eliminated rapidly by renal excretion.	(See Summary)
Peg-IFN alfa	Chlorphenamine	Not Available	Not Available
Peg-IFN alfa	Chlorpromazine	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. However, chlorpromazine can cause neutropenia which should be monitored well in combination with interferon. Note, the European SPC for chlorpromazine advises that its use should be avoided in patients with hepatic dysfunction.	(See Summary)
Peg-IFN alfa	Chlortalidone	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely as chlortalidone is largely excreted unchanged in the urine and faeces.	(See Summary)
Peg-IFN alfa	Ciclesonide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Ciclesonide is hydrolyzed by esterases to an active metabolite, des-ciclesonide, which is further metabolised by CYP3A4 and to a lesser extent by CYP2D6.	(See Summary)
Peg-IFN alfa	Ciclosporin	Not Available	Not Available
Peg-IFN alfa	Cidofovir	Not Available	Not Available
Peg-IFN alfa	Cilazapril	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Cilazapril is rapidly converted to the active form, cilazaprilat, which is excreted unchanged in the urine. In patients with cirrhosis, a maximum dose of 0.5 mg/day is recommended as significant hypotension may occur.	(See Summary)
Peg-IFN alfa	Cilostazol	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Cimetidine	Not Available	Not Available
Peg-IFN alfa	Ciprofloxacin	Not Available	Not Available
Peg-IFN alfa	Cisapride	Not Available	Not Available
Peg-IFN alfa	Cisatracurium	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisatracurium undergoes mainly (80% of overall elimination) spontaneous degradation in plasma and tissues at physiological pH and temperature (Hofmann elimination).	(See Summary)
Peg-IFN alfa	Cisplatin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cisplatin is eliminated renally via OCT2 and MATE1. 	(See Summary)
Peg-IFN alfa	Citalopram	Not Available	Not Available
Peg-IFN alfa	Clarithromycin	Not Available	Not Available
Peg-IFN alfa	Clavulanic acid	Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Clavulanic acid is extensively metabolized (likely by a non-CYP mediated pathway) and excreted in the urine by glomerular filtration.  	(See Summary)
Peg-IFN alfa	Clevidipine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Clevidipine is rapidly metabolised by hydrolysis of the ester linkage and does not undergo CYP metabolism.	(See Summary)
Peg-IFN alfa	Clindamycin	Not Available	Not Available
Peg-IFN alfa	Clobazam	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely	(See Summary)
Peg-IFN alfa	Clobetasol (topical)	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Following topical application to most areas of normal skin, only minimal amounts of the drug reach the dermis and subsequently the systemic circulation.	(See Summary)
Peg-IFN alfa	Clobetasone (topical)	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Following topical application to most areas of normal skin, only minimal amounts of the drug reach the dermis and subsequently the systemic circulation.	(See Summary)
Peg-IFN alfa	Clomifene	Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Studies suggest clomiphene is metabolised by CYP3A4, CYP2D6 and UGTs.	(See Summary)
Peg-IFN alfa	Clomipramine	Not Available	Not Available
Peg-IFN alfa	Clonazepam	Not Available	Not Available
Peg-IFN alfa	Clonidine	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely as ~70% administered clonidine is excreted in the urine, mainly in form of the unchanged parent drug (40-60% of the dose).	(See Summary)
Peg-IFN alfa	Clopidogrel	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, the European SPC for clopidogrel contraindicates it use in severe hepatic impairment but the US Prescribing Information states no dose alteration.	(See Summary)
Peg-IFN alfa	Clorazepate	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely	(See Summary)
Peg-IFN alfa	Cloxacillin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Clozapine	Not Available	Not Available
Peg-IFN alfa	Cobicistat (with ATV or DRV)	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. The metabolism of peginterferon alfa is not fully characterized, however studies in rats indicate that the kidney is a major organ for excretion. Peginterferon alfa has no effect on in vivo metabolic activity of CYPs 3A4, 2C9, 2C19 and 2D6.	(See Summary)
Peg-IFN alfa	Cocaine	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Codeine	Not Available	Not Available
Peg-IFN alfa	Colchicine	Not Available	Not Available
Peg-IFN alfa	Colestyramine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely.	(See Summary)
Peg-IFN alfa	Conivaptan	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Conivaptan is a substrate and inhibitor of CYP3A4.	(See Summary)
Peg-IFN alfa	Cyclobenzaprine	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Cyclobenzaprine undergoes a complex metabolic process involving glucuronidation and several CYP enzymes.	(See Summary)
Peg-IFN alfa	Cytisine	Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic is unlikely.	(See Summary)
Peg-IFN alfa	Dabigatran	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	 (See Summary)
Peg-IFN alfa	Daclatasvir	Coadministration of peg-interferon alfa (180 µg once weekly), ribavirin (1000 or 1200 mg daily in two divided doses) and daclatasvir (60 mg once daily) to patients with chronic HCV infection had no clinically relevant effect on concentrations of peg-interferon alfa, ribavirin or daclatasvir. No dose adjustment of daclastavir, peginterferon alfa, or ribavirin is required.	Peg-interferon alfa (180 µg once weekly), ribavirin (1000 or 1200 mg daily in two divided doses) and daclatasvir (60 mg once daily) were administered to patients with chronic HCV infection. PK parameters for daclatasvir in this study were similar to those observed in a study of HCV-infected subjects administered daclatasvir monotherapy for 14 days. PK trough levels for peginterferon alfa were similar to those in patients who received peginterferon alfa, ribavirin, and placebo. There was no clinically relevant effect on ribavirin AUC (6% decrease), Cmax (6% decrease) or Cmin (2% decrease). No dose adjustment of daclastavir, peginterferon alfa, or ribavirin is required.Daklinza Summary of Product Characteristics, Bristol-Myers Squibb, September 2014.
Peg-IFN alfa	Dalteparin	Coadministration has not been studied but a clinically significant pharmacokinetic interaction is unlikely. Dalteparin is excreted largely unchanged via the kidneys. 	(See Summary)
Peg-IFN alfa	Danaparoid	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Danaparoid is renally excreted and no hepatic involvement was shown in animal studies. Note, caution is required if using in patients with renal impairment.	(See Summary)
Peg-IFN alfa	Dantron	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dantron is absorbed from the small intestine and acts at the large intestine. 	(See Summary)
Peg-IFN alfa	Dapagliflozin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dapagliflozin is metabolised by UGT1A9. 	(See Summary)
Peg-IFN alfa	Dapsone	Administration of Pegasys 180 micrograms once weekly for 4 weeks in healthy male subjects did not show any effect on dapsone pharmacokinetic profiles.	Administration of Pegasys 180 micrograms once weekly for 4 weeks in healthy male subjects did not show any effect on mephenytoin, dapsone, debrisoquine and tolbutamide pharmacokinetic profiles, suggesting that Pegasys has no effect on in vivo metabolic activity of cytochrome P450 3A4, 2C9, 2C19 and 2D6 isozymes.Pegasys Summary of Product Characteristics, Roche Products Ltd, July 2010.
Peg-IFN alfa	Darbepoetin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Darbepoetin is not hepatically metabolized and to date no clinically significant interactions have been published that would be of concern.	(See Summary)
Peg-IFN alfa	Darunavir	Not Available	Not Available
Peg-IFN alfa	Dasatinib	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dasatinib is a substrate and an inhibitor of cytochrome CYP3A4.	(See Summary)
Peg-IFN alfa	Delavirdine	Not Available	Not Available
Peg-IFN alfa	Desipramine	Not Available	Not Available
Peg-IFN alfa	Desloratidine	Not Available	Not Available
Peg-IFN alfa	Desmopressin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as desmopressin undergoes no significant metabolism.	(See Summary)
Peg-IFN alfa	Desogestrel	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Desogestrel is a prodrug that requires activation to etonogestrel. Activation to etonogestrel is by CYP2C9 (and possible CYP2C19); the metabolism of etonogestrel is mediated by CYP3A4.	(See Summary)
Peg-IFN alfa	Desvenlafaxine	Coadministration has not been studied but based on metabolism and clearance a clinically significant pharmacokinetic is unlikely. Note, a maximum dose of 50 mg is recommended in moderate hepatic impairment.	(See Summary)
Peg-IFN alfa	Dexamethasone	Not Available	Not Available
Peg-IFN alfa	Dextromethorphan	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Dextropropoxyphene	Not Available	Not Available
Peg-IFN alfa	Diamorphine	Not Available	Not Available
Peg-IFN alfa	Diazepam	Not Available	Not Available
Peg-IFN alfa	Diclofenac	Not Available	Not Available
Peg-IFN alfa	Didanosine	Co-infected patients with advanced cirrhosis receiving HAART may be at increased risk of hepatic decompensation and possibly death if treated with ribavirin and interferons, including Pegasys. Baseline variables in co-infected cirrhotic patients that may be associated with hepatic decompensation include treatment with didanosine. Co-administration of ribavirin and didanosine is not recommended.	Co-infected patients with advanced cirrhosis receiving HAART may also be at increased risk of hepatic decompensation and possibly death if treated with ribavirin in combination with interferons, including Pegasys. Baseline variables in co-infected cirrhotic patients that may be associated with hepatic decompensation include: increased serum bilirubin, decreased haemoglobin, increased alkaline phosphatase or decreased platelet count, and treatment with didanosine. Co-administration of ribavirin and didanosine is not recommended.Pegasys Summary of Product Characteristics, Roche Products Ltd, July 2010.ViraferonPeg Summary of product Characteristics, Schering-Plough Ltd, May 2010.
Peg-IFN alfa	Dienogest	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dienogest is a substrate of CYP3A4.	(See Summary)
Peg-IFN alfa	Diflunisal	Not Available	Not Available
Peg-IFN alfa	Digoxin	Not Available	Not Available
Peg-IFN alfa	Dihydroartemisinin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Dihydrocodeine	Not Available	Not Available
Peg-IFN alfa	Dihydroergotamine	Not Available	Not Available
Peg-IFN alfa	Diltiazem	Not Available	Not Available
Peg-IFN alfa	Diphenhydramine	Not Available	Not Available
Peg-IFN alfa	Dipyridamole	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dipyridamole is glucuronidated and does not appear to be metabolised by cytochrome P450s. 	(See Summary)
Peg-IFN alfa	Disopyramide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely	(See Summary)
Peg-IFN alfa	Disulfiram	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. However, some preparations of interferon contain alcohol which could result in a “disulfiram-alcohol reaction”.	(See Summary)
Peg-IFN alfa	Dofetilide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dofetilide is eliminated in the kidney by cationic secretion and is metabolized to a small extent by CYP3A4. Note, caution is required if using dofetilide in any degree of renal impairment.	(See Summary)
Peg-IFN alfa	Dolutegravir	Coadministration has not been studied but based on the metabolism/elimination and toxicity profiles of both drugs, there is little potential for interaction. The metabolism of peginterferon alfa-2a is not fully characterized, however studies in rats indicate that the kidney is a major organ for excretion. 	(See Summary)
Peg-IFN alfa	Domperidone	Not Available	Not Available
Peg-IFN alfa	Dorzolamide	Coadministration has not been studied but, based on metabolism and clearance, a clinically significant interaction is unlikely as dorzolamide undergoes minimal metabolism and is largely excreted unchanged in the urine.	(See Summary)
Peg-IFN alfa	Doxazosin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, the European SPC does not recommend doxazosin in severe hepatic impairment; the US Prescribing Information has a caution for use in hepatic impairment.	(See Summary)
Peg-IFN alfa	Doxepin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, the European and US product labels for doxepin advise caution and monitoring in patients with hepatic impairment as a dosage reduction may be required.	(See Summary)
Peg-IFN alfa	Doxorubicin	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Doxycycline	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Doxycycline is mainly excreted in the urine and faeces as unchanged active substance.	(See Summary)
Peg-IFN alfa	Dronedarone	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as dronedarone is primarily metabolised by CYP3A4.	(See Summary)
Peg-IFN alfa	Droperidol	Coadministration has not been studied but based on metabolism and clearance, a clinically significant pharmacokinetic interaction is unlikely.	(See Summary)
Peg-IFN alfa	Drospirenone	Not Available	Not Available
Peg-IFN alfa	Dulaglutide	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Dulaglutide is presumed to be degraded into its component amino acids by general protein catabolism pathways.	(See Summary)
Peg-IFN alfa	Duloxetine	Not Available	Not Available
Peg-IFN alfa	Dutasteride	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Note, the European SPC (but not the US Prescribing Information) cautions against dutasteride use in mild to moderate hepatic impairment and contraindicates it in severe hepatic impairment.	(See Summary)
Peg-IFN alfa	Echinacea	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Studies using a cocktail of probe drugs showed Echinacea inhibited CYP1A2 and intestinal CYP3A activity, and induced hepatic CYP3A activity.	(See Summary)
Peg-IFN alfa	Eculizumab	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Eculizumab contains only naturally occurring amino acids and has no known active metabolites. Human antibodies are predominately catabolized by lysosomal enzymes to small peptides and amino acids. No drug interactions have been described to date.	(See Summary)
Peg-IFN alfa	Edoxaban	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as edoxaban is a substrate of carboxylesterase 1, CYP3A4/5 and P-gp.	(See Summary)
Peg-IFN alfa	Efavirenz	Not Available	Not Available
Peg-IFN alfa	Elbasvir/Grazoprevir	Coadministration is not recommended as elbasvir/grazoprevir (with or without ribavirin) is a complete interferon free regimen.	(See Summary)
Peg-IFN alfa	Eletriptan	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as eletriptan is metabolised by CYP3A4.	(See Summary)
Peg-IFN alfa	Eltrombopag	Not Available	Not Available
Peg-IFN alfa	Elvitegravir/cobi/FTC/TAF	Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. The metabolism of peginterferon alfa-2a is not fully characterized, however studies in rats indicate that the kidney is a major organ for excretion. However, hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV co-infected patients receiving NRTI-containing HIV therapy and interferon alpha and ribavirin. Therefore, patients receiving interferon with ribavirin and NRTIs should be closely monitored for treatment-associated toxicities, especially hepatic decompensation and anaemia.	(See Summary)
Peg-IFN alfa	Elvitegravir/cobi/FTC/TDF	Coadministration has not been studied, but based on metabolism and clearance a clinically significant interaction is unlikely. The metabolism of peginterferon alfa-2a is not fully characterized, however studies in rats indicate that the kidney is a major organ for excretion. However, hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV co-infected patients receiving NRTI-containing HIV therapy and interferon alpha and ribavirin. Therefore, patients receiving interferon with ribavirin and NRTIs should be closely monitored for treatment-associated toxicities, especially hepatic decompensation and anaemia.	(See Summary)
Peg-IFN alfa	Empagliflozin	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Empagliflozin is metabolised by UGTs and is a substrate of P-gp, BCRP, OAT3 and OATP1B1/1B3.	(See Summary)
Peg-IFN alfa	Emtricitabine	Hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV co-infected patients receiving NRTI-containing HIV therapy and interferon alpha and ribavirin. Patients receiving interferon with ribavirin and NRTIs should be closely monitored for treatment-associated toxicities, especially hepatic decompensation and anaemia.	Patients receiving PEGASYS (peginterferon alfa-2a)/COPEGUS (ribavirin) and NRTIs should be closely monitored for treatment associated toxicities. Physicians should refer to prescribing information for the respective NRTIs for guidance regarding toxicity management. In addition, dose reduction or discontinuation of PEGASYS (peginterferon alfa-2a), COPEGUS (ribavirin) or both should also be considered if worsening toxicities are observed.Copegus US Prescribing Information, Genetech USA Inc, June 2010.Hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV co-infected patients receiving combination antiretroviral therapy for HIV and interferon alpha and ribavirin. Adding treatment with alpha interferons alone or in combination with ribavirin may increase the risk in this patient subset. Patients receiving interferon with ribavirin and nucleoside reverse transcriptase inhibitors (NRTIs) should be closely monitored for treatment- associated toxicities, especially hepatic decompensation and anemia. Discontinuation of NRTIs should be considered as medically appropriate. Dose reduction or discontinuation of interferon, ribavirin, or both should also be considered if worsening clinical toxicities are observed, including hepatic decompensation (e.g., Child-Pugh >6).Rebetol US Prescribing Information, Schering Corporation, November 2009.Cirrhotic  chronic HCV patients coinfected with HIV receiving highly active antiretroviral therapy (HAART) and interferon alfa-2a with or without ribavirin appear to be at increased risk for the development of hepatic decompensation compared to patients not receiving HAART. In a study of 129 HCV/HIV cirrhotic patients receiving HAART, 14 (11%) of these patients across all treatment arms developed hepatic decompensation resulting in 6 deaths. All 14 patients were on NRTIs, including stavudine, didanosine, abacavir, zidovudine, and lamivudine. These small numbers of patients do not permit discrimination between specific NRTIs for the associated risk. During treatment, patients’ clinical status and hepatic function should be closely monitored, and PEGASYS treatment should be immediately discontinued if decompensation (Child-Pugh score ≥6) is observed. Patients receiving PEGASYS/COPEGUS and NRTIs should be closely monitored for treatment associated toxicities. Physicians should refer to prescribing information for the respective NRTIs for guidance regarding toxicity management. Dose reduction or discontinuation of PEGASYS, COPEGUS or both should also be considered if worsening toxicities are observed.Pegasys US Prescribing Information, Genentech Inc, June 2010.Hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV coinfected patients receiving combination antiretroviral therapy for HIV and interferon alpha and ribavirin. Adding treatment with alpha interferons alone or in combination with ribavirin may increase the risk in this patient subset. Patients receiving interferon with ribavirin and nucleoside reverse transcriptase inhibitors (NRTIs) should be closelymonitored for treatment-associated toxicities, especially hepatic decompensation and anemia. Discontinuation of NRTIs should be considered as medically appropriate.Dose reduction or discontinuation of interferon, ribavirin, or both should also be considered if worsening clinical toxicities are observed, including hepatic decompensation (e.g., Child-Pugh >6).PegIntron US Prescribing Information, Schering Corporation, January 2010.
Peg-IFN alfa	Emtricitabine/TAF	Coadministration has not been studied but based on metabolism and clearance a pharmacokinetic interaction is unlikely. However, hepatic decompensation (some fatal) has occurred in cirrhotic HIV/HCV co-infected patients receiving NRTI-containing HIV therapy and interferon alpha and ribavirin. Patients receiving interferon with ribavirin and NRTIs should be closely monitored for treatment-associated toxicities, especially hepatic decompensation and anaemia.	(See Summary)
Peg-IFN alfa	Enalapril	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Enalapril is a prodrug hydrolysed in the liver to enalaprilat.	(See Summary)
Peg-IFN alfa	Enoxaparin	Coadministration has not been studied, but based on metabolism and clearance a clinically significant pharmacokinetic interaction is unlikely. Enoxaparin does not undergo cytochrome metabolism but is desulphated and depolymerised in the liver, and is excreted predominantly renally.	(See Summary)
Peg-IFN alfa	Entecavir	Not Available	Not Available
Peg-IFN alfa	Eplerenone	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as eplerenone is metabolised by CYP3A4.	(See Summary)
